,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42
0,1.0,6.930814521042715e-05,0.003105776266612041,1.999455603990702e-05,0.005797532033996596,2.2480173617103516e-06,0.0014569763639010191,1.0378769815851355e-07,6.158259604120344e-06,3.7639794138858636e-08,8.324587627474528e-05,1.9200462113617036e-09,1.2066297815509732e-05,5.1207176355665965e-08,0.0001325586071531437,1.1409596402864035e-22,9.349650788330207e-20,4.0039730630243255e-23,0.022706911058599955,2.2706911058599956e-05,0.023113518257920004,4.917758169949898e-08,0.00043247650687909664,5.05592512349597e-07,0.0012959459140702977,1.1406005101382807e-07,0.00022902798956124683,6.788555521980029e-07,0.0004668557430846195,1.0377795573960926e-07,4.244163715586878e-05,3.544241618256051e-07,7.220884860414946e-05,1.2082335725708304e-07,2.8780163243603218e-05,1.2726786028219312e-07,3.9381115584359576e-05,4.572006507441877e-09,3.0174263655575367e-19,3.880458221583391e-22,4.2446576883327926e-20,1.4005239252460614e-24,0.005699239546418867
1,5.847015118686862e-05,0.9999999999999999,3.227724782374889e-06,0.008572595385245789,8.537805015633543e-06,0.0012133108368763937,7.919250435621482e-07,0.0016302282697377732,6.912493952391889e-09,7.427838867553706e-05,6.087535257159555e-07,4.555951577431026e-06,4.75828306391988e-08,0.00017486822963027045,3.244197007234002e-07,8.639428442103747e-20,2.0582963752743594e-23,3.3763077156329974e-20,8.268711658890666e-05,0.08268711658890666,2.326744650883467e-05,0.01261834700474352,1.6589193244687496e-06,0.0014659586423811173,1.6528824860339068e-06,0.00022648104842393067,1.5071130405854278e-07,0.0007685312884894307,1.35614577037851e-07,0.00024727643637843187,9.314960871354013e-09,0.00046204229577549906,2.587563727123902e-09,0.0005525165667875508,1.4814551602303417e-08,0.00012524874742277358,4.960546283229284e-09,0.00013609513062786617,1.6206571222611108e-22,4.1694978946894134e-20,1.119529410764898e-22,2.0169905651259678e-22,1.7432084938489238e-07
2,0.002847360918609414,3.5076714630919355e-06,1.0,3.725582231990502e-05,0.0028063912188926792,1.795962601580768e-05,0.0014318077986412913,3.578444952070937e-06,0.001528245394854791,7.216264962358279e-08,9.648611286378563e-05,5.974632115819088e-09,2.0059997680434705e-05,3.8050928496617677e-07,0.0001177282375957844,9.585926668572701e-23,5.333636877280836e-19,2.714387310493409e-23,0.0033214122557682947,3.3214122557682946e-06,0.013404084941203367,3.6213892831578653e-06,0.003019335157440274,2.815921506121174e-05,0.018046249156575003,5.044428187825909e-07,0.005202110213649543,3.0237957258704896e-06,0.0010781980583679926,6.185209576151113e-08,0.0003705914943387047,1.605739051423369e-07,9.831274092703547e-05,1.4381709838468193e-07,8.94255797669186e-05,5.024945753316771e-08,0.00012936427583802742,9.983715602531934e-09,1.4817691048963745e-19,1.7173007352587507e-22,1.740130051219528e-19,8.97898587463327e-24,0.0172660381793626
3,1.5254455846249392e-05,0.0077525993535601054,3.1003216671384435e-05,1.0,1.9115797077322102e-06,0.007783506786091409,4.0005454187464696e-07,0.0015527618246953833,1.0319441952988787e-06,0.00018976573838135435,8.534662924146071e-08,9.463558393123597e-06,1.219093888521488e-07,6.729077267191706e-05,5.781667627537881e-07,1.6366911658991226e-20,9.782364764184701e-23,7.801866722421842e-21,4.3823670318206e-07,0.00043823670318206,5.922231005675712e-05,0.03179725559538004,3.0728878954040886e-06,0.002224958941102947,3.659266399779459e-06,0.0005012728750684193,2.859503548275782e-06,0.007197897058921581,1.1384315595842785e-06,0.00010287954166916874,6.042921284305787e-08,0.0005448189633879978,8.365287090192107e-08,0.0002653977825077335,5.296294283564958e-08,9.814808772916236e-05,3.060541592842193e-08,1.101789625197153e-05,4.18964069118607e-24,5.4081212611484715e-20,2.2011721934139707e-23,9.9976363394193e-22,3.747148711735192e-07
4,0.004789549037616528,8.360798546608129e-06,0.002528874789678142,2.069945562360172e-06,1.0,1.3492536861790232e-05,0.0014130078201522746,1.670019772105823e-06,0.0015059544727214261,7.27767326694718e-07,0.0006039630266558034,1.7466047560564238e-08,0.0001449801945723928,2.6648978191174614e-06,0.0014042633060478266,4.224988531253608e-23,1.2648753430645179e-20,7.613924548944244e-27,0.006668284734882294,6.668284734882294e-06,0.028843310747843208,3.7436143544194996e-06,0.00015575367539044378,3.2464971147945914e-05,0.0010787452553826522,5.430427238921262e-07,0.0030314434978997605,6.988867479967975e-06,0.002266032738837116,1.6528823435736e-06,0.005394899444786071,4.799245052714785e-07,0.0004925404898108179,3.4130619229007705e-06,0.0005075788818291814,6.542966165785502e-08,0.0009395815529946274,1.0395725874546077e-07,7.275101661159309e-21,4.2080190058411244e-23,4.881669841433433e-21,4.245755699080754e-24,0.02106819774296859
5,1.3623556596342522e-06,0.000871591478804674,1.1871778228516721e-05,0.006182742978857033,9.897670353963359e-06,1.0,3.3953979013592216e-06,0.00038312696936543706,2.560163983956003e-06,4.553552088064407e-05,5.211110444454827e-07,0.0001284926061682908,2.0755801051180607e-07,0.004830286450529935,1.8341338490030478e-06,3.661351449274138e-20,3.1557465124218875e-24,5.135365832449379e-22,1.8506172067499878e-06,0.0018506172067499877,6.964527885704408e-05,0.03337192799079871,4.16119290136906e-06,0.03258140546193471,1.5313697761826387e-05,0.0011759049893216415,6.102460057092635e-06,0.008270312123727216,8.01690561526174e-08,0.00023842177764000155,4.371868895009229e-07,0.002042130665790921,3.350227124826162e-06,0.004689849561782361,3.2064161207453e-07,0.0002775700279948897,8.55880655855056e-08,0.00022209890516297225,2.7380069019811586e-23,8.208302775315194e-21,3.4327796287882917e-23,1.0108775151954075e-22,6.559145685552205e-06
6,0.0012726452523765558,8.199530625280637e-07,0.0013641660150387,4.5802491835398753e-07,0.0014939909048691923,4.893895504193069e-06,1.0,9.87878012976613e-06,0.0028755554465136244,1.1653952127184556e-09,0.0004271217373709381,4.43912380888528e-08,0.0013212938879812706,6.998137882938065e-06,0.003637426584884677,9.049772497468395e-24,1.7885212422255057e-21,2.9871481356392525e-24,0.001049292668821992,1.049292668821992e-06,0.003996258106716543,5.967076147028426e-07,0.006598871669514667,3.8190429745754027e-07,0.0028471046176625223,1.5669464639444162e-06,0.16198779825262327,1.490706802175017e-05,2.9079508028748922e-05,7.617294169959583e-07,0.024977585252942656,1.4372091027814151e-05,0.007551166116364435,1.1339463276970174e-05,0.003134263606067104,6.127007548993681e-07,0.0024120800161597186,4.721823737525901e-06,8.856653439442948e-21,1.5028545353895125e-23,1.6222100827560764e-20,3.789457172336361e-25,0.0005981918159763437
7,7.391327551075544e-08,0.0013761793866316676,2.779704028061388e-06,0.0014494273737115687,1.4396161646364596e-06,0.0004502238045543788,8.054248647222648e-06,1.0,1.4400920777231431e-05,3.0610381014033265e-05,4.981335422488837e-08,1.5645942050469863e-06,2.7603128249854767e-07,0.0011175549076998747,9.762482888579649e-07,3.0188906627307596e-20,1.605555208211291e-24,2.6514766784699685e-21,1.8904657578009623e-06,0.0018904657578009622,4.660077301657022e-07,0.0037993860062929385,1.9561686547309327e-06,0.006176951987785397,9.289691852902171e-07,0.0581179181457469,1.5354439022801185e-05,0.007155735232642065,6.7274358686417174e-09,8.982254122957617e-05,6.333967600057549e-06,0.003286047420696991,1.1782838805643814e-06,0.0015807666529191633,7.3503742955271e-07,0.00010000432324324528,6.481051708684402e-07,0.0011429013879401292,1.947380739186844e-23,7.137105869215818e-21,2.1035939087843387e-24,1.6280235420699193e-21,1.9990364365618516e-06
8,9.447121916438433e-06,1.256974164443768e-08,0.002557185716869609,2.0749746006194257e-06,0.0027964168011449866,6.480648574285625e-06,0.005050198144346991,3.1020959008116325e-05,1.0,1.2813169082581386e-08,0.0002305257526304366,2.4254753485044184e-08,0.00020836448412678535,4.038552169718689e-06,0.0014545831899691365,4.943073051825196e-24,2.127816601736507e-21,3.0955826143960642e-24,0.0008630154639647072,8.630154639647072e-07,0.0009610452522217149,4.4761447682343096e-07,0.0064225035495390805,1.8534161717219468e-07,0.00989975814172328,5.65679276976679e-06,0.1289916597733786,1.1204795691062602e-05,0.00019299324260223122,1.1625220668973972e-07,0.000586716773021981,9.07078935683319e-07,0.0016649165194588306,2.748163872591678e-06,0.00018676348863706844,1.556266577899421e-07,0.00010778592373846029,1.7867419125252792e-07,1.283157220107544e-20,9.813935752595483e-24,6.99963384325612e-20,5.865886778489133e-25,0.0013189578319224738
9,4.900453486455234e-08,0.00011463086397347125,1.0247764816151173e-07,0.00032383358057531774,1.1469120578922556e-06,9.782469475725667e-05,1.7370303485563319e-09,5.5960450061950286e-05,1.0874368899102943e-08,0.9999999999999999,1.0840406619558583e-05,0.00035854503928014786,3.6340302829552216e-09,0.005392461802032209,3.76404857445602e-05,3.78525628756337e-22,5.461175284601386e-26,3.274358972391562e-23,1.5813472713491866e-07,0.00015813472713491864,9.146748713003646e-08,0.00012097214284507802,4.0082651329890477e-07,0.0005903362112127299,1.7597529974941273e-07,9.864312222607036e-06,2.8732596352090308e-08,1.0122664876415707e-05,1.1438969106916737e-06,0.0041716973047147155,5.910329870862798e-06,0.001505804572754044,1.0661091321617794e-06,0.00022710904096669095,3.879173490828554e-06,0.0008842636323220087,7.86536188266318e-08,0.0002506681850216403,4.0974565549002384e-25,3.6739793643624407e-22,5.314233899416915e-25,1.4214178947532518e-22,6.574658547202157e-07
