,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45
0,0.9999999999999999,2.215204317217959e-05,0.0046221141467428966,5.6450100272938436e-06,4.001813396022814e-05,4.001813396022814e-08,0.00026425601961399146,2.6425601961399144e-07,0.0002080079827220288,1.30904777465058e-07,6.115030074730913e-06,6.663278717589816e-10,2.0204405844657584e-06,2.8690628738331527e-10,8.881084030158007e-06,6.827836885779937e-09,6.823824927119724e-05,1.1398909646409872e-07,3.142633702119166e-05,1.588293511742503e-06,0.0006951624799635874,4.263772217882185e-05,0.08465833603776089,8.316220282450237e-05,0.018091676064047078,1.1003715361497033e-05,0.006263923351142443,6.23814066899434e-07,0.003692234284232609,8.756932323002452e-07,0.004947189601234183,9.323126140019906e-08,0.004078873793804196,6.723760711929788e-19,5.085523724332341e-06,3.148278447459141e-07,0.0008582944917877735,8.002991050515223e-08,0.00030678571832487003,4.1582466603990486e-08,6.81968246841827e-07,4.636309868045325e-09,6.121018624869246e-06,6.953119511515762e-09,2.8859271752768444e-05,4.25060074486295e-07
1,1.524128462552215e-05,1.0,3.895284035304417e-06,0.0028407454441543847,9.988310043702932e-09,9.988310043702932e-06,1.8995169263057487e-08,1.8995169263057485e-05,5.122088057031645e-08,4.0208437504899434e-05,4.981520329858556e-10,9.426412283611473e-08,6.898339950388804e-11,6.407366833422359e-08,8.975945342774667e-10,1.6253885346014837e-06,2.0068306455468545e-08,8.981145801994124e-05,8.339247677512773e-08,0.005804614166935051,1.4376118578459072e-06,0.028647455136764467,1.3242301023284568e-05,0.0947988520788874,1.067629342364153e-05,0.0514203952335915,5.204848205476109e-06,0.003285153425633258,2.5072311608483903e-08,6.052640236209748e-05,6.238380659882512e-08,0.0001049745161002353,1.2494515672127706e-07,2.3576509805443405e-16,5.3815143904684314e-09,4.086434255054188e-07,5.850484829567947e-07,9.753396647722899e-05,1.5636213985250533e-08,1.2927454545426183e-06,4.762441913594778e-10,4.5797265167481156e-07,6.27610754692106e-10,7.544782409160714e-07,3.7010353355190594e-09,3.102156528047758e-05
2,0.004349402823428022,5.327461405313432e-06,1.0,0.00012506609569051713,0.0013845013142842026,1.3845013142842026e-06,0.00022008274043716443,2.2008274043716443e-07,0.00014761764648787764,2.1428444663063566e-08,5.844732824001229e-07,8.030969433124901e-10,3.117786081600768e-08,1.0934340732578016e-10,1.6623943572897937e-07,7.759329866071962e-09,1.0135530049700002e-05,3.949976302396929e-08,8.515636695925115e-05,1.0901151604384114e-05,0.0024699588813516574,2.164510293965535e-07,0.0009680183784081676,2.6191744220672904e-06,0.0006029418953298935,6.1593210454812905e-06,0.00740228597316081,2.4064342558939194e-06,0.001278649663702979,2.0286341476783373e-06,0.0006317955570223172,1.3022550513632894e-07,0.0011974253338570046,3.388281843030941e-19,3.497329169311348e-07,6.459916244438506e-09,3.812442795831139e-05,4.990200985277986e-07,4.785246025717667e-05,2.337505610622622e-10,3.727339534374486e-06,5.014949465227542e-09,3.6750464086896694e-07,5.226665450733973e-10,1.878381705522754e-05,1.8744521285519692e-08
3,1.3666873157632624e-05,0.009996062907538043,0.00032177705514618604,1.0,2.726340494958321e-07,0.00027263404949583213,9.357124695051052e-08,9.357124695051051e-05,1.3457462830445691e-07,4.673552870655465e-05,1.2900857726828873e-09,4.439044864465169e-07,1.0822904466608069e-10,2.1466369554495535e-07,3.911898638410464e-10,6.191439709449986e-06,3.3590987257626507e-09,9.210058395384683e-05,6.467417075322023e-08,0.01782521893755876,6.681348893496441e-06,0.0002561868071451468,1.0460334441669925e-06,0.0037049476936520725,4.546083727681499e-07,0.0015357786130385273,3.3178807514852383e-06,0.0028047953952366044,2.955196944771722e-07,3.550137402227611e-05,3.6981399205278544e-08,3.632420106660478e-05,1.1590728792426203e-08,1.859234434353947e-18,1.522015898233645e-09,3.196112060331029e-06,1.4737793431135111e-08,2.851546884063369e-05,3.453243404266791e-08,3.779906522780619e-06,2.3563422869730234e-09,4.0391292969493685e-06,1.439716452051044e-09,9.599057311317372e-07,1.244727518567655e-08,4.412339147397543e-06
4,7.057926912332886e-05,2.5603807505796153e-08,0.0025949245204474457,1.9860764936557283e-07,0.9999999999999999,0.0009999999999999998,0.0007298855203041547,7.298855203041547e-07,1.5219193050707111e-05,4.926321173223317e-08,6.364246810622618e-07,1.1511970532055046e-10,1.4307137866007456e-07,4.515967351044153e-10,6.520076622632969e-07,1.3016394800315892e-09,3.682393957365586e-06,3.8663981269731096e-08,4.6875570682689663e-05,3.759626635652312e-06,0.0008294674690427634,8.294096659775225e-08,0.00021183300241936443,1.3596677689881479e-08,5.794728707382875e-06,3.467314905594111e-07,0.03907827252141055,1.3864483209234772e-06,0.0006964553950073643,1.072577372650452e-06,0.000705600038457834,1.840909583117076e-07,0.0005330032506141069,3.32159263713308e-20,1.5513651461811272e-07,5.2292656241931046e-08,0.0014192156483020233,8.130835795650109e-08,5.6824099131447026e-05,9.731743654194672e-09,4.4739679030137654e-07,4.5245711229552133e-10,9.717119287485376e-07,1.0350627889291708e-09,3.2469284666883137e-06,7.4179036269238725e-09
5,7.057926912332887e-08,2.5603807505796153e-05,2.594924520447446e-06,0.00019860764936557282,0.0009999999999999998,0.9999999999999999,7.298855203041547e-07,0.0007298855203041547,1.5219193050707112e-08,4.9263211732233165e-05,6.364246810622619e-10,1.1511970532055045e-07,1.4307137866007455e-10,4.515967351044153e-07,6.52007662263297e-10,1.3016394800315893e-06,3.682393957365586e-09,3.866398126973109e-05,4.687557068268967e-08,0.003759626635652312,8.294674690427634e-07,8.294096659775224e-05,2.1183300241936445e-07,1.359667768988148e-05,5.794728707382875e-09,0.0003467314905594111,3.907827252141055e-05,0.0013864483209234772,6.964553950073643e-07,0.001072577372650452,7.056000384578341e-07,0.0001840909583117076,5.33003250614107e-07,3.32159263713308e-17,1.5513651461811271e-10,5.229265624193104e-05,1.4192156483020233e-06,8.130835795650108e-05,5.682409913144703e-08,9.731743654194672e-06,4.4739679030137653e-10,4.5245711229552135e-07,9.717119287485376e-10,1.0350627889291707e-06,3.246928466688314e-09,7.417903626923872e-06
6,0.00017326399100625544,1.8101676876152486e-08,0.00015334882207891745,2.534086269181555e-08,0.0002713425173048258,2.7134251730482584e-07,1.0,0.001,9.659040950519232e-05,1.474243954912204e-07,1.451556515581665e-05,5.808843686671263e-09,1.4502937379231047e-06,1.7143904440713334e-08,4.268596733420802e-06,1.153123619507075e-08,6.6929284882364e-05,2.2318803981726884e-06,0.00014560550790061296,6.590783889299472e-08,5.3557057302253744e-05,3.9848367773401506e-08,0.000521225531855484,8.988557006649859e-08,0.00010381858752117628,6.473863016489612e-07,0.0020705377932678766,8.68860279901097e-06,0.0010237413978774115,2.7451060155386007e-07,0.0018557217589830052,7.496965495554412e-07,0.0004987521885219574,3.7983548905907086e-19,7.418477869985463e-06,9.24393001717393e-08,0.016226737403705005,6.068087197559656e-07,0.001771863605055451,5.3811106593458995e-08,3.4156694098196755e-06,1.0102837038708604e-08,3.191569939027807e-05,1.9176810342458705e-08,5.7777717577560095e-05,1.447216085575458e-07
7,1.7326399100625545e-07,1.8101676876152484e-05,1.5334882207891745e-07,2.5340862691815548e-05,2.7134251730482584e-07,0.0002713425173048258,0.001,1.0,9.659040950519232e-08,0.0001474243954912204,1.451556515581665e-08,5.808843686671263e-06,1.4502937379231047e-09,1.7143904440713334e-05,4.268596733420802e-09,1.153123619507075e-05,6.6929284882364e-08,0.0022318803981726883,1.4560550790061297e-07,6.590783889299472e-05,5.3557057302253744e-08,3.9848367773401504e-05,5.21225531855484e-07,8.988557006649859e-05,1.0381858752117628e-07,0.0006473863016489611,2.070537793267877e-06,0.00868860279901097,1.0237413978774115e-06,0.00027451060155386005,1.8557217589830053e-06,0.0007496965495554412,4.987521885219574e-07,3.7983548905907087e-16,7.418477869985463e-09,9.24393001717393e-05,1.6226737403705006e-05,0.0006068087197559656,1.7718636050554512e-06,5.381110659345899e-05,3.4156694098196756e-09,1.0102837038708603e-05,3.1915699390278066e-08,1.9176810342458703e-05,5.77777175775601e-08,0.0001447216085575458
8,0.00014455461530977874,5.173580561709113e-08,0.00010901876841896266,3.862875427965069e-08,5.996851064258849e-06,5.996851064258849e-09,0.00010237703384998405,1.0237703384998405e-07,1.0,2.2030747194663696e-07,3.829439741283492e-06,1.973501784932523e-11,7.102696021077352e-07,2.805222510555134e-09,1.4027608674648296e-06,1.585771498238518e-08,0.00019289630227415516,1.8340806638783569e-07,7.621482880288891e-06,2.000521756062161e-08,7.854994400245546e-07,3.676417242443174e-09,3.021152798480568e-05,2.0221321699560365e-08,8.972396236179736e-06,4.361467736333193e-08,1.2228269059458687e-05,3.111323333629117e-07,0.0015032842136074747,1.7331245343056115e-07,0.0001152379020704155,1.3341338051212452e-07,3.3931529966782506e-05,2.815435426506211e-19,9.594817641966965e-05,2.993963301174346e-05,0.00022479061567523177,6.141297600769074e-08,0.0005087396164494952,3.0246234855858475e-08,2.402968066315517e-06,2.2594836580820003e-08,7.620781366234758e-07,1.1822268966903832e-08,7.298347320534342e-06,1.2395800090225836e-07
9,7.982634942523474e-08,3.563692184121493e-05,1.3886489061728135e-08,1.1771545514233603e-05,1.7033079420271593e-08,1.7033079420271593e-05,1.3711239060401703e-07,0.000137112390604017,1.9331610619069184e-07,1.0,3.9464135695579855e-09,1.274071754618146e-05,1.9822541746588102e-08,1.4462165572102862e-05,3.4745747000857126e-08,1.2862968161837314e-05,6.643472546544072e-06,5.356036494456484e-05,4.918681198220792e-09,1.4935875031916927e-05,1.537711158520171e-08,1.2904406870960513e-06,8.354126089131149e-08,2.8358690582412017e-05,1.943185917403905e-09,3.15734981900126e-05,2.4536729571032216e-07,7.122414540929872e-05,1.2506893342554063e-06,0.0037266850776547177,4.667772625474041e-07,0.0032789425768359887,2.195703283199952e-06,2.449847456711898e-14,5.77271834808946e-05,0.0002557960130927311,5.0205220142279836e-09,4.1501263170728153e-07,3.2473482438197665e-07,0.007961886501851378,7.888932316562454e-08,2.6672863734697268e-05,3.579456587394022e-08,3.245962306713859e-05,1.056092594956736e-07,0.00026868526137284563
