,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63
0,1.0,5.0929616873841005e-06,0.004821475589618313,2.7210951422754573e-06,0.004063151003537721,6.430556749598774e-06,0.0009806428697433803,3.845569479437888e-06,0.0005131763738333127,1.7024186242443275e-06,0.00016469960569410281,5.8268116459575295e-08,0.00012092081697278013,2.4536529169862705e-07,0.0006526404176255671,1.6310253501539896e-07,2.8697165245748377e-06,7.527775022544331e-10,2.1172872909714743e-06,4.682693792106301e-09,1.567828205935245e-05,9.761894964071567e-10,1.4929906085050501e-06,1.4929906085050502e-09,9.427395441375464e-06,3.9549110357285025e-11,0.010577623040570971,1.0577623040570972e-05,0.004881004472496363,2.1096697852925372e-05,0.0011635277662989444,1.0785998489426801e-06,0.003693360938855839,1.212619589419733e-06,0.010711374696097346,2.2508357699440315e-06,0.0006108260578881974,3.4779661988983826e-06,0.007024331092518809,3.2694916706509517e-07,0.0006062294316335613,1.5887322869589744e-07,5.056170392717702e-05,4.653237894405534e-36,7.574740861432289e-35,2.667439783898454e-07,0.0014489140695971535,1.561115901846317e-08,0.00030936579655750494,8.195668883634312e-09,6.553573214459394e-09,2.7488466848678204e-09,3.429917665891215e-06,2.2921771037340516e-08,6.744938916508366e-06,6.729355633303924e-09,6.465835770386781e-26,3.181409009244275e-09,2.502618314556898e-06,5.462051469591031e-09,5.454338732191641e-06,1.12868626459988e-08,9.176536697763266e-06,2.9668541173116096e-08
1,1.3279896836349836e-05,0.9999999999999999,4.9810331937205225e-06,3.926413711345298e-05,2.52193888697878e-06,0.0035251179407731893,1.0220176060108607e-05,0.0018237189414880496,1.3605780308658696e-06,0.002935259117098969,2.2602978232150369e-07,0.00024389034474770038,6.243816234447145e-07,0.0005118652443865352,1.6657279334257471e-06,0.0003465192614811583,3.380403464298203e-08,1.9187448728614834e-05,2.8692887246548723e-09,2.8223327958441055e-05,3.669907270458675e-08,9.367167512639361e-06,1.155957717841593e-08,1.1559577178415929e-05,6.095968134466699e-08,4.361975381476721e-08,4.140411566495781e-06,0.004140411566495781,7.092976041490825e-06,0.004243490905665364,2.442541556993406e-07,0.004485358834124046,7.296343134689001e-07,0.013237128475619503,1.8219533761133528e-05,0.0009907871613397546,5.456092618690501e-06,0.0011416900525976154,5.051364943316101e-06,0.00240695058474996,1.3261170163924893e-07,5.755048743535405e-05,4.140097283367072e-07,8.637566458511878e-34,3.437186176666011e-37,0.0012801943980112326,3.7183937901137764e-06,0.0013283851832246007,1.4841026829787124e-06,5.828003047536137e-05,5.461735343981514e-13,8.956781151968006e-06,3.56980912596274e-09,0.00011551070823068728,3.190458585996708e-08,4.860223947993558e-05,2.1136529100626755e-28,3.84694109364434e-05,9.300283523449687e-09,0.00011045198639762091,1.6653137486507837e-08,2.5525596475117055e-06,3.131875616762877e-08,0.0002068448305910988
2,0.0072282729165323465,2.8638463469581355e-06,1.0,3.1219803599318145e-06,0.003769924781844194,9.858280527436761e-06,0.00035134172669318064,1.416958045494253e-07,0.002315244193192343,1.9155070020254837e-06,0.003831394613388043,1.4623561845382914e-07,0.0002395408227484802,1.1454204493216276e-07,3.912911669834317e-05,8.05662918823149e-07,4.2327031168700545e-06,1.0565122118284927e-08,2.834010745400039e-06,4.895241762683814e-09,9.548900042945854e-06,8.091780848866456e-09,1.3462407596405819e-06,1.346240759640582e-09,2.242021435720535e-05,1.5531736669564362e-10,0.00443914334262231,4.43914334262231e-06,0.0016794160844576524,3.2234094293585953e-06,0.033054506177457435,1.929833925861619e-05,0.01642539434344683,1.4952938715141113e-05,0.0003831113752718429,1.7197297956733028e-07,0.00044431747165416387,2.062294176190135e-07,0.0006405567417111168,3.002356729117294e-07,0.000409418468540359,4.48263970324243e-08,0.0005056116910188296,4.892684489539591e-36,4.119705788609155e-34,3.327060441759598e-06,0.001279088386237851,3.864810526323256e-07,0.00025051701055180597,3.909697059406771e-08,3.847167641128055e-08,1.4599700046107483e-10,1.8070113171241064e-07,9.50799277542705e-09,1.357497623128148e-06,1.1575709023974974e-08,8.561188091944108e-26,6.4789478974927606e-09,1.1117938241754555e-05,1.702322591653939e-08,2.4604090573741466e-05,1.375310193932308e-08,1.3189380545333556e-06,4.864397933606392e-08
3,5.153196180207259e-06,2.8517057721864243e-05,3.943742460991975e-06,1.0,1.6398678127106533e-06,0.0047680010139554115,1.2324584710046918e-06,0.0013467551218574172,2.7922828165028892e-06,0.0014214052007037886,2.895864850253884e-06,0.0005310031467640505,9.233286755612029e-07,0.000835595312653098,1.2435268480567508e-06,0.0005781016416468998,2.0887880378856942e-09,2.6800031109999485e-06,4.752049989146429e-10,9.73380177113727e-07,2.351921015247946e-09,2.4551588783869568e-06,4.351417952253713e-09,4.351417952253713e-06,5.135748963249325e-09,2.8020077564371234e-08,1.0554004829429114e-05,0.010554004829429114,4.004882221638586e-06,0.020638933478389295,3.471122655049887e-06,0.003107476745906928,1.1874843114880293e-05,0.003751282949886273,1.0036414309533603e-06,0.00468869874446677,2.4300276766655617e-06,4.2697406158665865e-05,1.2956837161285294e-06,0.0033479723712943137,7.654230088041026e-08,0.00014401811277398654,4.583178919982975e-08,2.3213018787446851e-32,7.345577561694874e-37,0.002083886847545134,6.289039110856374e-06,0.00034425667585505967,4.0962660339072085e-07,6.081642889732055e-05,2.3117165221825033e-11,7.834221502973378e-06,2.1151325581683853e-09,5.406678335486696e-06,3.5797152450924423e-09,1.1214948640521607e-05,3.4402088170109687e-29,2.4388392227934503e-05,9.979846262856268e-10,5.488302560458982e-05,3.163377669428203e-08,7.0756007320914535e-06,1.0788694138444506e-08,1.005393236725572e-05
4,0.005144515493937401,1.2245930290524238e-06,0.003183901565394587,1.0963706709184665e-06,0.9999999999999999,9.703625383600014e-06,0.0005196462016495574,7.944317165031163e-07,0.014441673022080508,7.460303651935088e-06,0.02293362124894092,4.6076556068659263e-07,1.1408036221607566e-05,1.4331457458404637e-06,0.00022862310589753497,9.002293781365823e-08,3.081265351281748e-07,3.485389463002601e-09,1.3122580011959765e-06,5.923007946616926e-10,1.0766034847363744e-05,4.986142993226356e-10,4.655256909213965e-06,4.655256909213965e-09,8.340037337285634e-07,1.0455604168071607e-10,0.0009445829323123273,9.445829323123274e-07,0.002809025764296067,1.2452793569190596e-06,0.0017005388783159158,1.3821868312899185e-06,0.006273315658646023,6.257293807428159e-07,0.001190118939010704,6.333998860494653e-05,0.0366458096116142,2.8571292806832604e-06,0.004185397124478365,2.0083214769645942e-06,8.786830878871139e-05,5.283485641942775e-07,0.00044538855399637163,2.323475417347317e-35,7.136789539869433e-35,1.2471179936014928e-09,0.00016194645305683713,1.5135973836117126e-08,6.082298630773105e-05,2.7538592584450012e-08,5.2258895733975127e-08,4.644428573648493e-09,3.4284442191318518e-06,5.461458512383239e-09,9.319798388687118e-07,1.3931182850161232e-09,9.921250788382578e-27,1.4044467355299932e-08,4.15634777375343e-06,6.91869928317313e-08,7.677079556826717e-05,1.4563669118615747e-08,3.4043176760722243e-06,9.252412291140598e-09
5,1.1361306968483198e-05,0.002388521080510024,1.1617864894905878e-05,0.0044481877400847965,1.3540422756736755e-05,1.0,7.1459615672625225e-06,0.0010583893893795113,4.631748603567847e-06,0.01713268768083366,2.440193607534042e-06,3.476290748676085e-05,4.941261805296542e-07,0.00010538944976968978,3.3306657576385867e-07,2.9585811242885594e-05,2.15782706275914e-09,3.133570288240319e-06,7.941779379998453e-10,6.338783549010904e-07,1.0562870471733978e-08,5.158181787204796e-07,4.205691053639547e-09,4.205691053639547e-06,2.0854699084088292e-09,8.683619980329532e-08,8.143448364808404e-06,0.008143448364808403,3.4353120726110226e-06,0.0033498188532959713,8.373346446740097e-06,0.005420283319772656,1.3963700112648831e-06,0.012372478109721648,2.753273755315261e-05,0.010162704781135706,4.114788130468657e-06,0.00969020043013393,2.0269782424832428e-06,0.00012822942807699938,3.644696104841023e-07,0.0008812404820632776,2.265368574382757e-07,5.0600157872943854e-33,4.271243079846935e-37,0.00014754443470714658,1.572915205079974e-07,0.00013518329612738613,7.021470823283539e-08,2.873194969688435e-06,4.402509792997754e-11,5.933383533542136e-06,5.98129395501397e-09,1.8243836279657226e-05,3.937875257605429e-09,5.621307375611978e-06,7.404666242850027e-30,5.2641849288516695e-06,7.219883055371884e-09,1.6406134304899455e-05,1.2770144039344594e-09,2.785983945221396e-05,1.4020810939248322e-08,5.451842273989922e-06
6,0.0012961095654078418,5.180419459141397e-06,0.00030974621114787686,8.601420622474435e-07,0.0005424467122102541,5.34578881635024e-06,1.0,1.913510142381304e-05,0.006150627371639795,3.8072250576172764e-06,0.0023944370251582784,2.7045950550283233e-07,0.0021876457273609278,6.695435484229804e-07,0.0002768866162802819,8.752348897763585e-08,5.128600389912146e-06,4.534831470897669e-10,6.958765949662566e-07,2.010671828576286e-09,1.0355577561080311e-05,5.502934465931495e-10,4.157944682200499e-06,4.157944682200499e-09,6.6758425418774335e-06,9.005361842670455e-12,0.004221474897072347,4.221474897072348e-06,0.006887331624588661,7.099545139329868e-06,0.0005869221421358239,1.1927837266204161e-06,0.007347819790175138,3.5573528086475304e-06,0.038195637170324113,2.4693143750696638e-05,0.0065838525368317885,1.1579706284446861e-08,0.002125273064639451,2.712013026900609e-06,0.0017982711617203335,3.7284080514217856e-07,0.002362431523962252,2.6753957713516112e-36,7.387344209632796e-35,3.0945160756418203e-07,0.0001175412565127728,2.1965110517006912e-08,3.646598624760994e-05,3.6179521510797885e-08,2.1947648822904988e-08,1.0424122432743576e-08,3.331644092500539e-06,1.9953814929313468e-08,4.148034007875584e-06,1.347947145232635e-08,5.712283635034434e-26,1.3935543222502122e-08,7.97923176618577e-06,4.471940730476685e-08,1.6066703339486368e-05,7.136067710608881e-09,5.677604788681638e-06,1.918250330907937e-08
7,5.124432320230146e-06,0.0009320060166458755,1.2594691128947595e-07,0.0009476343310754352,8.361037224724952e-07,0.0007982719290805748,1.9292345324145646e-05,1.0,1.5612953808830104e-05,0.01253880715942573,9.89550154563008e-06,0.0004178829892830707,1.8016858175376503e-06,3.9005310238862215e-06,1.761949778231868e-07,0.0006439059496405658,7.78386719983877e-10,1.9299054934939692e-07,2.849721092607633e-09,1.760624988480421e-06,9.335835519897934e-09,3.0615532516794763e-06,7.4284834641520146e-09,7.428483464152015e-06,1.4394450303961006e-09,1.1668857713130925e-07,1.2276181717970481e-06,0.0012276181717970481,1.721420933106845e-07,0.0021250710975118207,5.071598605055159e-07,7.423779742044982e-05,1.7924401026585437e-06,0.0029917677458210115,9.461015586836872e-07,0.015593525781401264,3.2956809001515027e-06,0.011294197318365827,6.893285248482396e-06,0.018053967420126934,1.4508458117097375e-05,0.004003219665929222,6.285431432646902e-07,5.387297648814989e-31,1.4295541728666934e-37,1.1047949934926177e-05,1.3783742016285517e-07,2.024742537164423e-05,2.879592559104344e-07,5.345042680686902e-05,5.747118307983137e-11,1.8221411374667868e-05,3.955680879157391e-09,4.65608059207934e-06,4.564331182556821e-09,2.6030772558264825e-06,2.1165215808493232e-29,6.7703362031017544e-06,1.5596201994310417e-09,0.00010794180407159602,1.4688025034479234e-09,2.115026501221016e-06,4.017929081485402e-09,2.2530006321824137e-05
8,0.0005112068582549805,5.197915079734125e-07,0.0015384105593476433,1.4687790607308116e-06,0.011362293647631314,2.611531558439983e-06,0.0046357349146571875,1.1671589199988706e-05,1.0,9.072415515365424e-06,0.008133096613050656,4.789929433949167e-07,0.00149602508984354,4.3956605475356984e-07,0.002812231079238974,1.1484980132543833e-06,1.8009195795060174e-06,1.4377100629870088e-09,7.098337520459759e-07,5.13270718583441e-10,8.353181212043544e-07,2.731466156866118e-10,6.839461396539336e-07,6.839461396539336e-10,1.5608153824645345e-06,1.837211862166646e-11,0.0001754513616506743,1.754513616506743e-07,0.0016954024612243544,2.5963836938012173e-07,0.00028881491704269686,5.179675156198508e-08,0.0009456319193172876,3.369172365753466e-08,0.0012013287776108798,1.1401648918645203e-06,0.00820750828151129,2.599480370061379e-06,0.01562017998990333,1.4684018988161262e-05,0.0033232794881640974,7.502753898394589e-07,0.002153229990626405,3.8401757628325023e-34,7.058256810372505e-35,1.4933037064495624e-07,0.00046649129169190905,1.2122155823129903e-07,0.0001296776893452182,5.094817761912161e-08,1.3886518999094291e-08,4.3521538629346606e-09,1.3137213598792635e-06,4.616198673957467e-09,8.278146167112755e-07,1.0630399180353023e-08,2.088025558114313e-26,2.4260478397542652e-08,4.838164032986057e-06,8.436273054038498e-08,1.2670770811185726e-05,4.535967887492191e-09,3.2073542151636646e-06,2.4034694191458943e-09
9,2.5677596227099064e-06,0.0016978923719311286,1.9271573605103063e-06,0.0011320691473793885,8.887159846517082e-06,0.014626276620583238,4.344759214561378e-06,0.014192507340666198,1.3736652702749354e-05,0.9999999999999999,4.645867530510999e-05,0.000618397665337649,9.466540137447124e-06,0.0053779148055308435,2.3686772787056674e-07,0.0005197883743920942,4.789575972281767e-09,1.0076825537024635e-05,5.6372394541724335e-09,2.2466589715284414e-06,8.967706039231031e-09,9.30409041000881e-06,7.032036642357826e-10,7.032036642357826e-07,1.8928500371127072e-08,1.3492006009512543e-07,5.220939298901876e-07,0.0005220939298901876,9.282189012498567e-07,0.0003196505943715331,1.892636735327058e-06,0.003965560487978409,2.1679525102421237e-06,0.004664779777289501,1.0481533538078927e-06,0.0022588125211876788,8.447392947113393e-06,0.025552930239636024,1.6290255358261413e-06,0.00503769605861925,3.161530699613239e-05,0.016085524114553735,6.93046260418725e-06,9.960022571601471e-32,7.380495733289146e-38,0.00014824573169491757,5.878142599535567e-08,0.0007044640596653739,1.1286702359791564e-07,0.000394146731530555,1.321668860910839e-10,0.00013458167422945134,6.281876381555272e-10,4.340133733248663e-05,2.303584860265393e-08,3.458945774897789e-05,1.5877710791769702e-28,4.319347932240044e-05,1.114345536914345e-07,0.0009199805972209006,1.9328591422973893e-07,4.2886144077114004e-05,1.1082298514428543e-08,1.9526907376698618e-05
