,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102
0,1.0,2.4778566528398193e-11,2.477856652839819e-08,2.477856652839819e-05,0.00014503739414107323,1.4503739414107323e-13,1.4503739414107323e-10,6.969153107581223e-07,0.0006969153107581224,6.969153107581224e-13,6.969153107581223e-10,2.0711070562857311e-07,0.0002071107056285731,2.0711070562857313e-13,5.126500714642162e-11,1.8414253523972246e-07,5.5431044327512945e-05,9.458003294076314e-17,3.594979775180504e-09,7.482755773190732e-08,0.00026450536926168563,3.5987804480765377e-13,2.9325917876421346e-10,6.635992093591855e-06,0.008352795788240884,1.6791744169263214e-14,8.012539071786258e-11,1.0433776604452337e-08,3.2880533859079576e-06,4.313388781761299e-15,7.540306373099673e-12,1.0132113298583432e-09,1.772339555526908e-06,1.3896650646962748e-14,5.9970218034155185e-12,4.170944981615105e-10,3.369239800121829e-07,3.369239800121829e-16,3.1653420742640414e-12,3.1653420742640417e-09,3.1653420742640417e-06,5.536229176452519e-15,5.536229176452518e-12,5.536229176452518e-09,0.0003842559418205572,2.464371628488265e-13,9.935828598791621e-11,3.5572412903410286e-05,0.043574828258902,1.6793292712490516e-11,1.6793292712490516e-08,1.6635225974542769e-06,0.002461553784608334,6.19850364764953e-13,1.9722878250943969e-10,5.491494055769112e-06,0.002768552073474241,3.563504643457511e-12,1.4673635894841535e-09,3.7955301907934684e-07,0.0001337397312259537,7.267158614241205e-13,2.962828139322733e-11,6.703084250802175e-07,0.00022167794886373217,3.731075601826441e-13,3.759006769313599e-10,7.465379371106698e-07,0.0002055727102283215,3.2683882450173135e-13,2.847709836112586e-10,4.529815571061853e-07,4.469622105476718e-05,3.2843500290298752e-15,4.844419335396449e-12,5.766325229167693e-10,1.6847135530677346e-06,3.752272128676374e-15,1.5037608884442623e-13,4.3463769658638074e-11,5.557197614609731e-06,1.1612725373277012e-14,1.1349488160620081e-11,2.7679400350899506e-09,0.0001474169643580854,2.5223032514904565e-13,8.213960984146125e-11,1.6808611068154488e-08,1.6808611068154487e-05,1.0216851458043055e-13,3.8494541783785526e-10,1.010259251000303e-07,5.407014508568784e-06,1.7999101921123194e-24,1.9224609878976024e-21,1.108585607050395e-18,1.8122114989134554e-05,1.737422058423463e-13,3.22396957323359e-10,4.860388965242245e-06,0.0005076785497957366,4.329070103981877e-13,1.9126097904278238e-09
1,1.964641347171719e-11,1.0,0.001,1e-06,9.57675658482009e-13,0.0009576756584820091,9.576756584820091e-07,1.4486117822342944e-10,1.4486117822342947e-13,0.00014486117822342946,1.4486117822342945e-07,1.4473218414134e-10,1.4473218414134004e-13,0.00014473218414134002,1.8563879527971575e-07,1.409134526375003e-10,2.3933860634105323e-14,1.6429883144152194e-05,8.33078950884648e-06,1.6112056780392087e-10,1.8627169340649484e-13,0.0005317668627571652,8.134642132407025e-08,4.271571384584342e-09,1.5806916562803322e-12,6.497538586162304e-05,2.9137283968657805e-08,3.5646607452069185e-11,3.8327866519343385e-15,4.651723645412939e-06,1.927605484152679e-09,7.119746230296929e-12,1.920258700840893e-15,7.349054050829271e-06,1.0529075573571833e-08,1.9097789424070375e-12,3.067457881027312e-17,3.067457881027311e-08,2.3560436849515548e-09,2.3560436849515545e-12,2.356043684951555e-15,1.4571277278987599e-06,1.45712772789876e-09,1.4571277278987597e-12,4.879994471435468e-13,0.011823993122093476,7.092220119787799e-08,6.66531950186581e-08,1.0078522708948012e-10,0.012743230385759847,1.2743230385759847e-05,1.8356969284707601e-09,3.0712390171334553e-11,0.00709547225145467,5.603937566736968e-06,1.6405382036037334e-08,7.960712757984208e-12,0.020094211404653894,4.630254078365831e-06,1.3402435786871332e-08,1.9689125516945027e-12,0.003913431743539735,3.8595936161821e-06,1.99434056497372e-10,2.9229436970909457e-13,0.010565154736967394,3.064513721332556e-06,1.0373798583850966e-08,1.2887913800361982e-11,0.0027917687425008404,1.1866272908034202e-05,1.4840945667457028e-09,7.054309947677183e-14,1.4966458875158705e-06,3.2277339091225233e-09,5.10310098120861e-13,3.8804475773974604e-16,5.11208412960712e-06,3.1265640281572664e-11,4.401512577759768e-12,2.2238693282680205e-15,2.5801162671047457e-06,4.229832829180412e-09,2.259981308068119e-12,1.5880660707534547e-13,0.0001298271277117005,6.892166838813865e-08,9.939516637114391e-11,9.939516637114392e-14,0.000330679363467681,4.367976902402856e-07,3.808025218728935e-10,2.0878401585320528e-13,1.176762931239973e-14,7.985300440989238e-18,1.472327931707301e-22,3.5244977683736806e-16,0.000278281588447108,9.179647167232676e-06,2.2589337516618803e-12,1.000780114344515e-12,0.008475694824979065,1.3037184716427342e-05
2,1.964641347171719e-08,0.001,1.0,0.001,9.57675658482009e-10,9.576756584820091e-07,0.0009576756584820091,1.4486117822342945e-07,1.4486117822342944e-10,1.4486117822342945e-07,0.00014486117822342946,1.4473218414134003e-07,1.4473218414134e-10,1.4473218414134003e-07,0.00018563879527971574,1.4091345263750033e-07,2.393386063410532e-11,1.6429883144152194e-08,0.008330789508846479,1.611205678039209e-07,1.862716934064948e-10,5.317668627571652e-07,8.134642132407025e-05,4.271571384584342e-06,1.580691656280332e-09,6.497538586162304e-08,2.9137283968657805e-05,3.5646607452069185e-08,3.832786651934338e-12,4.651723645412939e-09,1.927605484152679e-06,7.11974623029693e-09,1.9202587008408927e-12,7.349054050829271e-09,1.0529075573571834e-05,1.9097789424070375e-09,3.0674578810273114e-14,3.0674578810273114e-11,2.3560436849515547e-06,2.3560436849515548e-09,2.3560436849515545e-12,1.45712772789876e-09,1.4571277278987599e-06,1.45712772789876e-09,4.879994471435467e-10,1.1823993122093475e-05,7.092220119787799e-05,6.66531950186581e-05,1.007852270894801e-07,1.2743230385759847e-05,0.012743230385759847,1.8356969284707603e-06,3.071239017133455e-08,7.09547225145467e-06,0.005603937566736968,1.6405382036037337e-05,7.960712757984207e-09,2.0094211404653895e-05,0.004630254078365831,1.3402435786871332e-05,1.9689125516945026e-09,3.9134317435397355e-06,0.0038595936161821003,1.99434056497372e-07,2.9229436970909455e-10,1.0565154736967393e-05,0.003064513721332556,1.0373798583850966e-05,1.2887913800361981e-08,2.7917687425008404e-06,0.011866272908034202,1.484094566745703e-06,7.054309947677182e-11,1.4966458875158706e-09,3.2277339091225234e-06,5.10310098120861e-10,3.88044757739746e-13,5.11208412960712e-09,3.1265640281572666e-08,4.401512577759769e-09,2.2238693282680205e-12,2.5801162671047455e-09,4.229832829180411e-06,2.2599813080681194e-09,1.5880660707534546e-10,1.298271277117005e-07,6.892166838813865e-05,9.939516637114391e-08,9.939516637114391e-11,3.30679363467681e-07,0.0004367976902402856,3.808025218728935e-07,2.0878401585320527e-10,1.176762931239973e-17,7.985300440989238e-15,1.4723279317073012e-19,3.52449776837368e-13,2.78281588447108e-07,0.009179647167232675,2.2589337516618804e-09,1.000780114344515e-09,8.475694824979065e-06,0.013037184716427341
3,1.9646413471717193e-05,1e-06,0.001,1.0,9.576756584820091e-07,9.57675658482009e-10,9.576756584820091e-07,0.00014486117822342946,1.4486117822342945e-07,1.4486117822342944e-10,1.4486117822342945e-07,0.00014473218414134002,1.4473218414134003e-07,1.4473218414134e-10,1.8563879527971575e-07,0.00014091345263750031,2.393386063410532e-08,1.6429883144152192e-11,8.33078950884648e-06,0.00016112056780392088,1.8627169340649483e-07,5.317668627571652e-10,8.134642132407025e-08,0.004271571384584342,1.580691656280332e-06,6.497538586162304e-11,2.9137283968657805e-08,3.5646607452069186e-05,3.832786651934338e-09,4.651723645412938e-12,1.927605484152679e-09,7.119746230296929e-06,1.920258700840893e-09,7.34905405082927e-12,1.0529075573571833e-08,1.9097789424070374e-06,3.0674578810273114e-11,3.0674578810273114e-14,2.3560436849515548e-09,2.3560436849515547e-06,2.3560436849515548e-09,1.4571277278987597e-12,1.45712772789876e-09,1.4571277278987599e-06,4.879994471435468e-07,1.1823993122093475e-08,7.092220119787799e-08,0.0666531950186581,0.0001007852270894801,1.2743230385759847e-08,1.2743230385759847e-05,0.0018356969284707603,3.071239017133455e-05,7.09547225145467e-09,5.603937566736968e-06,0.016405382036037336,7.960712757984207e-06,2.0094211404653893e-08,4.630254078365831e-06,0.013402435786871333,1.968912551694503e-06,3.913431743539735e-09,3.8595936161821e-06,0.000199434056497372,2.922943697090946e-07,1.0565154736967393e-08,3.064513721332556e-06,0.010373798583850966,1.288791380036198e-05,2.7917687425008403e-09,1.1866272908034202e-05,0.001484094566745703,7.054309947677183e-08,1.4966458875158705e-12,3.2277339091225233e-09,5.10310098120861e-07,3.8804475773974603e-10,5.11208412960712e-12,3.1265640281572664e-11,4.4015125777597686e-06,2.2238693282680205e-09,2.5801162671047456e-12,4.229832829180412e-09,2.259981308068119e-06,1.588066070753455e-07,1.298271277117005e-10,6.892166838813865e-08,9.939516637114392e-05,9.939516637114391e-08,3.3067936346768095e-10,4.367976902402856e-07,0.0003808025218728935,2.0878401585320528e-07,1.176762931239973e-20,7.985300440989238e-18,1.472327931707301e-16,3.5244977683736805e-10,2.78281588447108e-10,9.179647167232676e-06,2.2589337516618802e-06,1.0007801143445149e-06,8.475694824979064e-09,1.3037184716427342e-05
4,0.0002159149767357607,1.7981011838015081e-12,1.798101183801508e-09,1.798101183801508e-06,1.0,1e-09,1e-06,1.335928202013217e-06,0.0013359282020132168,1.335928202013217e-12,1.3359282020132168e-09,7.931478976441799e-07,0.0007931478976441798,7.931478976441798e-13,1.6797601762780348e-10,9.579149660701986e-08,0.00016933471074405396,3.836333029911123e-14,1.047306492728506e-09,4.439293578662774e-08,4.734066615474596e-05,4.667880036245229e-13,4.3489003022647266e-10,2.037772571071249e-05,0.014404724041859624,1.5775472565949912e-15,1.1612002152121653e-10,1.5312760299896286e-09,1.7284955018992218e-07,5.6963538122851136e-15,1.6715502463905691e-12,4.816892412810768e-09,3.3742909182867943e-06,6.592037063248393e-15,1.7847024364443984e-12,8.651913917379676e-10,3.271777436782105e-07,3.2717774367821054e-16,5.088476275296662e-12,5.088476275296662e-09,5.088476275296662e-06,1.359704499333375e-15,1.359704499333375e-12,1.359704499333375e-09,5.396068145585562e-05,2.7669462876196265e-12,9.292281570165658e-12,3.800281785572703e-07,0.001563976072900024,6.658465968079733e-13,6.658465968079733e-10,4.835887549575419e-05,0.030542047119209586,5.908356531960522e-13,6.408678663967179e-09,4.559739800549949e-06,0.0010674637273017915,2.349537067970817e-12,1.7336031255173207e-09,1.8461520227696076e-06,0.0023345222373985564,1.625797172681461e-12,1.257119578803394e-09,5.3143858250652e-07,0.0001752740881779851,1.009439205663933e-12,2.801479276943887e-10,4.808235869814486e-07,0.001589670426529012,2.922486160196998e-13,1.870778997923962e-09,1.0563582349737282e-07,0.00011567751064434306,1.2244602487952805e-14,8.285983713995895e-12,1.751035541379174e-10,6.796121945704139e-07,3.3190691102265203e-16,4.689122148726691e-13,2.5414478951474933e-09,2.244068853013528e-06,3.679585876061324e-15,3.3628201319633305e-12,2.648595546831861e-09,1.4729872071031595e-05,8.248146825532124e-15,2.671694519464987e-13,1.7704399884037966e-07,0.00017704399884037965,6.820179592888209e-14,1.236924735526768e-11,1.1379717552975198e-06,5.7628607028546364e-05,6.0139646522614615e-24,2.3813042107080155e-21,6.60211742174044e-19,4.797250147561258e-05,5.269065091237769e-13,2.5655737564503173e-08,1.3466315162172624e-06,0.001713762560105971,4.492802037970252e-12,1.7455123390501322e-09
5,2.1591497673576072e-13,0.001798101183801508,1.798101183801508e-06,1.798101183801508e-09,1e-09,1.0,0.001,1.3359282020132168e-09,1.335928202013217e-12,0.0013359282020132168,1.335928202013217e-06,7.931478976441797e-10,7.931478976441798e-13,0.0007931478976441798,1.6797601762780349e-07,9.579149660701986e-11,1.6933471074405398e-13,3.836333029911123e-05,1.047306492728506e-06,4.4392935786627736e-11,4.734066615474596e-14,0.00046678800362452287,4.348900302264727e-07,2.0377725710712488e-08,1.4404724041859625e-11,1.5775472565949911e-06,1.1612002152121654e-07,1.5312760299896286e-12,1.7284955018992218e-16,5.696353812285113e-06,1.6715502463905692e-09,4.816892412810768e-12,3.3742909182867946e-15,6.5920370632483924e-06,1.7847024364443986e-09,8.651913917379674e-13,3.2717774367821054e-16,3.271777436782105e-07,5.088476275296662e-09,5.088476275296662e-12,5.088476275296663e-15,1.359704499333375e-06,1.359704499333375e-09,1.359704499333375e-12,5.396068145585562e-14,0.002766946287619626,9.292281570165658e-09,3.800281785572703e-10,1.5639760729000242e-12,0.0006658465968079733,6.658465968079733e-07,4.835887549575419e-08,3.054204711920959e-11,0.0005908356531960521,6.40867866396718e-06,4.559739800549948e-09,1.0674637273017915e-12,0.002349537067970817,1.7336031255173207e-06,1.8461520227696075e-09,2.3345222373985566e-12,0.001625797172681461,1.257119578803394e-06,5.3143858250652e-10,1.752740881779851e-13,0.001009439205663933,2.8014792769438874e-07,4.808235869814486e-10,1.5896704265290121e-12,0.00029224861601969977,1.8707789979239623e-06,1.0563582349737282e-10,1.1567751064434308e-13,1.2244602487952804e-05,8.285983713995896e-09,1.7510355413791738e-13,6.79612194570414e-16,3.31906911022652e-07,4.689122148726691e-10,2.541447895147493e-12,2.2440688530135283e-15,3.6795858760613242e-06,3.3628201319633307e-09,2.6485955468318608e-12,1.4729872071031597e-14,8.248146825532123e-06,2.671694519464987e-10,1.7704399884037963e-10,1.7704399884037965e-13,6.820179592888208e-05,1.236924735526768e-08,1.1379717552975197e-09,5.762860702854637e-14,6.013964652261461e-15,2.3813042107080155e-18,6.602117421740439e-22,4.7972501475612583e-14,0.0005269065091237769,2.5655737564503177e-05,1.3466315162172622e-09,1.7137625601059711e-12,0.004492802037970252,1.7455123390501323e-06
6,2.159149767357607e-10,1.798101183801508e-06,0.001798101183801508,1.798101183801508e-06,1e-06,0.001,1.0,1.335928202013217e-06,1.3359282020132168e-09,1.335928202013217e-06,0.0013359282020132168,7.931478976441799e-07,7.931478976441797e-10,7.931478976441799e-07,0.00016797601762780348,9.579149660701986e-08,1.6933471074405394e-10,3.8363330299111226e-08,0.001047306492728506,4.439293578662774e-08,4.7340666154745955e-11,4.6678800362452287e-07,0.0004348900302264727,2.037772571071249e-05,1.4404724041859624e-08,1.5775472565949912e-09,0.00011612002152121654,1.5312760299896286e-09,1.7284955018992217e-13,5.696353812285113e-09,1.6715502463905692e-06,4.816892412810768e-09,3.3742909182867943e-12,6.5920370632483925e-09,1.7847024364443986e-06,8.651913917379676e-10,3.271777436782105e-13,3.271777436782105e-10,5.088476275296662e-06,5.088476275296662e-09,5.088476275296662e-12,1.359704499333375e-09,1.359704499333375e-06,1.359704499333375e-09,5.3960681455855616e-11,2.7669462876196262e-06,9.292281570165658e-06,3.800281785572703e-07,1.563976072900024e-09,6.658465968079733e-07,0.0006658465968079733,4.835887549575419e-05,3.0542047119209586e-08,5.908356531960521e-07,0.00640867866396718,4.559739800549949e-06,1.0674637273017915e-09,2.349537067970817e-06,0.0017336031255173207,1.8461520227696076e-06,2.3345222373985562e-09,1.625797172681461e-06,0.001257119578803394,5.3143858250652e-07,1.7527408817798509e-10,1.0094392056639328e-06,0.0002801479276943887,4.808235869814486e-07,1.589670426529012e-09,2.9224861601969976e-07,0.0018707789979239622,1.0563582349737282e-07,1.1567751064434306e-10,1.2244602487952805e-08,8.285983713995896e-06,1.751035541379174e-10,6.796121945704139e-13,3.31906911022652e-10,4.689122148726691e-07,2.5414478951474933e-09,2.244068853013528e-12,3.6795858760613245e-09,3.3628201319633307e-06,2.648595546831861e-09,1.4729872071031593e-11,8.248146825532123e-09,2.671694519464987e-07,1.7704399884037966e-07,1.7704399884037963e-10,6.820179592888209e-08,1.236924735526768e-05,1.1379717552975198e-06,5.762860702854636e-11,6.013964652261461e-18,2.3813042107080156e-15,6.60211742174044e-19,4.797250147561258e-11,5.269065091237769e-07,0.025655737564503175,1.3466315162172624e-06,1.7137625601059708e-09,4.492802037970252e-06,0.0017455123390501322
7,6.526164483967889e-07,1.7108932832561797e-10,1.7108932832561797e-07,0.00017108932832561797,8.403464083461575e-07,8.403464083461574e-10,8.403464083461575e-07,1.0,0.001,1e-06,0.001,0.0014445371219858943,1.4445371219858944e-06,1.4445371219858942e-09,1.6920367637056232e-06,0.0001629821836470406,1.1499079159129219e-07,7.536608875298818e-12,3.0904258825822497e-07,2.345744470563091e-05,1.6332671210907481e-09,1.3457904480928527e-11,3.441408119363004e-07,0.0005680274214388978,3.504883290610355e-07,4.2883957107047484e-13,6.332066456235472e-10,2.6694545133718466e-07,1.248154309785731e-09,2.5928795768989396e-12,2.2661002895229386e-09,5.352904786413968e-07,1.3085031659151085e-10,3.579256363131707e-12,1.4471005792029683e-09,1.4401010404023715e-06,1.8177434459974036e-10,1.8177434459974034e-13,2.1998785471872484e-09,2.1998785471872486e-06,2.1998785471872484e-09,1.8884629715932343e-12,1.8884629715932348e-09,1.8884629715932346e-06,4.436740335044907e-08,4.406789977034353e-10,5.882026020712648e-08,0.00026685923604697964,6.347186104935735e-07,3.4886573058090553e-10,3.4886573058090557e-07,0.006233041557042059,1.4620516644195572e-07,1.1096163810433997e-08,6.650170793038557e-07,0.0004685765919777064,2.721934867275147e-07,2.3176918261373347e-09,2.0480420317779847e-07,0.0002463871114997442,5.903194976240223e-07,3.6943104713129153e-10,2.539574849976342e-07,0.00014496956204402124,9.165405959233449e-08,2.6790528010671604e-10,2.566004957749328e-09,0.00014366737579781457,1.896756731801681e-07,7.084917089259317e-11,3.462163370213985e-07,4.6216624366168494e-05,9.023985486426363e-10,9.324614056163732e-13,6.814224236080515e-10,4.512367467197783e-07,7.295304049209654e-10,1.2125537827576161e-12,1.0808103063564137e-10,2.1244302226849457e-06,2.6348654926689177e-09,5.029925680393026e-12,4.683399833072974e-09,6.882853764780838e-08,1.974288769566051e-09,1.7203495150201715e-11,2.6596127956588686e-09,9.241376196268659e-05,9.241376196268659e-08,2.0421360404261185e-11,7.684369864165728e-08,0.00044642327471519763,2.1181822495745978e-08,2.069861290579931e-21,2.7535922637437824e-18,3.107916268971867e-15,3.4584364492367684e-07,2.905670076263182e-10,1.0515844415421773e-06,0.0004326510532311626,2.2414398105207165e-06,1.769036782046254e-09,3.1646737731813815e-06
8,0.000652616448396789,1.7108932832561798e-13,1.7108932832561797e-10,1.7108932832561797e-07,0.0008403464083461575,8.403464083461576e-13,8.403464083461574e-10,0.001,1.0,1e-09,1e-06,1.4445371219858944e-06,0.0014445371219858943,1.4445371219858944e-12,1.692036763705623e-09,1.629821836470406e-07,0.00011499079159129218,7.536608875298818e-15,3.090425882582249e-10,2.345744470563091e-08,1.633267121090748e-06,1.3457904480928528e-14,3.441408119363004e-10,5.680274214388978e-07,0.00035048832906103546,4.2883957107047484e-16,6.332066456235472e-13,2.6694545133718465e-10,1.248154309785731e-06,2.5928795768989398e-15,2.2661002895229384e-12,5.352904786413968e-10,1.3085031659151084e-07,3.579256363131707e-15,1.4471005792029682e-12,1.4401010404023716e-09,1.8177434459974036e-07,1.8177434459974036e-16,2.1998785471872483e-12,2.1998785471872484e-09,2.1998785471872486e-06,1.8884629715932345e-15,1.8884629715932343e-12,1.8884629715932348e-09,4.4367403350449073e-05,4.406789977034354e-13,5.882026020712647e-11,2.6685923604697965e-07,0.0006347186104935735,3.488657305809056e-13,3.4886573058090553e-10,6.23304155704206e-06,0.0001462051664419557,1.1096163810433998e-11,6.650170793038556e-10,4.685765919777064e-07,0.0002721934867275147,2.3176918261373352e-12,2.0480420317779848e-10,2.463871114997442e-07,0.0005903194976240222,3.6943104713129156e-13,2.539574849976342e-10,1.4496956204402124e-07,9.165405959233449e-05,2.679052801067161e-13,2.5660049577493283e-12,1.4366737579781458e-07,0.0001896756731801681,7.084917089259317e-14,3.4621633702139846e-10,4.6216624366168494e-08,9.023985486426362e-07,9.324614056163732e-16,6.814224236080515e-13,4.512367467197783e-10,7.295304049209654e-07,1.2125537827576164e-15,1.0808103063564137e-13,2.1244302226849456e-09,2.6348654926689177e-06,5.029925680393027e-15,4.683399833072974e-12,6.882853764780838e-11,1.974288769566051e-06,1.7203495150201717e-14,2.6596127956588687e-12,9.241376196268659e-08,9.241376196268659e-05,2.0421360404261188e-14,7.684369864165727e-11,4.4642327471519763e-07,2.1181822495745976e-05,2.0698612905799312e-24,2.753592263743782e-21,3.107916268971867e-18,0.00034584364492367683,2.9056700762631826e-13,1.0515844415421773e-09,4.326510532311626e-07,0.0022414398105207165,1.769036782046254e-12,3.1646737731813813e-09
9,6.52616448396789e-13,0.00017108932832561797,1.7108932832561797e-07,1.7108932832561797e-10,8.403464083461576e-13,0.0008403464083461575,8.403464083461575e-07,1e-06,1e-09,1.0,0.001,1.4445371219858942e-09,1.4445371219858944e-12,0.0014445371219858943,1.6920367637056232e-06,1.629821836470406e-10,1.1499079159129218e-13,7.536608875298818e-06,3.0904258825822497e-07,2.345744470563091e-11,1.6332671210907482e-15,1.3457904480928527e-05,3.441408119363004e-07,5.680274214388978e-10,3.504883290610355e-13,4.2883957107047483e-07,6.332066456235472e-10,2.6694545133718465e-13,1.248154309785731e-15,2.5928795768989398e-06,2.2661002895229386e-09,5.352904786413968e-13,1.3085031659151084e-16,3.579256363131707e-06,1.4471005792029683e-09,1.4401010404023715e-12,1.8177434459974036e-16,1.8177434459974036e-07,2.1998785471872484e-09,2.1998785471872483e-12,2.1998785471872486e-15,1.8884629715932346e-06,1.8884629715932348e-09,1.8884629715932343e-12,4.4367403350449076e-14,0.00044067899770343534,5.882026020712648e-08,2.668592360469796e-10,6.347186104935735e-13,0.0003488657305809056,3.4886573058090557e-07,6.2330415570420585e-09,1.4620516644195571e-13,0.011096163810433997,6.650170793038557e-07,4.685765919777064e-10,2.721934867275147e-13,0.002317691826137335,2.0480420317779847e-07,2.4638711149974417e-10,5.903194976240223e-13,0.0003694310471312915,2.539574849976342e-07,1.4496956204402124e-10,9.165405959233449e-14,0.00026790528010671606,2.566004957749328e-09,1.4366737579781456e-10,1.896756731801681e-13,7.084917089259317e-05,3.462163370213985e-07,4.6216624366168493e-11,9.023985486426363e-16,9.324614056163732e-07,6.814224236080515e-10,4.5123674671977827e-13,7.295304049209655e-16,1.2125537827576162e-06,1.0808103063564137e-10,2.1244302226849454e-12,2.6348654926689178e-15,5.0299256803930266e-06,4.683399833072974e-09,6.882853764780837e-14,1.9742887695660514e-15,1.7203495150201715e-05,2.6596127956588686e-09,9.241376196268659e-11,9.241376196268659e-14,2.0421360404261187e-05,7.684369864165728e-08,4.464232747151976e-10,2.1181822495745977e-14,2.069861290579931e-15,2.7535922637437824e-18,3.1079162689718668e-21,3.4584364492367685e-13,0.00029056700762631824,1.0515844415421773e-06,4.3265105323116256e-10,2.241439810520717e-12,0.001769036782046254,3.1646737731813815e-06
