,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73
0,1.0,0.01,0.01,0.011740653814965854,0.00011740653814965854,8.689346781993646e-05,0.011825597389335455,9.713289289186867e-05,3.237600376147454e-05,5.851887666528963e-18,1.8214912937646852e-20,4.839592907984118e-20,0.00026909157172195483,9.734600101945462e-06,9.734600101945462e-06,0.00047734648311493734,2.0380823658493855e-05,1.1030054871457707e-06,0.00031156818997575726,6.15662478341979e-06,7.766372851825319e-07,4.438480663061915e-06,1.9818774268111687e-08,3.6584193117848505e-09,4.556377458771148e-06,1.871536029581231e-07,4.111312043009603e-07,8.063108412316124e-06,8.601149976341858e-08,2.5857853561690813e-07,5.41251978850127e-05,4.2379432841767103e-07,5.621514930018079e-07,5.621514930018078e-05,1.4212517753834035e-06,3.176178496732848e-05,0.0009904286307828843,5.810265473706982e-06,8.581045032279469e-07,0.03387848577568746,0.0003387848577568746,0.0003387848577568746,0.002161906778769026,5.700121954441879e-06,6.205850032743718e-05,0.0032994342155186337,0.00013509056992745872,0.00013509056992745872,0.0015473360201969048,1.0338809182256159e-05,5.831913923431986e-06,0.0009224494492069443,2.213882839273234e-05,1.0483982328359941e-05,4.263084955080815e-06,6.764755170422737e-08,1.7310412823746559e-06,2.832439659911085e-05,3.29416547290676e-06,7.911457536214718e-06,0.0001159253168906869,1.6720438233699677e-08,1.9657777937946504e-08,4.4861479034641296e-05,4.4861479034641297e-07,5.183698653168357e-07,0.0027146813394009514,6.597375390430166e-06,1.8331663429861728e-05,0.00471245156860403,4.7124515686040295e-05,2.5110674362937363e-20,6.972333178387964e-18,4.568885204405229e-20
1,0.01,1.0,0.0001,0.00011740653814965854,0.011740653814965854,8.689346781993646e-07,0.00011825597389335455,0.009713289289186867,3.2376003761474545e-07,5.851887666528963e-20,1.8214912937646852e-18,4.8395929079841175e-22,2.6909157172195485e-06,0.0009734600101945462,9.734600101945462e-08,4.7734648311493735e-06,0.0020380823658493856,1.1030054871457707e-08,3.115681899757573e-06,0.000615662478341979,7.76637285182532e-09,4.4384806630619154e-08,1.981877426811169e-06,3.658419311784851e-11,4.5563774587711485e-08,1.871536029581231e-05,4.111312043009603e-09,8.063108412316124e-08,8.601149976341858e-06,2.585785356169081e-09,5.41251978850127e-07,4.23794328417671e-05,5.621514930018078e-09,5.621514930018079e-07,0.00014212517753834034,3.176178496732848e-07,9.904286307828844e-06,0.0005810265473706981,8.58104503227947e-09,0.0003387848577568746,0.03387848577568746,3.387848577568746e-06,2.1619067787690264e-05,0.0005700121954441879,6.205850032743717e-07,3.299434215518634e-05,0.013509056992745872,1.3509056992745872e-06,1.5473360201969047e-05,0.0010338809182256158,5.831913923431986e-08,9.224494492069443e-06,0.002213882839273234,1.0483982328359941e-07,4.263084955080815e-08,6.764755170422737e-06,1.731041282374656e-08,2.832439659911085e-07,0.000329416547290676,7.911457536214719e-08,1.159253168906869e-06,1.6720438233699676e-06,1.9657777937946505e-10,4.4861479034641297e-07,4.4861479034641296e-05,5.183698653168357e-09,2.7146813394009513e-05,0.0006597375390430166,1.8331663429861728e-07,4.7124515686040295e-05,0.00471245156860403,2.5110674362937363e-22,6.972333178387964e-20,4.568885204405229e-18
2,0.01,0.0001,1.0,0.00011740653814965854,1.1740653814965854e-06,0.008689346781993646,0.00011825597389335455,9.713289289186867e-07,0.003237600376147454,5.851887666528963e-20,1.8214912937646854e-22,4.8395929079841174e-18,2.6909157172195485e-06,9.734600101945462e-08,0.0009734600101945462,4.7734648311493735e-06,2.0380823658493856e-07,0.00011030054871457707,3.115681899757573e-06,6.15662478341979e-08,7.766372851825319e-05,4.4384806630619154e-08,1.981877426811169e-10,3.6584193117848505e-07,4.5563774587711485e-08,1.871536029581231e-09,4.111312043009603e-05,8.063108412316124e-08,8.601149976341859e-10,2.585785356169081e-05,5.41251978850127e-07,4.2379432841767104e-09,5.621514930018078e-05,5.621514930018079e-07,1.4212517753834034e-08,0.003176178496732848,9.904286307828844e-06,5.8102654737069816e-08,8.581045032279469e-05,0.0003387848577568746,3.387848577568746e-06,0.03387848577568746,2.1619067787690264e-05,5.7001219544418796e-08,0.006205850032743717,3.299434215518634e-05,1.3509056992745872e-06,0.013509056992745872,1.5473360201969047e-05,1.0338809182256158e-07,0.0005831913923431986,9.224494492069443e-06,2.2138828392732343e-07,0.001048398232835994,4.263084955080815e-08,6.764755170422738e-10,0.00017310412823746558,2.832439659911085e-07,3.29416547290676e-08,0.0007911457536214718,1.159253168906869e-06,1.6720438233699675e-10,1.9657777937946504e-06,4.4861479034641297e-07,4.4861479034641294e-09,5.1836986531683564e-05,2.7146813394009513e-05,6.597375390430166e-08,0.0018331663429861727,4.7124515686040295e-05,4.71245156860403e-07,2.5110674362937362e-18,6.972333178387964e-20,4.568885204405229e-22
3,0.009459987271266816,9.459987271266816e-05,9.459987271266816e-05,1.0,0.01,0.00013536097119240572,0.0003657085172919811,2.217847125521995e-05,2.618344944023617e-05,2.8452009364481895e-18,3.2101446542736374e-22,1.0729628465952462e-20,8.479531899511987e-05,2.4978452365463488e-06,2.4978452365463488e-06,0.0002559780696774555,6.251480030439325e-06,1.0429132909551769e-07,1.3175798265195827e-05,1.3259004839737144e-07,1.6200019828006906e-07,1.5499888583612346e-06,4.542432679866238e-09,4.987266603915939e-09,1.2995766647978325e-06,5.488742897455571e-08,4.906046301259391e-08,1.809111450237588e-06,5.126144210235283e-08,8.876027161917256e-08,6.297569433416606e-06,2.524504674698358e-07,1.0625796134675822e-07,1.0625796134675821e-05,6.644190199009732e-07,3.5988810633413865e-06,0.0018000613440465377,7.201143771354228e-06,1.553166223916513e-06,0.013512133087737823,0.00013512133087737824,0.00013512133087737824,0.048392721014022914,0.0005499819752603274,0.0010619914188044356,0.0013138882323114832,3.7360569664053954e-05,3.7360569664053954e-05,7.107740406041804e-05,2.6014305273238402e-05,1.0937770969290967e-05,0.0002552984223046,4.15726888502553e-06,3.3555511457294256e-06,1.0291038793076835e-06,1.0106427989594279e-09,1.0201044634716067e-06,0.00010328262717190736,1.7834791385459073e-06,3.088049274824424e-06,7.58884706550899e-05,1.5895617287206267e-06,9.052204273385155e-07,1.0431833426637166e-05,1.0431833426637165e-07,1.6940319445987088e-07,0.0009349591131325719,9.300604222099461e-07,2.571722659568593e-06,0.0012733418195343003,1.2733418195343004e-05,2.0564308544023447e-20,3.1657654325284876e-18,4.6901375267373954e-20
4,9.459987271266816e-05,0.009459987271266816,9.459987271266817e-07,0.01,1.0,1.353609711924057e-06,3.657085172919811e-06,0.002217847125521995,2.618344944023617e-07,2.8452009364481896e-20,3.2101446542736375e-20,1.0729628465952462e-22,8.479531899511987e-07,0.00024978452365463486,2.4978452365463488e-08,2.559780696774555e-06,0.0006251480030439325,1.042913290955177e-09,1.3175798265195826e-07,1.3259004839737145e-05,1.6200019828006908e-09,1.5499888583612345e-08,4.542432679866238e-07,4.9872666039159395e-11,1.2995766647978325e-08,5.4887428974555705e-06,4.906046301259391e-10,1.8091114502375883e-08,5.126144210235283e-06,8.876027161917256e-10,6.297569433416606e-08,2.524504674698358e-05,1.062579613467582e-09,1.0625796134675822e-07,6.644190199009731e-05,3.598881063341387e-08,1.8000613440465377e-05,0.0007201143771354228,1.5531662239165127e-08,0.00013512133087737824,0.013512133087737823,1.3512133087737825e-06,0.00048392721014022916,0.054998197526032744,1.0619914188044357e-05,1.3138882323114832e-05,0.003736056966405395,3.736056966405395e-07,7.107740406041804e-07,0.00260143052732384,1.0937770969290967e-07,2.552984223046e-06,0.000415726888502553,3.355551145729426e-08,1.0291038793076834e-08,1.0106427989594278e-07,1.0201044634716068e-08,1.0328262717190736e-06,0.00017834791385459072,3.088049274824424e-08,7.58884706550899e-07,0.00015895617287206267,9.052204273385156e-09,1.0431833426637165e-07,1.0431833426637166e-05,1.694031944598709e-09,9.34959113132572e-06,9.300604222099461e-05,2.5717226595685933e-08,1.2733418195343004e-05,0.0012733418195343003,2.0564308544023448e-22,3.1657654325284875e-20,4.690137526737395e-18
5,5.838972866203522e-05,5.838972866203522e-07,0.0058389728662035225,0.00011288715281022702,1.12887152810227e-06,0.9999999999999999,4.038442729476494e-05,4.1284253423956386e-07,0.001039205198675116,2.0260929890669622e-20,3.0512921979739693e-22,2.5259802641964686e-18,2.3180800467306148e-06,3.3556435640134194e-08,0.0003355643564013419,4.348253774074411e-06,1.0924725887294729e-07,6.396388321963778e-05,2.47255357540429e-07,1.021700847306735e-09,8.817942144334777e-06,2.9182863067793617e-09,4.0755093122014234e-11,4.293725897391329e-08,5.198439986038333e-09,1.0626136681804505e-10,8.903148420621398e-07,9.336754294050775e-09,1.1422818778198749e-10,2.904611271167822e-07,3.784058597930993e-07,1.0590316892518758e-09,5.3076866447349406e-05,5.307686644734941e-07,4.611699326636995e-09,0.00042395758118293704,4.366019095470501e-05,2.4755367998444095e-09,5.346523361751858e-05,0.000243234609673551,2.43234609673551e-06,0.0243234609673551,0.0006430942742101909,4.974903191566558e-06,5.9420427513966e-05,2.1329438310335703e-06,1.2387441571407766e-07,0.0012387441571407767,5.620915994647647e-06,1.7737006003874716e-07,0.0038012514024776023,1.755360124561798e-05,1.0302188926717728e-07,0.00012523903047495952,5.771894079677509e-09,1.4601784326437835e-10,5.709876768448888e-06,1.6748754900209408e-07,3.6916294199090564e-09,3.764175506652617e-06,7.218214138032077e-07,1.0289654174593753e-08,2.875205326948467e-05,1.2671067591356393e-07,1.2671067591356393e-09,4.0721757342681297e-05,1.2701638224638612e-05,2.986251503763917e-08,0.0006785976551341985,8.36105453798042e-06,8.36105453798042e-08,3.362578399737902e-18,2.260725948260517e-20,1.3955355821334638e-22
6,0.00719773679066965,7.19773679066965e-05,7.19773679066965e-05,0.00027625470144758554,2.7625470144758554e-06,3.6579475432399446e-05,1.0,0.00016155215473705236,0.00037507970112988115,1.46619663262963e-17,3.091444402934683e-21,1.3258705567442946e-19,6.550163695626719e-05,1.7404192569988348e-07,1.7404192569988348e-07,1.693036547703922e-05,3.849290693303373e-06,5.745931647836126e-06,0.0003568178725249886,6.200373575938793e-08,1.557787699664561e-07,2.0536805538110027e-06,1.5943697810955771e-09,2.0356320105055872e-08,8.453965624602576e-07,8.596344567204358e-08,4.975208640558878e-08,2.9648505889122683e-07,2.769505437477461e-07,1.6527930732753476e-07,2.2266433502077124e-05,2.977103848558586e-07,6.357381675627852e-07,6.357381675627852e-05,2.1614025146228485e-06,1.00743953797124e-05,0.004253814813799801,1.268779331511124e-06,3.279927497969032e-06,0.005782308814211069,5.7823088142110694e-05,5.7823088142110694e-05,0.002957978442264481,1.5457821452360457e-05,8.973274124055561e-06,0.02648127160873494,0.0013655583440494536,0.0013655583440494536,0.0035464130718984954,0.00016022426917163847,3.8821634368054377e-05,0.00037428393654465866,8.133048352906431e-06,8.5252383767592e-06,9.660193712511338e-07,8.059735260910307e-09,4.147996695451868e-07,1.0543332107289842e-05,1.711940966693228e-06,4.3875437360072355e-06,0.00016210327993524556,3.0095760434115127e-06,1.145622934376645e-07,2.5039354439399585e-05,2.5039354439399584e-07,6.635933818050525e-08,0.00019731285533972399,3.5798349663072827e-07,2.2005572249264838e-06,6.282620022464769e-05,6.28262002246477e-07,8.308024239185385e-19,8.361014165073643e-18,1.9261470000946187e-19
7,7.092647830732908e-05,0.007092647830732908,7.092647830732909e-07,2.0099044460583857e-05,0.002009904446058386,4.4861850217610336e-07,0.00019381257685931695,1.0,1.8778168032322894e-06,5.484926357198369e-20,2.055187388088902e-17,1.4203161031828212e-21,7.163867799483477e-05,4.3419747396037745e-05,4.341974739603774e-09,1.060027982941923e-06,0.00013965518911192526,7.062357937240161e-08,4.734546178556553e-06,1.6844848728863838e-05,1.5542866851417567e-09,3.1727807074853095e-08,1.2128748929772004e-06,1.219086401107869e-10,6.413081506809086e-10,5.579615235174915e-06,9.8080293027363e-11,4.100101106085534e-08,1.1582168827578152e-05,1.287759514232798e-09,8.749070797460319e-07,6.66152622922707e-05,1.891402516713564e-08,1.8914025167135639e-06,0.00010734545537090525,1.7003648506300648e-08,2.82102650310332e-06,0.0010351283148672728,1.3456850084408293e-08,8.925327065843517e-05,0.008925327065843517,8.925327065843517e-07,3.5471563019185845e-05,0.0024168543857942025,8.627277885863003e-10,0.00026215449437593365,0.026172496290285615,2.6172496290285616e-06,0.00031605176157746095,0.00603414542936557,5.025694720109368e-08,5.7075834634953085e-06,0.0013609987202624632,1.3733742926144458e-07,1.9797807878529236e-08,2.044248982700822e-06,9.116037344678176e-10,1.286847263910143e-06,0.00046243410069908575,9.816053229224508e-08,2.8260232862638145e-06,0.0008736139299769274,4.455582469020955e-09,3.197411252572345e-07,3.197411252572345e-05,3.810186272333371e-09,3.0232861388505844e-06,0.0003596748800027059,4.412744501059197e-08,5.6699002169058777e-05,0.005669900216905877,3.3032702015775396e-21,3.665646013684324e-19,3.237054532274291e-19
8,5.4324021577492557e-05,5.432402157749256e-07,0.005432402157749256,5.4525199373610493e-05,5.45251993736105e-07,0.0025949001702721694,0.0010339971944084085,4.314990253599127e-06,1.0,3.2896560766256057e-21,3.530594263997969e-21,6.973584131294643e-17,2.6342354619655838e-05,3.732787328187259e-08,0.0003732787328187259,1.8333921363976386e-07,3.12027611405354e-08,0.0015339601598960218,5.467143037885058e-06,2.6481479565290363e-10,6.856220347921538e-05,3.916484174622116e-08,1.859762407279558e-11,1.3479747631939355e-06,2.473582073051416e-08,4.0447769243587726e-10,1.2759065144790323e-05,1.0641585324270332e-08,7.9544116756156e-11,2.300158911301668e-05,4.0287945838615e-07,6.3634027574252734e-09,8.99526751397008e-05,8.99526751397008e-07,2.6232166543162706e-08,0.001451768442227294,9.326888953453791e-05,2.536082764463105e-07,0.0001597640624900099,0.00012552091663780763,1.2552091663780764e-06,0.012552091663780763,5.471910220846067e-05,4.831760058917815e-07,0.00018261408787656325,0.000396815019246526,7.783588625545802e-06,0.07783588625545801,0.0002172431083433525,4.468863027731334e-07,0.0006600863369030583,3.027951120927378e-05,4.462077834453949e-08,0.0012752367329368617,1.0954767628291069e-08,4.608027598707225e-10,8.575511325279125e-05,6.192827578553921e-07,7.963034730584407e-08,0.00024055552645736383,7.396397577219154e-07,1.0110506938719008e-08,0.00010312526899372687,9.508163522910366e-07,9.508163522910366e-09,0.00025460699254646754,1.614506616010315e-05,1.1919413114651137e-08,0.00013847883152048572,4.256894085482533e-05,4.256894085482533e-07,3.096335473559507e-18,3.952881542734245e-19,3.9639506551808926e-21
9,1.760675118995483e-17,1.760675118995483e-19,1.760675118995483e-19,1.062424115069207e-17,1.0624241150692071e-19,9.071796358300091e-20,7.24773977466086e-17,2.260018395785716e-19,5.898819010952131e-21,1.0,0.005307638823212508,0.0010012803492701675,1.6187189313707407e-17,6.804739886120317e-20,6.804739886120317e-20,5.671225687946879e-17,5.05053178277952e-19,2.8627411303943675e-20,2.6539272766096215e-18,6.560892742132193e-22,1.1903009700553432e-20,1.0187291175356808e-19,1.053924647312936e-22,3.3130533525275746e-22,2.8065419840651904e-20,1.2764773612569042e-21,1.4490786512854201e-21,9.286430791056759e-21,4.1035938947663444e-22,1.8245771653921443e-21,1.271640195533246e-18,5.817546453366577e-21,2.140583973672528e-20,2.140583973672528e-18,1.276258576480446e-20,6.913211613934398e-19,6.380030390709698e-18,3.791938240735152e-20,1.4721914592249496e-20,1.5644887999724227e-17,1.5644887999724227e-19,1.5644887999724227e-19,1.3268745404825524e-17,2.7097134937816335e-20,3.02457884597604e-20,3.9160919302849406e-17,8.237187979622057e-19,8.237187979622057e-19,1.3802992398301774e-17,1.6736574402671216e-19,6.629120059677024e-19,1.7070187684506803e-17,3.8137819495128285e-22,4.85610670560065e-20,5.1956744456136615e-20,6.528296045665152e-22,1.0285974382769446e-20,5.739665225693626e-19,2.1202381706859566e-20,3.114384286041815e-20,4.132617805701401e-18,6.022659325427905e-21,6.634055692294633e-21,1.39791104654992e-18,1.39791104654992e-20,6.771084765323975e-21,8.977943020242298e-18,7.043804732479109e-20,1.9001710673980868e-20,2.3864049653964314e-17,2.3864049653964314e-19,0.0013313373198046658,0.08853613398694006,0.0008193428013178348
