,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96
0,1.0,1.0000000000000002e-06,0.0001,0.01,0.019952849221675967,1.9952849221675972e-08,1.9889787551442248e-06,0.00019889787551442248,0.0019091541190931404,1.9091541190931407e-09,1.9091541190931406e-07,1.9091541190931405e-05,0.004946659601784064,8.499724571044353e-10,8.499724571044352e-08,8.499724571044351e-06,0.00015386346635464277,1.538634663546428e-10,2.8960059636019608e-08,1.083675359973304e-06,2.0121701671941527e-05,4.908239658576865e-12,2.161888930324701e-09,1.0189585717868282e-07,3.9451148099930024e-05,3.945114809993003e-11,3.945114809993003e-09,7.484454584785926e-08,8.570338436243964e-05,8.570338436243965e-11,8.570338436243964e-09,8.570338436243964e-07,4.7081915107350816e-05,1.3904190998851654e-13,7.043448484260973e-10,2.7707128033415058e-08,3.5882130506731323e-07,3.588213050673133e-13,1.52771662240884e-09,2.07389118341435e-07,1.988027673415248e-06,1.988027673415248e-12,7.335745476754571e-10,1.4432254960447314e-07,1.1039478641439091e-06,1.184314482704313e-15,9.091184914683013e-13,1.2667972814296912e-09,6.62686207036222e-07,1.102754288750172e-11,1.273272150931588e-10,1.1111825663095833e-08,0.00011041750244875044,2.2866596874650624e-96,1.6945110279375509e-94,9.284757088550503e-92,0.02735464484481909,2.7354644844819096e-08,5.436790780762603e-07,0.00022881712013396425,0.0018200675080327108,4.307823695317333e-09,1.5204122287957406e-07,5.362284927299073e-06,0.00023063471226613956,9.743540959933439e-11,4.963642946338685e-09,2.8078314932529505e-07,0.001992172809399494,4.9231176645993363e-11,1.4041846677337119e-08,1.5245895055230506e-07,5.552690186034856e-05,3.944829832168695e-11,1.303721003547968e-09,9.69068033219643e-07,2.540570175518506e-05,1.2693060640187792e-10,7.192387048142704e-10,2.4488716473461934e-07,1.8125611037919939e-06,1.9990123031797553e-11,7.387756973232905e-10,3.482417919041678e-08,7.622880448625721e-06,4.432411863385914e-15,4.393562945986523e-11,6.275051681681598e-92,4.0039604483681255e-90,1.536978789207312e-140,8.675463046570387e-101,1.0612240386106918e-91,1.8815731329034143e-90,6.864406284037866e-98,2.8290898072384014e-94,1.29581902418809e-05,4.146313528519975e-05
1,1.0000000000000002e-06,1.0,0.01,0.0001,1.9952849221675972e-08,0.019952849221675967,0.00019889787551442248,1.9889787551442248e-06,1.9091541190931407e-09,0.0019091541190931404,1.9091541190931405e-05,1.9091541190931406e-07,4.946659601784065e-09,0.0008499724571044351,8.499724571044351e-06,8.499724571044352e-08,1.538634663546428e-10,0.00015386346635464277,2.896005963601961e-06,1.083675359973304e-08,2.012170167194153e-11,4.9082396585768645e-06,2.161888930324701e-07,1.0189585717868282e-09,3.945114809993003e-11,3.9451148099930024e-05,3.945114809993002e-07,7.484454584785927e-10,8.570338436243965e-11,8.570338436243964e-05,8.570338436243964e-07,8.570338436243964e-09,4.708191510735082e-11,1.390419099885165e-07,7.043448484260972e-08,2.770712803341506e-10,3.588213050673133e-13,3.5882130506731323e-07,1.5277166224088397e-07,2.07389118341435e-09,1.988027673415248e-12,1.988027673415248e-06,7.335745476754571e-08,1.4432254960447315e-09,1.1039478641439093e-12,1.1843144827043129e-09,9.091184914683013e-11,1.2667972814296912e-11,6.626862070362221e-13,1.1027542887501719e-05,1.273272150931588e-08,1.1111825663095833e-10,1.1041750244875046e-10,2.286659687465062e-90,1.6945110279375507e-92,9.284757088550503e-94,2.7354644844819096e-08,0.02735464484481909,5.4367907807626024e-05,2.2881712013396424e-06,1.8200675080327112e-09,0.004307823695317332,1.5204122287957406e-05,5.3622849272990736e-08,2.3063471226613959e-10,9.743540959933438e-05,4.963642946338685e-07,2.8078314932529507e-09,1.9921728093994942e-09,4.9231176645993355e-05,1.4041846677337118e-06,1.5245895055230507e-09,5.552690186034857e-11,3.9448298321686946e-05,1.3037210035479679e-07,9.69068033219643e-09,2.5405701755185067e-11,0.00012693060640187788,7.192387048142704e-08,2.4488716473461934e-09,1.8125611037919942e-12,1.999012303179755e-05,7.387756973232905e-08,3.482417919041678e-10,7.622880448625722e-12,4.432411863385913e-09,4.393562945986523e-09,6.275051681681598e-94,4.003960448368126e-96,1.5369787892073118e-134,8.675463046570387e-99,1.061224038610692e-93,1.8815731329034144e-96,6.864406284037865e-92,2.8290898072384012e-92,1.29581902418809e-07,4.146313528519976e-11
2,0.0001,0.01,1.0,0.01,1.995284922167597e-06,0.00019952849221675968,0.01988978755144225,0.00019889787551442248,1.9091541190931406e-07,1.9091541190931405e-05,0.0019091541190931404,1.9091541190931405e-05,4.946659601784065e-07,8.499724571044351e-06,0.0008499724571044351,8.499724571044351e-06,1.5386346635464278e-08,1.5386346635464278e-06,0.0002896005963601961,1.083675359973304e-06,2.0121701671941527e-09,4.908239658576865e-08,2.1618889303247008e-05,1.0189585717868282e-07,3.945114809993003e-09,3.945114809993002e-07,3.9451148099930024e-05,7.484454584785926e-08,8.570338436243964e-09,8.570338436243964e-07,8.570338436243964e-05,8.570338436243964e-07,4.708191510735082e-09,1.3904190998851652e-09,7.043448484260972e-06,2.7707128033415058e-08,3.5882130506731326e-11,3.5882130506731324e-09,1.5277166224088398e-05,2.07389118341435e-07,1.988027673415248e-10,1.9880276734152478e-08,7.335745476754571e-06,1.4432254960447314e-07,1.1039478641439092e-10,1.184314482704313e-11,9.091184914683013e-09,1.2667972814296912e-09,6.62686207036222e-11,1.1027542887501719e-07,1.273272150931588e-06,1.1111825663095833e-08,1.1041750244875045e-08,2.286659687465062e-92,1.6945110279375507e-90,9.284757088550503e-92,2.735464484481909e-06,0.0002735464484481909,0.0054367907807626025,0.00022881712013396425,1.8200675080327109e-07,4.307823695317332e-05,0.0015204122287957407,5.362284927299073e-06,2.3063471226613958e-08,9.743540959933439e-07,4.963642946338685e-05,2.8078314932529505e-07,1.992172809399494e-07,4.923117664599335e-07,0.00014041846677337119,1.5245895055230506e-07,5.552690186034856e-09,3.944829832168695e-07,1.303721003547968e-05,9.69068033219643e-07,2.5405701755185063e-09,1.2693060640187788e-06,7.1923870481427034e-06,2.4488716473461934e-07,1.8125611037919939e-10,1.999012303179755e-07,7.387756973232905e-06,3.482417919041678e-08,7.622880448625721e-10,4.4324118633859134e-11,4.393562945986523e-07,6.275051681681598e-92,4.003960448368126e-94,1.5369787892073119e-136,8.675463046570386e-97,1.0612240386106918e-91,1.8815731329034143e-94,6.864406284037866e-94,2.829089807238401e-90,1.29581902418809e-05,4.146313528519975e-09
3,0.01,0.0001,0.01,1.0,0.00019952849221675968,1.995284922167597e-06,0.00019889787551442248,0.01988978755144225,1.9091541190931405e-05,1.9091541190931406e-07,1.9091541190931405e-05,0.0019091541190931404,4.946659601784064e-05,8.499724571044352e-08,8.499724571044351e-06,0.0008499724571044351,1.5386346635464278e-06,1.5386346635464278e-08,2.896005963601961e-06,0.0001083675359973304,2.0121701671941528e-07,4.908239658576865e-10,2.161888930324701e-07,1.0189585717868282e-05,3.945114809993002e-07,3.945114809993003e-09,3.945114809993002e-07,7.484454584785927e-06,8.570338436243964e-07,8.570338436243964e-09,8.570338436243964e-07,8.570338436243964e-05,4.708191510735082e-07,1.3904190998851651e-11,7.043448484260972e-08,2.770712803341506e-06,3.5882130506731324e-09,3.5882130506731326e-11,1.5277166224088397e-07,2.07389118341435e-05,1.9880276734152478e-08,1.988027673415248e-10,7.335745476754571e-08,1.4432254960447315e-05,1.1039478641439091e-08,1.1843144827043129e-13,9.091184914683013e-11,1.2667972814296912e-07,6.62686207036222e-09,1.1027542887501719e-09,1.273272150931588e-08,1.1111825663095833e-06,1.1041750244875043e-06,2.286659687465062e-94,1.6945110279375507e-92,9.284757088550503e-90,0.0002735464484481909,2.735464484481909e-06,5.4367907807626024e-05,0.022881712013396425,1.8200675080327107e-05,4.307823695317332e-07,1.5204122287957406e-05,0.0005362284927299074,2.306347122661396e-06,9.743540959933438e-09,4.963642946338685e-07,2.8078314932529505e-05,1.992172809399494e-05,4.923117664599336e-09,1.4041846677337118e-06,1.5245895055230506e-05,5.552690186034856e-07,3.9448298321686945e-09,1.3037210035479679e-07,9.69068033219643e-05,2.540570175518506e-07,1.2693060640187789e-08,7.192387048142704e-08,2.4488716473461933e-05,1.812561103791994e-08,1.999012303179755e-09,7.387756973232905e-08,3.482417919041678e-06,7.622880448625721e-08,4.4324118633859133e-13,4.393562945986523e-09,6.275051681681597e-90,4.003960448368126e-92,1.536978789207312e-138,8.675463046570387e-99,1.0612240386106919e-89,1.8815731329034143e-92,6.864406284037866e-96,2.8290898072384012e-92,0.00129581902418809,4.146313528519975e-07
4,0.02065689296082715,2.0656892960827155e-08,2.065689296082715e-06,0.0002065689296082715,1.0,1.0000000000000002e-06,2.8891901908611314e-05,0.0028891901908611314,0.0026944537967420225,2.694453796742023e-09,2.6944537967420227e-07,2.6944537967420226e-05,0.0003137077633533859,4.670584417441246e-09,4.670584417441246e-07,4.670584417441246e-05,0.0002887957546427969,2.8879575464279693e-10,3.705542531928317e-08,2.400517047636056e-06,3.5666144875533005e-05,1.8161758672293397e-13,3.298820853523562e-10,3.8415771326927557e-07,9.874635440176119e-06,9.87463544017612e-12,9.87463544017612e-10,1.3920348446301448e-07,5.421474104593227e-06,5.4214741045932276e-12,5.421474104593227e-10,5.421474104593227e-08,4.7412915358832134e-05,3.519013342085517e-11,6.420173298297393e-10,1.6788589481069342e-08,2.1511417024167963e-05,2.1511417024167968e-11,1.5324926609268656e-09,9.50999957012402e-08,4.611457376232869e-06,4.6114573762328694e-12,1.6788183068085787e-10,2.886325909108389e-08,5.675223550730255e-07,3.098424930823302e-16,2.5491372819609114e-13,1.700362707385504e-09,3.1518968495044865e-07,3.5978999597346018e-12,1.8230679965310967e-09,2.8952635790554085e-08,0.0006168277684953876,1.0458138870408502e-95,4.257081543859181e-94,1.461994517606165e-91,0.010047481570660152,1.0047481570660154e-08,2.1915158121659497e-06,0.00017875646220100853,0.012981149794111722,1.0728169654747095e-09,3.6822421478935973e-07,1.0683904535493933e-05,0.0017624713800471982,1.0100385817006335e-09,9.095815715861629e-08,3.730473214170022e-06,0.000979168899525605,5.088477815367946e-10,3.4180435562411846e-08,2.8705182356968545e-06,0.00014703134033846132,7.847219019729467e-11,1.4542630015793583e-09,2.469136659417527e-07,5.4214999951973146e-05,1.4048497583696443e-12,3.126570212008864e-09,1.7438622477321466e-08,3.0503581767874667e-07,9.285941437566962e-12,1.1433412030095406e-10,7.726585919488791e-08,3.23790731810967e-06,3.485946115850776e-15,1.8280599238398626e-11,4.570363419466108e-91,1.7436164563837652e-89,4.119716789601234e-139,1.2175077627453331e-101,3.382593902279424e-91,5.301237922115711e-90,8.950974524560729e-97,2.9894938208994728e-93,1.072451977256052e-05,0.0019763341098485176
5,2.0656892960827155e-08,0.02065689296082715,0.0002065689296082715,2.065689296082715e-06,1.0000000000000002e-06,1.0,0.0028891901908611314,2.8891901908611314e-05,2.694453796742023e-09,0.0026944537967420225,2.6944537967420226e-05,2.6944537967420227e-07,3.1370776335338596e-10,0.004670584417441246,4.670584417441246e-05,4.670584417441246e-07,2.8879575464279693e-10,0.0002887957546427969,3.7055425319283173e-06,2.400517047636056e-08,3.566614487553301e-11,1.8161758672293395e-07,3.298820853523562e-08,3.841577132692756e-09,9.87463544017612e-12,9.874635440176119e-06,9.874635440176119e-08,1.392034844630145e-09,5.4214741045932276e-12,5.421474104593227e-06,5.421474104593227e-08,5.421474104593227e-10,4.741291535883214e-11,3.519013342085517e-05,6.420173298297393e-08,1.6788589481069343e-10,2.1511417024167968e-11,2.1511417024167963e-05,1.5324926609268656e-07,9.50999957012402e-10,4.6114573762328694e-12,4.611457376232869e-06,1.678818306808579e-08,2.886325909108389e-10,5.675223550730256e-13,3.098424930823301e-10,2.5491372819609116e-11,1.700362707385504e-11,3.151896849504487e-13,3.597899959734601e-06,1.8230679965310966e-07,2.8952635790554085e-10,6.168277684953876e-10,1.04581388704085e-89,4.257081543859181e-92,1.461994517606165e-93,1.0047481570660154e-08,0.010047481570660152,0.00021915158121659496,1.7875646220100854e-06,1.2981149794111723e-08,0.0010728169654747094,3.6822421478935975e-05,1.0683904535493934e-07,1.7624713800471985e-09,0.0010100385817006334,9.09581571586163e-06,3.7304732141700224e-08,9.79168899525605e-10,0.0005088477815367945,3.4180435562411843e-06,2.8705182356968546e-08,1.4703134033846135e-10,7.847219019729466e-05,1.4542630015793583e-07,2.469136659417527e-09,5.4214999951973154e-11,1.404849758369644e-06,3.126570212008864e-07,1.7438622477321467e-10,3.050358176787467e-13,9.28594143756696e-06,1.1433412030095406e-08,7.726585919488792e-10,3.2379073181096707e-12,3.4859461158507752e-09,1.8280599238398626e-09,4.570363419466107e-93,1.7436164563837656e-95,4.119716789601233e-133,1.217507762745333e-99,3.382593902279424e-93,5.301237922115712e-96,8.950974524560728e-91,2.9894938208994727e-91,1.0724519772560521e-07,1.976334109848518e-09
6,2.248167585721775e-06,0.00022481675857217748,0.022481675857217748,0.00022481675857217748,3.154384215189305e-05,0.003154384215189305,1.0,0.01,4.050531606973066e-07,4.050531606973066e-05,0.004050531606973066,4.050531606973066e-05,1.4706420171191834e-07,4.372964995796996e-05,0.004372964995796996,4.372964995796996e-05,3.0760812221643316e-08,3.076081222164331e-06,4.476615705476466e-05,1.3804259781138536e-07,3.0471539515888963e-09,2.7779950943135527e-07,6.956120756464418e-06,1.0474345959376633e-06,4.788918894725465e-09,4.788918894725464e-07,4.788918894725465e-05,1.2317647426413774e-08,1.0921824675296486e-09,1.0921824675296485e-07,1.0921824675296485e-05,1.0921824675296485e-07,5.644599319098971e-10,7.217286309852617e-08,1.870188329917612e-05,1.2899912823701e-07,2.8835066903646246e-09,2.8835066903646244e-07,6.744303002495818e-05,5.732099677836208e-08,2.2162978765582747e-09,2.216297876558275e-07,2.5827253993124952e-05,5.573614148039347e-07,8.997006516356106e-11,1.645883807973496e-11,3.5546942939996767e-07,4.651266761020549e-09,9.680510852615031e-11,7.810408336727673e-08,1.416191988158108e-05,6.680559439744873e-07,1.212945679399146e-08,1.8459197944915916e-91,2.0031508361636517e-89,6.327025875391597e-91,1.0536632994310308e-06,0.00010536632994310308,0.023382410719895465,2.266477296935699e-05,6.245865278853442e-08,2.7723894499371755e-05,0.003589996570771327,1.589055274917016e-06,4.191835719605924e-08,8.275520333137948e-06,0.00035376522115967057,1.0148104053534135e-05,2.2049414948195386e-07,9.221667918232382e-06,0.00012877085663245394,1.021706021814753e-05,3.724371191023201e-08,3.2238950944194752e-06,1.5065404655532214e-05,3.5820857413328228e-06,2.0778476100003574e-08,2.3632687381628805e-07,1.3280389991338748e-05,2.555712721968305e-07,4.417681933026137e-09,1.9046503055230533e-07,2.129144505088889e-06,8.979410142712725e-08,1.761394780283847e-10,7.93695681733214e-11,7.289046376758872e-07,5.020064418229098e-91,3.9818419503833345e-93,3.200377530633818e-135,2.3179805766367313e-97,7.752545583069311e-91,1.4521317106532334e-93,4.455919738607066e-92,1.433670345372115e-89,1.2081202487591578e-05,1.555438047236896e-07
7,0.00022481675857217748,2.248167585721775e-06,0.00022481675857217748,0.022481675857217748,0.003154384215189305,3.154384215189305e-05,0.01,1.0,4.050531606973066e-05,4.050531606973066e-07,4.050531606973066e-05,0.004050531606973066,1.4706420171191833e-05,4.3729649957969965e-07,4.372964995796996e-05,0.004372964995796996,3.076081222164331e-06,3.0760812221643316e-08,4.476615705476466e-07,1.3804259781138536e-05,3.0471539515888963e-07,2.777995094313553e-09,6.956120756464417e-08,0.00010474345959376633,4.788918894725464e-07,4.788918894725465e-09,4.788918894725464e-07,1.2317647426413774e-06,1.0921824675296485e-07,1.0921824675296486e-09,1.0921824675296485e-07,1.0921824675296485e-05,5.6445993190989706e-08,7.217286309852617e-10,1.8701883299176122e-07,1.2899912823701e-05,2.8835066903646244e-07,2.8835066903646246e-09,6.744303002495818e-07,5.732099677836208e-06,2.216297876558275e-07,2.2162978765582747e-09,2.582725399312495e-07,5.573614148039347e-05,8.997006516356107e-09,1.6458838079734958e-13,3.554694293999677e-09,4.651266761020549e-07,9.68051085261503e-09,7.810408336727673e-10,1.416191988158108e-07,6.680559439744874e-05,1.212945679399146e-06,1.8459197944915916e-93,2.0031508361636518e-91,6.327025875391596e-89,0.00010536632994310308,1.0536632994310308e-06,0.00023382410719895467,0.002266477296935699,6.245865278853442e-06,2.7723894499371755e-07,3.589996570771327e-05,0.0001589055274917016,4.191835719605924e-06,8.275520333137948e-08,3.537652211596706e-06,0.0010148104053534135,2.2049414948195384e-05,9.221667918232381e-08,1.2877085663245393e-06,0.001021706021814753,3.724371191023201e-06,3.223895094419475e-08,1.5065404655532213e-07,0.00035820857413328225,2.0778476100003574e-06,2.3632687381628803e-09,1.3280389991338748e-07,2.555712721968305e-05,4.417681933026137e-07,1.9046503055230532e-09,2.129144505088889e-08,8.979410142712725e-06,1.761394780283847e-08,7.93695681733214e-13,7.2890463767588724e-09,5.020064418229098e-89,3.981841950383334e-91,3.2003775306338177e-137,2.3179805766367315e-99,7.752545583069312e-89,1.4521317106532333e-91,4.455919738607066e-94,1.433670345372115e-91,0.0012081202487591578,1.555438047236896e-05
8,0.0021514863761981588,2.151486376198159e-09,2.1514863761981588e-07,2.1514863761981588e-05,0.002932974411648245,2.9329744116482455e-09,4.03841642341413e-07,4.03841642341413e-05,0.9999999999999999,1e-06,9.999999999999999e-05,0.009999999999999998,0.007834635922687412,1.9388660293947505e-09,1.9388660293947503e-07,1.9388660293947504e-05,0.00011638797018738858,1.163879701873886e-10,2.109865090139009e-07,2.302280643914907e-06,5.1740134923579954e-05,1.8631710365541106e-11,2.268482096180277e-09,8.52267593086611e-07,0.00012736587253609708,1.2736587253609712e-10,1.2736587253609709e-08,4.5403138296013544e-07,2.2584918428604943e-05,2.2584918428604946e-11,2.2584918428604944e-09,2.2584918428604944e-07,6.193682121559729e-05,3.037071801963588e-11,5.019615176627749e-10,4.989848801901246e-08,6.270417862252596e-06,6.270417862252597e-12,2.2966583171653585e-10,2.5653913961796827e-08,1.971230714179472e-06,1.971230714179472e-12,1.9149783608759564e-10,3.228133688574831e-08,4.399160524635669e-08,3.588716557124943e-16,2.1194622089907724e-13,7.062710493509356e-10,7.80268391187854e-08,8.388740260505323e-13,6.465848789656383e-10,5.69767965383268e-08,0.0005315250207649123,3.5745066979237567e-96,4.2685863246385886e-94,2.1306614976556445e-91,0.009236625442159961,9.236625442159963e-09,4.468499542491282e-07,0.00010378329217111278,0.008972966613873024,5.929132493630556e-09,6.974422699665975e-07,3.61541352854672e-05,0.008670116443812602,6.313204926339092e-09,3.359549986464695e-07,3.8059446833094964e-06,0.0016408148159831016,6.573459712300435e-10,5.47357515041259e-08,6.721731648397401e-06,1.3160974877423788e-05,7.959572416084903e-11,1.6993394202237046e-08,2.0016040184073674e-06,7.739362555104774e-06,1.2162813448940608e-11,8.720129746366534e-11,2.2996295024689966e-07,3.90692522408514e-06,3.826594845414773e-13,7.321622888825737e-11,3.979940857570244e-09,7.165828805314993e-07,4.383811009480572e-15,2.507664624071643e-12,2.615757584349876e-91,7.7480325914822e-90,1.759013044844589e-139,8.274750518204365e-102,2.1676403228822213e-91,6.655906985689411e-90,9.157109823824486e-97,1.692597924021258e-93,2.390572304467098e-05,0.0005999891600672938
9,2.151486376198159e-09,0.0021514863761981588,2.1514863761981588e-05,2.1514863761981588e-07,2.9329744116482455e-09,0.002932974411648245,4.03841642341413e-05,4.03841642341413e-07,1e-06,0.9999999999999999,0.009999999999999998,9.999999999999999e-05,7.834635922687414e-09,0.0019388660293947503,1.9388660293947504e-05,1.9388660293947503e-07,1.163879701873886e-10,0.00011638797018738858,2.109865090139009e-05,2.302280643914907e-08,5.1740134923579964e-11,1.8631710365541104e-05,2.268482096180277e-07,8.522675930866111e-09,1.2736587253609712e-10,0.00012736587253609708,1.2736587253609708e-06,4.540313829601354e-09,2.2584918428604946e-11,2.2584918428604943e-05,2.2584918428604944e-07,2.2584918428604944e-09,6.19368212155973e-11,3.0370718019635873e-05,5.019615176627748e-08,4.989848801901247e-10,6.270417862252597e-12,6.270417862252596e-06,2.2966583171653585e-08,2.5653913961796826e-10,1.971230714179472e-12,1.971230714179472e-06,1.9149783608759565e-08,3.228133688574831e-10,4.3991605246356697e-14,3.5887165571249425e-10,2.1194622089907724e-11,7.062710493509356e-12,7.802683911878542e-14,8.388740260505322e-07,6.465848789656382e-08,5.697679653832681e-10,5.315250207649124e-10,3.574506697923756e-90,4.268586324638588e-92,2.1306614976556445e-93,9.236625442159963e-09,0.009236625442159961,4.468499542491282e-05,1.0378329217111277e-06,8.972966613873026e-09,0.005929132493630555,6.974422699665975e-05,3.6154135285467205e-07,8.670116443812604e-09,0.006313204926339091,3.359549986464695e-05,3.805944683309497e-08,1.640814815983102e-09,0.0006573459712300434,5.473575150412589e-06,6.7217316483974e-08,1.316097487742379e-11,7.959572416084902e-05,1.6993394202237044e-06,2.001604018407367e-08,7.739362555104775e-12,1.2162813448940607e-05,8.720129746366534e-09,2.2996295024689965e-09,3.9069252240851405e-12,3.8265948454147724e-07,7.321622888825737e-09,3.979940857570244e-11,7.165828805314994e-13,4.383811009480571e-09,2.507664624071643e-10,2.615757584349876e-93,7.748032591482201e-96,1.7590130448445888e-133,8.274750518204366e-100,2.1676403228822214e-93,6.655906985689412e-96,9.157109823824484e-91,1.6925979240212579e-91,2.390572304467098e-07,5.999891600672939e-10
