,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35
0,1.0,0.0012338326851072375,0.0016249069538474782,0.08759400655127471,0.00011927452036352722,6.96068941204547e-05,0.00016556258327044533,6.109201890169751e-05,1.7935710808866747e-06,0.00016490276701578696,2.4099150483470556e-06,7.179582094589254e-06,0.00027678901617426456,0.0010718789703655974,7.623086025755147e-05,0.0005452350570737078,7.983379182639633e-05,4.542481883680689e-05,0.016737251387964742,0.006252526537752654,0.00020054946654934943,0.05344473115668402,1.127932853960794e-05,1.3488129775520407e-05,0.0003591887070032342,7.521317432856006e-06,2.6051120645297026e-06,0.0021481064998637328,0.0004701075122774905,0.00015258470700366253,0.007080459487619317,0.00023520754212205688,8.035331582235776e-06,0.00020000290454467298,1.907075188046586e-05,8.018770924229526e-06
1,0.0017372813488959284,1.0,0.00020123770329449783,0.0009574565754747177,0.004949988304324223,1.7863476580992398e-05,4.4684666356868956e-05,0.0011062350723210859,3.989531184691841e-06,2.263039271826942e-05,1.5322097512387708e-05,2.2020611814405117e-07,1.839945320527374e-05,0.004857334611893125,7.862711372318623e-05,2.882152396411409e-06,0.001468191668219423,4.880928530812063e-06,0.00553533006180491,0.03675078384570285,0.0006536439402695304,0.004370656240543284,0.00014677061695690267,7.051300309970966e-07,4.640108072117255e-09,6.29731112049289e-05,3.522508621018447e-06,0.00025104178276005596,0.004495840535929264,1.0715000093749047e-05,0.0002700357820189508,0.0016272035988741228,4.530550088803336e-06,2.338729171771833e-05,0.000248706187637342,1.980491076422572e-06
2,0.001547222705358872,0.00013608798964774452,1.0,0.0013879443114217828,8.736846882170487e-09,0.004905632246049419,2.015043778017349e-06,3.849767798323634e-07,0.00021220975782410947,1.873591854475179e-06,2.2906432887358769e-07,7.13637740437794e-05,4.333457037274959e-05,9.508241981271897e-05,0.01890164452482654,1.6592906568630878e-05,2.0222501939016547e-07,0.0004438768406002774,0.00413417743291268,0.00032986797861344757,0.4944471165245884,0.0021902284403717306,1.7205891320750379e-06,0.0004440746290063896,9.132849820061e-06,7.696961347522275e-08,0.00017537231831068939,3.780082685347259e-06,2.348961926752839e-06,0.0003432143288271305,1.113840120380864e-05,2.9407036242570365e-06,0.0008429052664287013,1.017553452508399e-07,2.0390650794807896e-07,0.0001043292062039368
3,0.1018563952427131,0.0007907134213826968,0.0016949684520871037,0.9999999999999999,1.16003171921597e-05,4.91921341987133e-05,7.265026073578141e-05,2.809145164385959e-05,2.433635469321888e-05,5.748755636204838e-05,3.7774064333345064e-06,4.2403444101296467e-07,9.820592938612624e-05,0.00011816031412951826,2.215445126785818e-06,6.259633537986567e-05,7.711277448343401e-06,3.835008411931442e-05,0.04853804412624141,0.0007775456492688888,0.0013337185712434235,0.052053423262221406,3.5101432415944538e-06,4.5191193628341633e-07,1.9417333615709686e-06,3.4838224498535855e-07,2.7451157361017508e-06,0.0006952134116424598,3.232810994084985e-05,2.719876171731907e-06,0.000648407057869953,3.9770631075064534e-05,1.6682690489399758e-05,0.00037080008327393014,7.223744469713283e-06,4.327208905437918e-06
4,9.868071311880225e-05,0.0029085389689632924,7.59127968212345e-09,8.253545583452231e-06,1.0,4.440314080830966e-05,0.0012842490113502217,0.029939391301218747,8.511336526432532e-05,0.0011534111234387811,0.008155431761498645,3.3239835591414736e-06,2.992454257138127e-05,0.0012588027452977311,4.2217358138211665e-05,0.0005266369820935405,0.017553662837087064,3.1254877891566424e-05,0.00020314294606617856,0.0014871887235625868,1.5752715314348129e-06,7.271925847696324e-05,0.0014295705237314874,7.943013330038678e-07,0.00011900586740018484,0.002511785428541392,4.291480889643699e-05,0.0006806002613329682,0.025128327346591754,6.312701635883905e-05,0.0021005479316370946,0.04887738198611888,0.00014011814017081482,0.0006725667762019882,0.03213960622242641,2.9531045551845752e-05
5,3.068577386639576e-05,5.592898309372423e-06,0.002271200523227373,1.8649473623966676e-05,2.3659955011885655e-05,1.0,0.0023221193805767035,0.0001391159113056892,0.052865450859979485,5.4365267789749345e-05,5.1034292821514974e-05,0.0006769273007235096,0.00010069685992179665,1.8127681029086258e-05,0.004269972166240804,8.620586613082558e-05,3.3532935503926586e-05,0.018553401937570057,2.7125826030407597e-05,3.0759592132059993e-06,0.004951678647915809,1.781061566603835e-05,2.2929523064781343e-06,0.0014331684967951643,1.3779442124812531e-05,1.6166894206223862e-07,0.01236720674135228,0.004981219331788335,4.073850993369403e-05,0.061950280925342695,0.0026009876571653507,4.0272907913511126e-05,0.03140240695957514,0.0007765200236262284,3.85315863616369e-07,0.00777248642702279
6,4.855688899608886e-05,9.30750532129959e-06,6.206529344634588e-07,1.8323647416857216e-05,0.0004552535065241734,0.001544857333030468,1.0,0.0006189894974415037,0.00013200493665875868,0.0464988745028654,0.00046937217711594704,8.967301833509669e-06,0.00102374341110849,1.979719060135627e-06,5.623793510242619e-05,0.0019710678882985983,6.587413269588751e-05,0.00012785136341592662,0.0002455973868202192,1.3023510234387755e-06,2.424370478599462e-06,6.866277055925207e-06,2.2342947616340957e-05,6.623435138541605e-07,0.0005052481200962155,2.3235238820271373e-05,1.2971083838056794e-05,0.00013894877797598307,0.00027964179204918233,0.0006131653265704774,0.005028595357729818,0.00020938429342660784,0.004388323893037448,0.0035504608020032707,0.00013446121957106356,0.0005441492968290743
7,3.903249942153133e-05,0.0005019672941497598,2.5831646404630066e-07,1.5434840856519665e-05,0.023120661236424006,0.00020162011824450147,0.0013484551455025132,1.0,3.941938829217373e-05,0.0025030907377991177,0.030234894055390933,1.5021631272754443e-06,0.0003619544772447457,0.0002037203057669069,3.7128523216775398e-06,0.0003278349474305525,0.0019344574213205307,3.9588243596649634e-05,0.00011695991371167727,0.0010679716668282272,5.149275799647962e-07,1.3881553238285729e-06,0.0028879888038094775,7.686564829573836e-06,4.6136870436272254e-05,0.0007547875297176989,1.2115712181992479e-05,0.00011994348451786172,0.0019122668270066413,2.0641819123320572e-05,0.0002944553837526711,0.08857094637538165,0.00022239479696343066,0.0034963618738355208,0.022374474285179507,0.00027031160323650043
8,1.8429507688343714e-06,2.9114083210027624e-06,0.0002290003563254115,2.1504866795470245e-05,0.00010570810877290111,0.12322029866832722,0.0004624839378477496,6.33961869256507e-05,1.0,0.0008938334238319681,8.406263053660281e-05,0.000477162318827701,7.942708104942429e-05,5.717262678550438e-06,0.009448075490526587,0.0003197305449078048,2.1562320586450003e-05,0.00943907792137541,2.9686772248124148e-05,2.3814954143369917e-06,0.0003623366167302658,0.00010782645606045316,3.0346451001854657e-06,0.0007158854948614154,1.739835948612989e-05,3.4842748051433114e-06,0.010926855048280774,9.43246832605958e-05,1.176447723000157e-05,0.07458593167682326,0.0006312591771988652,0.00013099301015293146,0.08075534610735177,0.0022881605594429534,3.412779500675288e-06,0.028385909223162364
9,0.00014338021717980086,1.3974603517604343e-05,1.7108500535041557e-06,4.298542534517387e-05,0.0012121624482326996,0.00010722547975047141,0.13785263499825412,0.0034064027881269715,0.0007563498764376995,1.0,0.005180323763338962,2.802487346139322e-05,0.0010362186289315624,3.4569266955298776e-05,8.724838595466806e-05,0.006400125552715972,4.741061882198162e-05,0.00022258898039914307,5.948729777126373e-06,3.9493898674483025e-05,2.503302989682651e-06,0.0009348247892206092,3.275962456574432e-06,4.186780538964089e-05,0.0005664196736780066,3.0816254607130627e-06,0.0017011987431246062,0.0004668926993209978,0.0008461046969793723,0.0008280163977285948,0.011248221377072655,0.0004201179618379214,0.006752581686950911,0.026613144197630955,0.002123416805935417,0.0007473142720292382
10,1.263602953353804e-06,5.705756508128097e-06,1.2613686409508776e-07,1.7032904193179602e-06,0.005168580163608057,6.069964840188871e-05,0.0008391461013336935,0.024812782310507965,4.2895993780291506e-05,0.003123953143876812,0.9999999999999999,8.294760864322279e-07,2.3774004396043418e-05,0.00018351835510800827,6.987397839233634e-06,9.770660936341161e-05,0.008431755949430545,7.68034960975083e-06,3.86608591272452e-06,0.00011711506690787158,3.9166942594790795e-07,5.869940933102849e-07,0.0004873153254514999,1.341046807908136e-06,3.244222406886437e-05,7.600564874842515e-05,6.736990037709382e-06,6.724722965006677e-05,0.004587852303389476,6.295382471838245e-05,0.0001309673501067684,0.010984472684824595,2.1897907207282605e-05,0.0021269605447581763,0.058018824685366274,6.9166406727084e-06
11,9.37437117419571e-06,2.0420128665288672e-07,9.78580271833372e-05,4.761351031281757e-07,5.245866642753401e-06,0.0020049344800850944,3.992235089675247e-05,3.0698573300693267e-06,0.0006063368717037435,4.2084807878762435e-05,2.065560646251666e-06,1.0,0.0036910753767267664,1.8128464668132228e-06,0.0008157307238068694,0.0005500704452869863,8.08691586358086e-06,0.0014071829297291826,5.258722580176177e-06,2.630301208547482e-06,6.938906883777474e-05,4.526480215540547e-05,5.443285953772757e-05,0.03808942069828901,0.005872098214441833,0.00022851901982433355,0.00023077801189634841,3.6598314080567026e-05,1.353610172585706e-05,0.0049067422985203685,0.00022367236361809262,1.4972622123538856e-05,0.003863464814689803,9.62680857776864e-05,1.2139692022112886e-06,6.303609346186964e-05
12,0.0002918138853943997,1.3776792953253494e-05,4.798077555644747e-05,8.90391284618336e-05,3.8132916381687594e-05,0.0002408175893327369,0.0036800994980762604,0.0005972678935802774,8.149492463625301e-05,0.001256455772446407,4.780249239385988e-05,0.002980348401035107,1.0,0.00012001788399235445,0.0004454991358557087,0.021150069638471145,0.000230855429430503,7.495664129342049e-05,0.00013416064978496352,0.00018689805972004836,2.9111265637095802e-05,0.00301478399164161,0.0003340898598188078,0.0017219252263832728,0.027084086566133033,0.000683514316476019,0.0002050099929162713,0.0032617346149111798,0.0001605206514312699,0.0003789395554515563,0.0159667574858827,3.961473560267693e-05,0.00036680468051954505,0.003981967275909191,3.6927402394385994e-05,9.875409448224704e-05
13,0.0006392877851392401,0.0020574760658720794,5.9556140956312076e-05,6.06049897601284e-05,0.0009074521563563963,2.4524947280147004e-05,4.025923891350992e-06,0.00019017047484643022,3.3185140536306526e-06,2.3712619666421158e-05,0.00020874749149293114,8.280731463405176e-07,6.789527012252615e-05,1.0,2.1104767298527666e-06,3.247010355911489e-05,0.0008254553467206983,7.199425111891757e-07,4.716871781557666e-05,0.02453007582142033,9.30941520059652e-05,0.000624712110193514,0.0010237353289872313,1.9270136666596986e-06,9.746687363888348e-06,0.00012445090616908087,2.636600261923586e-06,0.0005102251533719232,0.0028844306035731627,2.8662358964392693e-05,0.0003789901806391054,0.0030839658652620024,2.7942272586691804e-06,5.7231846013161336e-05,0.000457533753555468,1.2157326600878561e-06
14,5.698462820632424e-05,4.174316222546718e-05,0.014838915333305744,1.4242098506052906e-06,3.814462507621375e-05,0.00724047599466145,0.00014334006748426491,4.344028735042412e-06,0.006873455286922259,7.50106638416513e-05,9.96170027947822e-06,0.0004670149021267411,0.000315876024267054,2.6451896225977744e-06,1.0,0.0017021852531578876,1.6828925143747948e-05,0.001237242472142001,0.0006876422344002479,0.00010874975610144256,0.00483656547542765,0.0005819530883446318,1.7324106768596238e-05,0.003542446017234196,5.44835310302745e-05,1.136430495882094e-06,0.00417319796565223,0.0013499648313505053,5.2346180175986405e-05,0.009050357892439813,0.0003197215675515392,6.190903533845667e-06,0.004142439877983038,0.00031084913712297994,1.6699085732478174e-06,0.0006056650968685754
15,0.0002737823254204086,1.0278380486328347e-06,8.750236092020636e-06,2.7030659010437133e-05,0.00031963062857440043,9.819144048023627e-05,0.003374695238095935,0.00025765287879605327,0.00015624661691226397,0.0036961436259398493,9.357001084535447e-05,0.00021154217627188535,0.010073405961999904,2.7337239251088626e-05,0.0011434088816064368,1.0,0.002999526324244651,0.0007810747463352325,0.0002252105298027389,0.00010389236267740632,2.0328279191984285e-06,0.0002942894229091294,0.00047509105840895993,0.00010063196448881003,0.003837757128075838,8.419889081358767e-05,7.42243278027405e-05,0.003131897847352139,0.001023984885036444,0.0010327425560453269,0.020123539152254358,0.001021726438152031,0.00035904606295961654,0.0020018601548155534,0.00040184233244713223,0.00010029131921240333
