,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76
0,1.0,0.01,0.0015946938888975284,0.00303450770542755,3.03450770542755e-05,6.245015060548604e-05,0.0006082247695639852,6.082247695639852e-06,6.082247695639852e-06,0.0002983832062015298,2.983832062015298e-06,6.821026723537168e-07,0.00010153768292434387,1.0153768292434387e-06,1.0300995811502205e-05,0.0010300995811502204,6.375413005937604e-05,5.62858231052265e-05,6.139421269931522e-57,1.65313614916878e-54,4.376396506566709e-53,2.0731907172565737e-05,9.509351501441783e-07,2.5985993122427946e-07,4.0966714947408784e-05,1.1815781875071789e-08,5.6027289836316394e-09,5.602728983631639e-07,1.1050631674546902e-09,1.1050631674546902e-09,8.123010062443442e-06,1.801087910140715e-08,4.8532060936970025e-08,4.012591376565184e-06,3.490030891811344e-11,8.023051510576215e-10,2.997895600327729e-08,2.997895600327729e-10,2.033386407663438e-92,1.2694972686832e-90,2.1674362282554692e-92,0.00039512235575237675,0.016942212649029842,9.860855696686243e-05,0.00011006124380157457,0.0010461445445808838,1.8488313910296387e-05,4.1564357172757384e-06,0.0001947736008972234,2.9435705141774103e-06,2.2660620351847097e-05,0.001294562972699628,9.367265242155151e-05,1.7779080335806553e-05,0.003251755931762834,4.118850399252945e-07,3.463561183795499e-05,0.00014716569989788142,1.849725870817562e-06,5.859631142236954e-08,3.101390809840806e-06,4.7251046986892684e-07,2.1821828006058428e-07,3.2095681061669817e-07,2.0625572052664457e-08,9.687857335171992e-93,9.687857335171993e-91,2.408645162822285e-92,5.615832208072484e-94,6.740497047709185e-10,7.773046305793629e-13,2.890212910032404e-10,2.8407885151774067e-06,7.235700241380272e-08,1.214916567892335e-07,3.26278703977747e-06,2.3172866723374765e-08
1,0.01,1.0,1.5946938888975287e-05,3.03450770542755e-05,0.00303450770542755,6.245015060548603e-07,6.082247695639852e-06,0.0006082247695639852,6.082247695639853e-08,2.983832062015298e-06,0.0002983832062015298,6.821026723537168e-09,1.0153768292434387e-06,0.00010153768292434387,1.0300995811502205e-07,1.0300995811502205e-05,0.006375413005937604,5.62858231052265e-07,6.139421269931522e-59,1.6531361491687799e-52,4.376396506566709e-55,2.0731907172565739e-07,9.509351501441784e-05,2.598599312242795e-09,4.0966714947408786e-07,1.1815781875071788e-06,5.6027289836316394e-11,5.6027289836316394e-09,1.10506316745469e-07,1.1050631674546901e-11,8.123010062443442e-08,1.8010879101407152e-06,4.853206093697003e-10,4.012591376565184e-08,3.4900308918113434e-09,8.023051510576216e-12,2.997895600327729e-10,2.997895600327729e-08,2.0333864076634384e-94,1.2694972686831999e-92,2.167436228255469e-90,3.951223557523768e-06,0.00016942212649029842,0.009860855696686243,1.1006124380157458e-06,1.0461445445808838e-05,0.0018488313910296386,4.1564357172757384e-08,1.947736008972234e-06,0.000294357051417741,2.26606203518471e-07,1.294562972699628e-05,0.009367265242155151,1.7779080335806553e-07,3.251755931762834e-05,4.118850399252945e-05,3.463561183795499e-07,1.4716569989788142e-06,0.0001849725870817562,5.859631142236954e-10,3.101390809840806e-08,4.725104698689268e-05,2.182182800605843e-09,3.2095681061669817e-09,2.0625572052664457e-06,9.687857335171994e-95,9.687857335171992e-93,2.408645162822285e-90,5.6158322080724835e-96,6.740497047709186e-12,7.773046305793629e-11,2.8902129100324036e-12,2.840788515177407e-08,7.2357002413802724e-06,1.2149165678923351e-09,3.26278703977747e-08,2.3172866723374763e-06
2,0.0015777263887861482,1.577726388786148e-05,0.9999999999999999,0.00011409304935035424,1.1409304935035426e-06,0.01839004685176375,1.0863068801121495e-06,1.0863068801121496e-08,0.00010863068801121496,1.3663661962212492e-07,1.3663661962212493e-09,0.00010213287009414866,6.946968726645622e-06,6.946968726645623e-08,0.00034931149369076133,3.493114936907613e-06,3.4141499343009966e-07,0.0007098595880542192,4.247284892731334e-59,7.006456826448731e-57,4.6762941191278635e-52,4.504398107409584e-08,1.4475639652471998e-08,7.0607186206066384e-06,6.123852687568443e-08,5.853866120028706e-10,3.557705284328894e-06,3.557705284328894e-08,3.7127271983948496e-11,3.7127271983948496e-07,1.545448645393607e-08,4.051186587500297e-11,1.557036043764292e-07,1.092850816798787e-08,4.5585259491809424e-14,1.065202411954078e-07,1.6218405938593153e-10,1.6218405938593153e-12,2.3403002240388144e-90,3.7521121478345032e-93,5.341151192410624e-96,0.022107441582020326,0.0007213378240348532,7.889240427133372e-08,0.011487170471752333,5.927535966075802e-06,1.849343237882779e-08,0.0004303657372787537,4.596131060252017e-06,4.948122126585656e-08,0.0020048118490927167,1.005983991632709e-05,9.698933493696438e-07,0.01875797484836622,1.655348673448178e-05,2.8567950095994004e-08,0.0013025861672898075,1.8727915292381837e-06,3.45858356967693e-08,4.899728798296241e-05,1.4867897749125044e-07,8.177450145363346e-10,8.85266886303957e-06,2.519871463275783e-07,1.0771784730301978e-10,3.9177987041762004e-91,3.9177987041762e-93,2.0853375083654816e-94,8.969295499888494e-92,1.923751358839357e-11,3.2962616577882756e-13,3.403415925658891e-08,4.934961688670859e-10,2.6111511113875083e-11,1.1698113993872433e-06,4.590769013226791e-09,3.082480923568402e-11
3,0.0047540250244451215,4.7540250244451214e-05,0.00018066667293135694,1.0,0.01,0.004647546607433707,0.004102737374919103,4.102737374919103e-05,4.102737374919103e-05,0.0007174935550747727,7.174935550747728e-06,1.2728863097315417e-05,0.0025107439179485385,2.5107439179485387e-05,8.05253123914845e-06,0.000805253123914845,6.19190626516804e-06,4.402239832470748e-07,6.653539955560104e-57,3.2767909316340315e-56,1.5613147496188624e-52,7.836708960468111e-05,6.375994713068287e-07,6.156310893948207e-07,1.4417889419664762e-05,1.8522831934635123e-07,9.918362224296115e-08,9.918362224296114e-06,1.6317461322692778e-09,1.6317461322692778e-09,1.3905128588916427e-06,5.4226003378013855e-09,4.80186289584041e-08,2.5632253377460664e-06,1.4439618659254064e-11,4.554343904578724e-09,2.0842605692490433e-08,2.0842605692490432e-10,1.1444919237587888e-90,2.2607881599746084e-89,4.993673546690186e-91,2.5221614658616876e-05,0.0055056032652400855,7.009435328370146e-05,1.5301938170104054e-05,0.062275036259973424,3.2879668711332044e-05,2.3274288880171813e-05,0.0005363150610898564,0.00010359511071409593,6.187711315159877e-05,0.0007017081090537479,0.0003360821704007094,1.7235579679149574e-05,0.0010483334670923436,8.567694916389354e-07,4.9169503455664705e-06,0.002070961465194072,4.186654201182035e-07,1.4411095558562452e-06,7.19544986237259e-05,2.067901908430409e-07,5.050436675638307e-07,7.927193015747747e-05,7.74095668869395e-08,2.9663482975654247e-91,2.9663482975654244e-89,6.933274557980374e-91,4.595252069733733e-93,1.562628007487693e-08,1.2928388355633267e-10,9.214405412219247e-10,7.978705580287972e-06,1.4232466301702808e-07,4.165508779294083e-08,1.5739737041645658e-05,4.1523188415308983e-08
4,4.7540250244451214e-05,0.0047540250244451215,1.8066667293135696e-06,0.01,1.0,4.647546607433707e-05,4.102737374919103e-05,0.004102737374919103,4.1027373749191034e-07,7.174935550747728e-06,0.0007174935550747727,1.2728863097315417e-07,2.5107439179485387e-05,0.0025107439179485385,8.05253123914845e-08,8.05253123914845e-06,0.000619190626516804,4.402239832470748e-09,6.653539955560104e-59,3.2767909316340314e-54,1.5613147496188625e-54,7.836708960468112e-07,6.375994713068287e-05,6.1563108939482065e-09,1.4417889419664762e-07,1.8522831934635124e-05,9.918362224296115e-10,9.918362224296115e-08,1.6317461322692778e-07,1.631746132269278e-11,1.3905128588916427e-08,5.422600337801386e-07,4.801862895840409e-10,2.5632253377460664e-08,1.4439618659254064e-09,4.554343904578723e-11,2.0842605692490432e-10,2.0842605692490433e-08,1.1444919237587888e-92,2.2607881599746085e-91,4.993673546690186e-89,2.522161465861688e-07,5.505603265240085e-05,0.007009435328370145,1.5301938170104055e-07,0.0006227503625997342,0.003287966871133204,2.3274288880171814e-07,5.363150610898564e-06,0.010359511071409594,6.187711315159878e-07,7.01708109053748e-06,0.03360821704007094,1.7235579679149576e-07,1.0483334670923435e-05,8.567694916389354e-05,4.916950345566471e-08,2.070961465194072e-05,4.186654201182035e-05,1.4411095558562453e-08,7.19544986237259e-07,2.067901908430409e-05,5.0504366756383075e-09,7.927193015747747e-07,7.74095668869395e-06,2.9663482975654244e-93,2.9663482975654247e-91,6.933274557980374e-89,4.5952520697337337e-95,1.562628007487693e-10,1.2928388355633266e-08,9.214405412219248e-12,7.978705580287971e-08,1.4232466301702807e-05,4.1655087792940833e-10,1.573973704164566e-07,4.152318841530898e-06
5,7.318933264954595e-05,7.318933264954595e-07,0.02178425806845173,0.003476680903000226,3.4766809030002265e-05,0.9999999999999999,1.6470369508813819e-06,1.647036950881382e-08,0.00016470369508813818,8.129707563850985e-05,8.129707563850985e-07,0.0014933712303218372,8.892166049978918e-06,8.892166049978917e-08,0.0001748439495390499,1.748439495390499e-06,5.914601489683198e-08,0.0018013495049632338,2.5981931044526502e-58,1.3197885849098563e-57,1.363638028920679e-50,1.1506295877674304e-06,2.1806261178516443e-09,6.887965404430399e-05,7.401852942489359e-07,3.327912446943009e-10,2.087660734054815e-06,2.087660734054815e-08,4.997723861958735e-12,4.997723861958735e-08,3.4434839038939986e-08,6.590328665171787e-12,1.011916821101808e-06,2.709422476512856e-09,7.135898549372851e-13,3.840596594945449e-08,2.3268039909843358e-10,2.326803990984336e-12,2.339053324485799e-88,6.2804306331817e-91,9.235180058186479e-93,0.0010573599463622081,4.522670124235841e-05,7.881687601506612e-07,0.0034134294987020124,0.00022929117484023155,1.6504261290593695e-06,0.0002793078173619319,1.0494722859470908e-06,8.268000159729568e-07,0.001962377967658841,3.58385320256716e-05,7.542734569163469e-08,0.0017997485306631854,2.06509319113169e-05,9.02676306198312e-09,0.0015393154632909075,3.186006049229326e-05,2.9340455092163476e-10,2.8042189400302828e-05,5.731768646367402e-07,1.5629558524765286e-08,0.0001364573288125598,5.752102055072717e-07,1.7546714154416745e-10,5.377971859358245e-89,5.377971859358245e-91,1.1658357311885997e-92,5.456686904017281e-91,5.504229638294471e-11,2.3464304016784345e-13,2.0846877780978186e-08,5.083831595479511e-08,8.8555235533335e-10,3.897808605475591e-06,3.1195003977100706e-08,3.6079764131434974e-10
6,0.0012803070794039262,1.2803070794039262e-05,2.3112568693195245e-06,0.0055125246345293045,5.5125246345293047e-05,2.95827872205314e-06,1.0,0.01,0.01,0.009156645908369097,9.156645908369097e-05,3.798057193138229e-05,0.0026226080756775053,2.6226080756775053e-05,6.847263269300931e-07,6.84726326930093e-05,2.7597835238457496e-06,1.0282845170393682e-06,2.3184171403176941e-57,4.2237599857531095e-56,1.3490039335563103e-51,0.00012319802598902572,1.3369615583308737e-06,1.3318977490477755e-06,0.0001914087702806771,1.7572097652507673e-08,6.068557459539503e-09,6.068557459539503e-07,2.9494911646697448e-08,2.9494911646697448e-08,9.873274399865007e-07,8.304609559050758e-08,9.96312772979997e-08,3.531745868612861e-06,3.4223067451845166e-10,4.768733888610005e-10,2.307668365626305e-07,2.307668365626305e-09,6.752091921073083e-91,1.4317242477608318e-89,5.014337273484856e-91,1.6043360776045867e-05,0.001179890399808404,5.9707578192459415e-05,1.1933926962394314e-05,0.0009572552180733365,0.00041704260530369596,0.00024264562053767793,0.01668401346698153,0.0003515442464263097,0.00012008434951528077,0.03804101569250159,3.952830422048683e-05,2.6851562346325875e-05,0.0005895298294015136,1.5031870918230631e-06,1.9129630416057734e-07,0.008082908444542927,3.3665107868497965e-05,2.3009618916198566e-06,5.711334963928974e-05,3.1361531728046603e-07,1.1262646543449957e-06,0.0001373087770485008,1.9504087044878417e-07,5.550969859422401e-91,5.5509698594224e-89,2.0707072115110768e-91,2.2634617021472165e-94,1.5602700131091035e-08,1.0122631192544395e-10,1.7089267422877599e-09,6.478594839898876e-06,5.130117709841167e-08,4.670405455787368e-08,7.654375455002438e-07,3.695276540468699e-07
7,1.2803070794039262e-05,0.0012803070794039262,2.3112568693195245e-08,5.5125246345293047e-05,0.0055125246345293045,2.9582787220531403e-08,0.01,1.0,0.0001,9.156645908369097e-05,0.009156645908369097,3.798057193138229e-07,2.6226080756775053e-05,0.0026226080756775053,6.847263269300931e-09,6.847263269300931e-07,0.00027597835238457494,1.0282845170393681e-08,2.318417140317694e-59,4.2237599857531096e-54,1.3490039335563105e-53,1.2319802598902571e-06,0.00013369615583308736,1.3318977490477756e-08,1.914087702806771e-06,1.7572097652507671e-06,6.068557459539503e-11,6.068557459539503e-09,2.9494911646697447e-06,2.949491164669745e-10,9.873274399865007e-09,8.304609559050757e-06,9.963127729799971e-10,3.531745868612861e-08,3.4223067451845166e-08,4.768733888610004e-12,2.307668365626305e-09,2.307668365626305e-07,6.752091921073084e-93,1.431724247760832e-91,5.014337273484856e-89,1.6043360776045869e-07,1.179890399808404e-05,0.005970757819245941,1.1933926962394313e-07,9.572552180733366e-06,0.041704260530369595,2.426456205376779e-06,0.0001668401346698153,0.03515442464263097,1.2008434951528078e-06,0.00038041015692501587,0.003952830422048683,2.6851562346325876e-07,5.8952982940151366e-06,0.0001503187091823063,1.9129630416057737e-09,8.082908444542927e-05,0.0033665107868497963,2.3009618916198567e-08,5.711334963928975e-07,3.13615317280466e-05,1.1262646543449957e-08,1.3730877704850078e-06,1.9504087044878417e-05,5.5509698594224e-93,5.550969859422401e-91,2.070707211511077e-89,2.263461702147217e-96,1.5602700131091036e-10,1.0122631192544395e-08,1.70892674228776e-11,6.478594839898876e-08,5.130117709841166e-06,4.670405455787368e-10,7.65437545500244e-09,3.6952765404686986e-05
8,1.2803070794039262e-05,1.2803070794039261e-07,0.00023112568693195245,5.5125246345293047e-05,5.512524634529305e-07,0.000295827872205314,0.01,0.0001,1.0,9.156645908369097e-05,9.156645908369097e-07,0.003798057193138229,2.6226080756775053e-05,2.6226080756775055e-07,6.84726326930093e-05,6.847263269300931e-07,2.7597835238457497e-08,0.00010282845170393681,2.318417140317694e-59,4.22375998575311e-58,1.3490039335563104e-49,1.2319802598902571e-06,1.3369615583308737e-08,0.00013318977490477755,1.914087702806771e-06,1.757209765250767e-10,6.068557459539503e-07,6.068557459539503e-09,2.949491164669745e-10,2.9494911646697447e-06,9.873274399865007e-09,8.304609559050758e-10,9.96312772979997e-06,3.531745868612861e-08,3.4223067451845167e-12,4.768733888610004e-08,2.307668365626305e-09,2.307668365626305e-11,6.752091921073084e-89,1.431724247760832e-91,5.014337273484856e-93,0.0016043360776045869,1.179890399808404e-05,5.970757819245942e-07,0.0011933926962394313,9.572552180733366e-06,4.17042605303696e-06,0.024264562053767792,0.0001668401346698153,3.5154424642630975e-06,0.012008434951528077,0.00038041015692501587,3.9528304220486837e-07,0.0026851562346325874,5.8952982940151366e-06,1.5031870918230633e-08,1.9129630416057735e-05,8.082908444542927e-05,3.3665107868497964e-07,0.00023009618916198566,5.711334963928975e-07,3.1361531728046605e-09,0.00011262646543449956,1.3730877704850078e-06,1.950408704487842e-09,5.5509698594224e-89,5.550969859422401e-91,2.070707211511077e-93,2.2634617021472166e-92,1.5602700131091036e-10,1.0122631192544396e-12,1.7089267422877598e-07,6.478594839898876e-08,5.130117709841166e-10,4.670405455787368e-06,7.65437545500244e-09,3.6952765404686987e-09
9,0.00039227580926584274,3.9227580926584275e-06,1.81564066157433e-07,0.0006020907238826146,6.0209072388261456e-06,9.119641734024953e-05,0.005718781802483906,5.7187818024839056e-05,5.7187818024839056e-05,1.0,0.01,1.361567989323426e-05,0.0018679566832376427,1.8679566832376428e-05,1.032111493346564e-06,0.0001032111493346564,6.287995656633034e-06,1.1647005761973475e-06,4.847321402371589e-57,4.155485895560559e-56,2.4761566430682427e-53,2.1816843366569716e-06,1.519455389418398e-06,2.2681099525119735e-08,0.0002537488289178441,1.1776055606654453e-07,9.335271896496287e-09,9.335271896496287e-07,1.1924450122251317e-07,1.1924450122251317e-07,1.8225749487425517e-05,6.978070515763495e-07,1.6928459597208416e-07,1.4019219986811263e-05,9.209700603326725e-10,1.8706915916165585e-08,1.6867838730647343e-07,1.6867838730647343e-09,2.9237191358644526e-91,2.7461416771759567e-89,5.213298914962971e-92,5.8887923486649565e-06,0.0003056027688643208,3.047779672557159e-06,1.4477141348831918e-05,0.0005252832959873395,0.00011096961121542257,0.00040917902884108563,0.025140010032201295,0.00047824616948794016,1.0254064249417414e-05,0.012386816955806389,3.7091875645437494e-05,4.708958736566509e-06,0.00042600980149469313,9.287568787881688e-07,2.117578184934951e-06,0.00033709553238090725,2.3775622125456964e-06,2.7049826123673747e-06,0.00019220241195417923,9.981599562991193e-07,3.618801171670094e-06,5.058477275057116e-05,2.753375042472286e-07,3.329151419884765e-93,3.329151419884765e-91,1.8759253525878766e-91,6.451291731282675e-93,2.102421072508384e-09,3.2538505843445364e-10,8.58962937734173e-09,4.279956626686427e-05,2.4607860286311747e-07,3.6379172876263297e-07,1.1679549276075123e-06,8.412882892925167e-07
