,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84
0,1.0,0.001,0.001,0.06172101725047686,6.172101725047686e-05,6.172101725047686e-05,0.0002653854164399406,3.33737309402444e-06,2.120213873654661e-07,0.0085311687582262,8.5311687582262e-06,8.5311687582262e-06,0.0005820574358139464,3.839204722846785e-08,1.1452605494837162e-06,0.00025825522002733277,2.243927535760805e-06,1.028177195083368e-06,0.004313977879095386,8.298003180168518e-07,2.6002448641608395e-06,0.000836012001831533,2.010459082724626e-06,7.071744720302791e-09,0.0027678216398708765,1.1671187930183131e-05,4.0613510470416196e-06,0.006333377886813508,1.1613473723824459e-05,4.035333665581765e-06,0.00033982750985736993,5.158173146857237e-08,1.7553295930184937e-07,2.1114082939424776e-05,9.389520181175619e-08,3.773984799646918e-07,0.00037739847996469183,3.773984799646918e-07,1.270420534847319e-07,0.0001270420534847319,3.686162546213405e-08,9.767605879563456e-08,1.1059626274045563e-05,1.3704508436659153e-07,9.7430930272087e-07,0.03100991661649578,3.5530226058637135e-05,5.362932662853201e-06,0.005577862432112294,3.84395933253368e-06,4.299977358036214e-06,0.002251917740107918,1.2615986191235036e-06,3.979007413023245e-06,0.0022429414330577564,1.0650067907286193e-06,2.8356327669771906e-26,1.8501715037638786e-24,9.222851952150693e-28,1.40538323273579e-07,0.00015377239345885585,3.624088348532871e-08,9.910677065671979e-10,0.0015067687390355594,3.2952409712748146e-08,9.968449460073287e-07,1.9111192544354535e-05,1.5762292012780258e-08,2.1073311700441474e-08,0.0004549208326779613,2.2257572373538917e-26,2.53453969482305e-26,7.742667841380623e-25,3.599274912566638e-28,7.026736957243436e-28,0.0002707137797898754,2.6938540133870234e-06,2.1170495378530077e-06,9.632178363407544e-05,3.831313299552772e-06,1.065220784086699e-07,0.004031206821646695,5.6020286189294655e-06,7.693424810357041e-07,1.0209727896896554e-34
1,0.001,1.0,1e-06,6.172101725047686e-05,0.06172101725047686,6.172101725047685e-08,2.653854164399406e-07,0.00333737309402444,2.120213873654661e-10,8.5311687582262e-06,0.0085311687582262,8.531168758226199e-09,5.820574358139464e-07,3.839204722846785e-05,1.145260549483716e-09,2.5825522002733276e-07,0.002243927535760805,1.0281771950833679e-09,4.313977879095386e-06,0.0008298003180168518,2.6002448641608395e-09,8.36012001831533e-07,0.0020104590827246262,7.0717447203027905e-12,2.7678216398708767e-06,0.011671187930183131,4.061351047041619e-09,6.333377886813508e-06,0.01161347372382446,4.035333665581764e-09,3.3982750985736994e-07,5.1581731468572364e-05,1.7553295930184937e-10,2.1114082939424776e-08,9.389520181175618e-05,3.773984799646918e-10,3.773984799646918e-07,0.00037739847996469183,1.270420534847319e-10,1.270420534847319e-07,3.686162546213405e-05,9.767605879563456e-11,1.1059626274045563e-08,0.0001370450843665915,9.7430930272087e-10,3.100991661649578e-05,0.035530226058637135,5.362932662853201e-09,5.577862432112294e-06,0.0038439593325336804,4.299977358036213e-09,2.2519177401079183e-06,0.0012615986191235036,3.979007413023245e-09,2.2429414330577562e-06,0.0010650067907286192,2.8356327669771905e-29,1.8501715037638785e-27,9.222851952150693e-25,1.4053832327357898e-10,1.5377239345885586e-07,3.624088348532871e-05,9.91067706567198e-13,1.5067687390355594e-06,3.295240971274814e-05,9.968449460073286e-10,1.9111192544354535e-08,1.5762292012780258e-05,2.1073311700441476e-11,4.549208326779613e-07,2.2257572373538917e-23,2.53453969482305e-29,7.742667841380623e-28,3.599274912566638e-25,7.026736957243436e-31,2.7071377978987545e-07,0.0026938540133870236,2.1170495378530075e-09,9.632178363407544e-08,0.003831313299552772,1.065220784086699e-10,4.031206821646695e-06,0.005602028618929465,7.69342481035704e-10,1.0209727896896554e-37
2,0.001,1e-06,1.0,6.172101725047686e-05,6.172101725047685e-08,0.06172101725047686,2.653854164399406e-07,3.33737309402444e-09,0.0002120213873654661,8.5311687582262e-06,8.531168758226199e-09,0.0085311687582262,5.820574358139464e-07,3.839204722846785e-11,0.001145260549483716,2.5825522002733276e-07,2.2439275357608048e-09,0.001028177195083368,4.313977879095386e-06,8.298003180168518e-10,0.0026002448641608395,8.36012001831533e-07,2.010459082724626e-09,7.0717447203027906e-06,2.7678216398708767e-06,1.167118793018313e-08,0.004061351047041619,6.333377886813508e-06,1.161347372382446e-08,0.0040353336655817645,3.3982750985736994e-07,5.1581731468572364e-11,0.00017553295930184938,2.1114082939424776e-08,9.389520181175618e-11,0.00037739847996469183,3.773984799646918e-07,3.773984799646918e-10,0.0001270420534847319,1.270420534847319e-07,3.686162546213405e-11,9.767605879563456e-05,1.1059626274045563e-08,1.370450843665915e-10,0.00097430930272087,3.100991661649578e-05,3.5530226058637133e-08,0.005362932662853201,5.577862432112294e-06,3.84395933253368e-09,0.0042999773580362135,2.2519177401079183e-06,1.2615986191235036e-09,0.0039790074130232455,2.2429414330577562e-06,1.0650067907286191e-09,2.8356327669771907e-23,1.8501715037638785e-27,9.222851952150692e-31,0.000140538323273579,1.5377239345885586e-07,3.624088348532871e-11,9.91067706567198e-07,1.5067687390355594e-06,3.2952409712748144e-11,0.0009968449460073287,1.9111192544354535e-08,1.5762292012780258e-11,2.1073311700441475e-05,4.549208326779613e-07,2.2257572373538915e-29,2.5345396948230497e-23,7.742667841380623e-28,3.599274912566638e-31,7.026736957243436e-25,2.7071377978987545e-07,2.6938540133870234e-09,0.0021170495378530075,9.632178363407544e-08,3.831313299552772e-09,0.0001065220784086699,4.031206821646695e-06,5.602028618929465e-09,0.000769342481035704,1.0209727896896554e-37
3,0.06173740238299307,6.173740238299308e-05,6.173740238299308e-05,1.0,0.001,0.001,0.009431258007810769,8.478693934976929e-06,1.5571768442533947e-05,0.0023972467155282846,2.3972467155282845e-06,2.3972467155282845e-06,0.0021947318371653437,3.7078601073130816e-07,5.877729874336154e-07,0.0011009567489248247,2.294747020731751e-06,6.325830925045514e-08,0.0008355296154730873,5.629953210411189e-07,1.5140589512930553e-06,0.00045823269459714324,3.487048233528666e-07,1.1481430793266622e-07,0.0012962894380953202,1.1071034274100923e-06,3.889588235583598e-07,0.0031065020297614157,8.01506259077604e-06,2.9602435128992004e-06,0.0005518900626152044,7.841080843465042e-09,1.4772125855924131e-08,6.698784222188322e-05,2.345754968441799e-08,1.4842057239451177e-09,1.4842057239451177e-06,1.4842057239451177e-09,8.083512364910126e-09,8.083512364910126e-06,2.391920141776621e-09,1.7359349135412454e-09,3.485329208378592e-05,1.912083225446996e-09,2.7871399525096698e-08,0.07104113870255542,4.82938402666611e-05,2.8237577451318032e-05,0.0020185147177902026,3.101350642645231e-07,5.286476800564158e-06,0.0009408877671769111,2.0833911477616656e-07,2.341186882578334e-06,7.21190595035922e-06,8.816040408763432e-07,8.820168488658723e-28,4.3725954485501804e-24,1.4696175696913058e-27,8.98643898530876e-09,0.00014942213714005473,2.0724991721934207e-08,3.2344907122508754e-08,0.00048480377632458146,1.9189212303015147e-08,2.1081912181784003e-07,0.00016009819694585902,8.283171681437932e-09,4.038336133795641e-08,4.2748001696445154e-05,1.941440801135637e-26,2.3631960224610423e-26,7.630638061939385e-24,3.7665126066799703e-28,4.041266061465148e-28,0.0009075278147015359,3.270525919222109e-07,5.566913119121774e-07,0.0002283891268845142,1.725474785837172e-07,3.934531392843352e-07,0.002485421724299572,8.889698518782947e-06,1.8364309840446327e-07,2.996431959339974e-35
4,6.173740238299308e-05,0.06173740238299307,6.173740238299306e-08,0.001,1.0,1e-06,9.43125800781077e-06,0.008478693934976928,1.5571768442533946e-08,2.3972467155282845e-06,0.0023972467155282846,2.3972467155282844e-09,2.194731837165344e-06,0.00037078601073130816,5.877729874336154e-10,1.1009567489248246e-06,0.002294747020731751,6.325830925045514e-11,8.355296154730873e-07,0.0005629953210411189,1.514058951293055e-09,4.5823269459714327e-07,0.0003487048233528666,1.148143079326662e-10,1.2962894380953202e-06,0.0011071034274100923,3.889588235583598e-10,3.1065020297614156e-06,0.008015062590776039,2.9602435128992e-09,5.518900626152045e-07,7.841080843465042e-06,1.477212585592413e-11,6.698784222188322e-08,2.3457549684417988e-05,1.4842057239451177e-12,1.4842057239451177e-09,1.4842057239451177e-06,8.083512364910126e-12,8.083512364910126e-09,2.391920141776621e-06,1.7359349135412452e-12,3.4853292083785927e-08,1.912083225446996e-06,2.7871399525096695e-11,7.104113870255542e-05,0.0482938402666611,2.823757745131803e-08,2.0185147177902027e-06,0.0003101350642645231,5.286476800564157e-09,9.408877671769111e-07,0.00020833911477616656,2.341186882578334e-09,7.21190595035922e-09,0.0008816040408763432,8.820168488658723e-31,4.37259544855018e-27,1.4696175696913057e-24,8.986438985308759e-12,1.4942213714005475e-07,2.0724991721934205e-05,3.2344907122508755e-11,4.848037763245815e-07,1.9189212303015146e-05,2.1081912181784002e-10,1.60098196945859e-07,8.283171681437931e-06,4.03833613379564e-11,4.274800169644516e-08,1.941440801135637e-23,2.363196022461042e-29,7.630638061939384e-27,3.7665126066799704e-25,4.041266061465148e-31,9.07527814701536e-07,0.0003270525919222109,5.566913119121774e-10,2.283891268845142e-07,0.0001725474785837172,3.9345313928433517e-10,2.485421724299572e-06,0.008889698518782947,1.8364309840446326e-10,2.9964319593399736e-38
5,6.173740238299308e-05,6.173740238299306e-08,0.06173740238299307,0.001,1e-06,1.0,9.43125800781077e-06,8.478693934976928e-09,0.015571768442533947,2.3972467155282845e-06,2.3972467155282844e-09,0.0023972467155282846,2.194731837165344e-06,3.7078601073130813e-10,0.0005877729874336154,1.1009567489248246e-06,2.294747020731751e-09,6.325830925045514e-05,8.355296154730873e-07,5.629953210411188e-10,0.0015140589512930552,4.5823269459714327e-07,3.4870482335286656e-10,0.00011481430793266621,1.2962894380953202e-06,1.1071034274100921e-09,0.0003889588235583598,3.1065020297614156e-06,8.015062590776039e-09,0.0029602435128992,5.518900626152045e-07,7.841080843465041e-12,1.477212585592413e-05,6.698784222188322e-08,2.3457549684417985e-11,1.4842057239451177e-06,1.4842057239451177e-09,1.4842057239451177e-12,8.083512364910126e-06,8.083512364910126e-09,2.3919201417766205e-12,1.7359349135412453e-06,3.4853292083785927e-08,1.912083225446996e-12,2.7871399525096696e-05,7.104113870255542e-05,4.82938402666611e-08,0.02823757745131803,2.0185147177902027e-06,3.101350642645231e-10,0.0052864768005641575,9.408877671769111e-07,2.0833911477616654e-10,0.002341186882578334,7.21190595035922e-09,8.816040408763432e-10,8.820168488658723e-25,4.37259544855018e-27,1.4696175696913057e-30,8.98643898530876e-06,1.4942213714005475e-07,2.0724991721934203e-11,3.2344907122508755e-05,4.848037763245815e-07,1.9189212303015146e-11,0.00021081912181784002,1.60098196945859e-07,8.283171681437931e-12,4.0383361337956405e-05,4.274800169644516e-08,1.941440801135637e-29,2.3631960224610422e-23,7.630638061939384e-27,3.7665126066799703e-31,4.0412660614651476e-25,9.07527814701536e-07,3.2705259192221087e-10,0.0005566913119121774,2.283891268845142e-07,1.7254747858371718e-10,0.0003934531392843352,2.485421724299572e-06,8.889698518782946e-09,0.00018364309840446328,2.9964319593399736e-38
6,0.00025246298692489544,2.5246298692489545e-07,2.5246298692489545e-07,0.008969639963964543,8.969639963964544e-06,8.969639963964544e-06,1.0,0.00013851692354014726,2.4927329130983264e-05,0.05676947150062622,5.6769471500626226e-05,5.6769471500626226e-05,0.0037272059117482896,3.4490165354061695e-06,3.3008681354586143e-06,0.008711766272983763,2.445005000192501e-05,5.371461589667162e-06,0.014872288730984186,1.0987523913759529e-07,4.716461788121176e-06,0.0001246400703571559,2.369517940746139e-06,3.099277047772326e-06,0.009116161022947425,9.734110038724708e-06,1.1117761063624369e-05,0.011708694367373049,5.0781606862359536e-06,2.3172422109944976e-06,0.00763260039479671,1.7333242882389979e-07,5.060309510632247e-07,0.0005934465224910825,1.2936141584272318e-07,2.039211158841551e-07,0.0002039211158841551,2.039211158841551e-07,2.110739894654734e-08,2.110739894654734e-05,6.752197283675769e-09,1.690919747218015e-08,2.1034516796506623e-05,8.329316158808549e-08,4.885547967048115e-07,0.002191436457420887,1.6363662061685313e-05,9.87339859337981e-06,0.008013025446044842,7.523930924012962e-06,1.5648464084860103e-05,0.019672691015417396,4.537002623156197e-07,3.8594329878529546e-05,0.00030218980543533205,3.9319147424622596e-07,3.5384364286398285e-26,4.8796682813907246e-24,4.681884607880643e-27,1.1809289236315989e-07,0.0005260156893923831,1.099344324166553e-07,7.873514554874166e-08,0.00018834283467006208,2.5017018935788955e-08,2.710844447445028e-07,0.00022664968665676226,1.2849593109986499e-09,2.9993424560912396e-08,0.00014588872974138532,7.573514978877998e-28,1.6578558107791374e-26,1.1321523980374283e-23,3.297986403550864e-27,2.9218960190494426e-27,0.0003892804355289221,1.845413926315834e-05,1.4328885236924063e-05,0.002775228391101112,1.4421768204478478e-06,3.281188995217242e-05,0.009608369927051722,3.2507429480941214e-05,1.1280641571122805e-06,3.6293230036007327e-34
7,3.487540957341245e-06,0.003487540957341245,3.4875409573412445e-09,8.857848282120898e-06,0.008857848282120898,8.857848282120897e-09,0.00015215867969241368,1.0,2.0328780375229037e-07,4.403201003017588e-05,0.04403201003017588,4.4032010030175876e-08,1.3021020845277496e-05,9.999220499340382e-05,1.647413651985517e-08,9.116259296186235e-06,0.0029211848995292994,5.515591947055739e-10,1.642182434592611e-06,0.00038931403639175705,1.372173220172733e-09,4.3978250801291784e-06,0.0063466494234208585,2.214221503247892e-09,2.007834980681538e-07,0.005024257454125768,1.5272581116409165e-09,2.791190089337333e-07,0.014256147726565369,2.0055071224065294e-09,2.9062769116298946e-05,0.00031243439686137487,4.410178904006722e-10,6.730660323180763e-07,0.0001354857681427558,1.5391028314894667e-10,1.5391028314894667e-07,0.00015391028314894667,2.9825439293507565e-11,2.982543929350757e-08,3.801111172880022e-05,2.5002235012889776e-11,1.1952666749827695e-08,5.968027725609664e-05,5.386156744317595e-10,1.2252149528216454e-06,0.004576315746913615,2.020248985223725e-08,9.736170162389971e-06,0.0030699018145901773,1.0275359944134332e-08,8.036110928951103e-06,0.0008012503622233384,2.80437086584095e-08,3.502021548488902e-06,0.0019308573186485216,3.3928579161590315e-29,2.900630105753529e-27,8.2094438426340645e-25,7.180532588135437e-11,1.0138873207845415e-06,0.00010187855092464097,5.833078490451623e-11,2.3379415592419335e-06,0.00016823993103411361,3.053314176569102e-10,1.4678265065509335e-07,1.9283228106070035e-05,4.66326846914279e-11,1.9252521171643752e-07,7.308713446951833e-24,1.6511528525775804e-29,1.995621353567988e-27,3.973096179443411e-24,3.7327842150491234e-30,2.316874290145286e-06,0.01169712573086709,3.878288293425845e-09,3.7366523018583267e-07,0.007606816177374556,6.696236240269617e-09,2.917276249218271e-06,0.05140991194091647,5.217858812705122e-11,1.6519222247693032e-36
8,1.8911787076465695e-07,1.8911787076465694e-10,0.00018911787076465695,1.3885948728398499e-05,1.3885948728398498e-08,0.013885948728398498,2.3372651479825987e-05,1.735200504391988e-07,1.0,1.805189413328711e-05,1.805189413328711e-08,0.018051894133287113,1.5220878583746201e-05,7.28976277423259e-09,0.0012152308302095403,5.3581117685321255e-06,1.3818758577471918e-08,0.0009902829636570687,4.0545272968780375e-06,1.3632364999486104e-10,0.0019556238219169656,1.4886151112263868e-06,6.788975922575404e-09,0.0024969880932786993,1.5221580481039975e-06,5.176243593937034e-09,0.007848201131645104,9.451515645736237e-06,2.8587313367059065e-08,0.006952217741420297,9.484208191355705e-06,5.604758012360325e-12,0.001192404602321133,6.843765022021371e-07,2.1373801672396364e-10,0.00023727646654429503,2.3727646654429504e-07,2.37276466544295e-10,5.052366591973212e-05,5.052366591973212e-08,1.2343085418653122e-11,6.503558016877068e-05,1.9903779299634656e-07,3.6289295273761794e-11,0.00034930819875320394,6.0722651995885235e-06,3.959515506787986e-09,0.020550152688678054,6.088105138828818e-06,3.895827993424965e-09,0.0015569837601951532,1.8843861702785097e-06,1.4027388332047177e-09,0.007971173236337685,9.011202241611608e-07,3.948890080645041e-09,1.519723871167134e-23,4.60331379565495e-27,1.1857122322431401e-31,1.4441798317425822e-06,5.319214506947255e-09,1.21198456967818e-10,1.9395562947067695e-05,1.7585817314584472e-06,2.0695104089285984e-10,1.6429767927636036e-05,3.7470964811360654e-07,9.940649062387461e-11,7.721811455834771e-06,6.37513734048892e-08,1.2720564017896248e-30,3.5834442281833863e-23,1.1385866219046137e-27,2.6237889857802462e-30,2.4989543106357452e-24,1.5668445508559805e-05,9.478249223874444e-10,0.000416173498377403,3.6700223782383594e-06,2.6526222109264204e-09,0.008733659701662459,2.6436634551223254e-06,1.7990099833065165e-08,0.002642473131993461,1.8536590716167982e-37
9,0.008963953146571967,8.963953146571966e-06,8.963953146571966e-06,0.002518190028722163,2.518190028722163e-06,2.518190028722163e-06,0.06270255439333398,4.4273616589141996e-05,2.1264781527933184e-05,1.0,0.001,0.001,0.056904007297942434,1.8139035764646547e-06,1.8656299407110432e-06,0.0014275872851973318,1.0910422579794154e-05,1.4769196766917412e-07,0.0006416655754677774,2.889205359683793e-06,4.310889131438301e-07,0.00040971741040339457,1.8393423355254766e-06,7.285525030806069e-08,0.005150282263539586,2.39338267447343e-06,1.4059052925892566e-06,0.006963042957410552,1.9363355238766903e-06,1.4140300573822319e-06,0.003092002383703311,6.35054624274957e-08,9.299614900943208e-09,1.1750917318644717e-05,2.2762520606916788e-08,2.7090112055909034e-08,2.7090112055909033e-05,2.7090112055909034e-08,1.2476147103269753e-08,1.2476147103269753e-05,9.53014992458235e-10,1.099536495329038e-09,3.886228143161216e-07,2.3988913117058374e-08,9.974845596741943e-08,0.004323923906283078,1.159246977646309e-05,2.008006583142077e-06,0.0026447465245650436,1.1645469497052629e-05,2.0066190318500229e-07,0.005318293647385742,9.181881049257826e-06,5.814572034449678e-06,0.0014188799199378428,3.0756451519436322e-06,3.016006517651258e-27,8.393946961891077e-26,8.358680952278549e-27,2.713482696002868e-08,1.1026698190490829e-05,1.411671333633674e-07,1.6668531485306427e-08,0.0006781320183494432,6.794215911781409e-08,1.405639224565054e-07,1.3544226994843394e-05,6.766925947018013e-09,1.8945381884081617e-08,4.1620274294024713e-05,8.252381502192046e-28,1.5881102891940707e-27,3.2397483523680606e-25,4.28116665278049e-28,5.222297720399142e-27,0.0008987480399954828,3.5509720153946034e-05,2.12785005600722e-05,0.002156795828715756,4.6647185183280434e-07,1.5968142104522667e-06,0.001753577714306872,0.00010951224171809136,1.417070869493947e-07,4.3981909308153995e-35
