,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53
0,1.0,0.003630963052767155,0.00013024355917696468,0.0007603622862056462,0.08162138952880073,0.00026484096658675754,0.0002157443467737929,0.003276739955497319,0.010978109394501341,9.603796737368675e-05,3.526466410819008e-07,3.934553876073154e-05,4.1958943643944174e-05,6.9552822741269245e-06,1.355760574896759e-06,3.3483063482391233e-06,0.01018284714856896,0.0017845258543993715,1.9748271073501012e-05,0.0002669429935419878,0.00012007136427186775,4.089952577829512e-05,2.6259895109882335e-06,0.00013438487106038819,0.0005329463521940211,0.00015813452531318454,5.9131207666664694e-05,0.0007235909704923088,0.03720157058373332,4.869697093174308e-05,4.119311473426065e-05,0.005417188967296107,0.07496738028281273,0.001503827969874931,6.740321467228019e-07,7.318025347256275e-05,0.0005342113506366834,4.2788581600872854e-05,2.143000249968678e-06,1.5298077696429978e-06,0.00031342093854164253,1.7439552465828626e-05,5.998611221808653e-06,0.00030780927614236275,0.011907215146722942,0.00013585081205033257,1.0156380861759357e-05,0.000473170400466557,0.0008554058904747267,6.280332093979804e-05,4.3818282392196873e-07,8.00774139772869e-05,0.0049340648812830476,0.00245683128078673
1,0.0036248001125197397,1.0,0.0024924873318504515,6.471076332108696e-05,0.0034299540849456766,0.04570382619164662,0.0004212951515042327,1.5712887754045133e-05,0.00012935908056585426,0.001662196357793177,2.3929404571073014e-05,1.252373235399632e-07,2.097799416326547e-06,4.0830930295432676e-05,2.633995901262439e-06,1.5961641216110536e-06,1.708613385811989e-05,0.001123155172958721,5.4921519615819303e-05,1.0171697490365491e-07,1.2595342730149738e-07,6.50779245072161e-06,2.5580596788581784e-06,2.3475746384045423e-07,1.004214335384326e-06,3.239152385348061e-05,0.00022049984206340764,8.579943149375119e-06,0.0028067447673816096,8.609935056647332e-05,0.0017638851593279312,0.0005172327889502111,0.0020691714350553458,0.02462245675357541,1.7047376126554162e-05,5.982285009260649e-07,2.04153536539541e-06,1.1299336992536156e-05,2.250300375821512e-06,2.6721383279854073e-07,6.680043263922635e-06,0.000665963579240696,3.904533572531415e-06,3.43224000548072e-07,4.2989867200193604e-05,0.0008454952851178105,3.632947996091951e-05,6.162474797470455e-07,9.820632020856428e-05,4.7355855163228353e-05,3.5632453991378877e-06,7.877830053989346e-08,1.585679668630019e-05,0.005548142158578989
2,5.7709498110633645e-05,0.0011062716126704721,1.0,4.277760078016882e-06,8.957253535729664e-05,0.0011427657450624649,0.003590898984212384,3.9072757669177064e-07,1.7259374510903286e-05,0.00022187175220299144,0.001263759145814502,5.419540217559385e-09,4.8878968177585584e-09,8.007412394667447e-07,5.2963911455638456e-05,6.98416884124018e-08,7.87468901696643e-06,0.00010824182337345391,0.0017427148763559468,2.3829021141057087e-07,1.3749650102512555e-06,2.4214250978662016e-05,0.00040927047282448924,1.3431266167944092e-07,1.3047887214662337e-06,7.147281076491553e-05,0.0009389031922238721,1.5052583029386486e-06,0.0005490496943087112,7.27988427269865e-06,0.07190209928529512,1.206078711480769e-06,6.767392332069424e-05,0.0004894206093662843,0.0002584040848599283,5.8535575635448355e-08,6.75250444012175e-07,4.535157468098494e-07,0.0001278021608609405,4.425834851603654e-09,6.25311043361382e-07,9.577783547307297e-06,0.0012043311361757058,1.2251333835227557e-07,9.101099028712066e-06,1.867765238245195e-05,0.017138411750282235,5.829567849146603e-07,3.206830586888784e-06,6.036438845694636e-05,0.00019281230448992337,1.324493986500743e-07,0.0001308935088712087,2.6690065122479234e-05
3,0.0007408899828792221,6.316077423029778e-05,9.407160129016233e-06,1.0,0.004864106054276129,1.1587219782076472e-05,3.847495440109445e-07,0.0025169293574306903,0.0001855295281741867,1.0896732341033632e-06,1.2874343064245519e-08,0.00022285802268413616,4.070997092685039e-06,1.2501383424008493e-06,1.4114886549375805e-08,0.00027348709507806217,4.211481728402501e-06,3.8128463192837253e-06,4.909119713522184e-08,0.000842020521169093,1.7566262576452046e-06,3.6221642394786107e-07,9.39423186442915e-09,7.640768616447339e-05,9.169649780943076e-06,3.0378222741525117e-06,2.832070933279245e-07,0.003619589023661861,0.0035344645542018643,3.887331221630143e-08,6.322135274021816e-06,0.05204959480467663,0.002323416028960186,0.0006844763004383829,4.8112708771835726e-08,0.0006054777955390328,2.4479866424302343e-07,2.0984325154037814e-08,6.084525725700833e-09,9.120921699296061e-05,1.3456181070301888e-05,1.573021260755603e-07,3.4269544168210336e-08,0.0010465523146516043,3.606459750674439e-05,1.0037918746009862e-06,1.128817691815155e-07,0.0012276838166947338,6.151260288283634e-05,8.857380727365888e-07,3.0946388074330016e-08,0.00013885895881190826,0.004352112439723786,5.342950245721325e-05
4,0.04556427294052739,0.0019179908643410474,0.00011285070752246749,0.002786700792274041,1.0,0.008006490421477533,0.0001526090623765075,0.0038187113569695848,0.06582559502029794,5.4580116239940344e-05,1.975783219167041e-06,1.5026667158042075e-07,0.00022991470240623792,0.00010038312534107121,4.424243813001163e-06,0.0007134467964114095,0.006846431845925482,0.0006777229822876827,8.041476213568545e-05,0.0016595120922252807,0.00039219819351396745,7.250850438584897e-05,5.467424437735165e-07,9.589768768920099e-05,0.0029688291921772555,0.0014443531728426397,0.00012212238168689117,0.003000155815175466,0.07504671980266488,0.00013973372645482393,5.593680717751614e-05,0.0004546257432129393,0.05091613590386395,0.00044753731360323466,5.4910802034515254e-06,4.886126936628708e-05,0.0017677744473379201,8.874244641851534e-05,9.708822989686906e-07,2.3699527331698054e-05,0.0013083456706817502,0.0002558454527390532,9.7550183632458e-06,0.0007065871229897995,0.07158570537272614,0.000466675558713334,0.00023360854959881454,0.002804966452202555,0.001069863132737322,8.735719811199449e-05,6.459360248466583e-06,0.00016102087859644896,0.005148042568931499,0.009332485871300937
5,9.861777841818952e-05,0.01704748736207911,0.0009603647759337171,4.4280869491988986e-06,0.0053406212355664555,1.0,0.005219879150204612,0.00026235455029723683,0.0012948065823102269,0.009456167315597354,9.951549721708899e-05,4.877467852380305e-07,2.5395739884270814e-05,0.000886105783754814,7.89385441656052e-05,3.747460321013018e-05,0.0005248592718872404,0.03535551913936314,0.00017467822487601426,4.428784708974436e-05,0.00017831552547398213,0.006216413063920008,2.1073670076981704e-05,2.0636569205695815e-05,0.0004784586347456357,0.0058280523325768725,0.0006553532779965212,3.267209765730632e-05,0.0005744126794994771,0.006460050950258669,0.0023150613866644476,1.04974246989094e-05,0.0013202169788416372,0.009016368861750753,9.94835279649784e-05,6.716572259576752e-06,0.00013814021541124028,0.0014033644840908677,3.0245915946977152e-05,3.2565310536241836e-06,4.935534466715788e-05,0.008473115686053587,6.096481416980797e-05,3.666183746706854e-05,0.0031718326923565244,0.011564467523140913,0.004106840306487342,0.0003756858440394449,0.00014307326840541957,0.008832117856897512,0.0004433760141543087,3.7295958409880383e-05,0.00018291748979321022,0.22087034569980538
6,0.0001743218241516647,0.0003409860133898255,0.006548238422701854,3.1904893252880667e-07,0.00022088803948762094,0.011326682712732149,1.0,3.9621076634617386e-05,0.0001542403485936684,9.167318166014611e-05,0.0002145014243905491,2.130705767215322e-08,1.0819719227444793e-06,1.4580655813061737e-05,0.00019181450760746025,3.0944489575474464e-09,3.348052892020992e-05,0.0017455209353696025,0.001409840683095829,6.075917025895947e-07,7.192064888917976e-06,0.0002486154956804134,0.0021906785918396027,1.0393676646577736e-06,1.3339402036382656e-05,0.0025573723722814457,0.004032930259664175,7.524477598164121e-06,3.458393685111124e-05,0.00011652424263848862,0.003270855825523733,1.680406947197026e-06,1.2672344759897126e-05,0.0029716244890069035,0.0006611516609408108,3.896786725192834e-07,2.1457772196515457e-06,0.0001443208130023953,0.00034814362740686564,4.957080317101717e-07,8.831560792537057e-06,2.535252766775576e-05,0.0008467167175044282,3.903749709625776e-06,3.5307811341452355e-05,0.0004292144201735362,0.015007915556330647,1.7388602089941709e-06,2.0180726550297756e-05,0.0003127686796192261,0.0037979264778665207,1.4334921334924879e-06,2.0867107230128906e-05,0.010801146279234564
7,0.0012638895254732743,6.071009507438434e-06,3.4013408896484567e-07,0.0009963341333317232,0.0026385389516518673,0.00027176009659617557,1.891389932773724e-05,1.0,0.0033509701972792485,1.8703822306331993e-06,2.2544842802520708e-07,0.00013625610639213348,3.477469418596833e-05,5.659716270364828e-06,2.4542859681229452e-08,0.004627939600976205,0.000597030866008146,8.333200716765195e-05,4.30586770430368e-06,9.556494542451875e-05,0.0002505242188984211,2.89903415400367e-05,5.415320597246633e-07,0.019172468200836255,0.00047671038846563925,5.330826060775061e-05,3.4540408355079355e-06,0.01770156169346582,5.3842679000987594e-05,1.1310378137699389e-05,1.0161903419487486e-06,0.00012729222924538682,0.0011937542541771628,4.714058330037636e-05,1.0883754997743464e-08,0.0008393920702727146,0.00010110128107142122,3.863948783949205e-06,1.0496849016442684e-08,0.002332475629470057,4.5367332091965616e-05,1.623406503427316e-05,5.353461313876781e-07,0.0016032065550107126,0.0006154743900739263,2.1625978276875456e-05,3.4714056626346466e-06,0.052481968918955874,1.5660407088225264e-05,3.9081221105685336e-05,8.37371683020568e-07,0.020736924876116704,0.00029201385821572894,0.0007362033198571791
8,0.0034885373151382856,4.117660211254969e-05,1.2377981510020796e-05,6.050561834021447e-05,0.03747055721554357,0.0011049704566995948,6.0659870590910285e-05,0.002760700196622997,1.0,0.00011215324941671946,2.721180568614184e-06,1.455196558695125e-05,7.269938541812366e-05,5.325994097896608e-05,8.391176397722468e-06,0.0002455769561918818,0.008747612360471438,0.00023649670284580767,3.883465580467668e-06,0.00023185376791881487,0.0003061352068485004,2.1009029448268695e-05,3.90806408088582e-06,3.880800653268345e-05,0.0004342700149952945,0.00011167745365367454,9.989117527096889e-05,0.002954314673594266,0.00020166001982689012,3.7995758874282254e-06,3.4755349805227013e-06,0.0003562571553733332,0.002395697035051464,6.262028358018765e-05,2.34587745709198e-06,0.0001458446661979563,3.785254218159259e-05,5.4556090795798754e-05,2.3304362851747136e-06,1.2122726156740273e-07,0.0020600323850127195,1.3170247920763003e-06,1.397940965705641e-05,0.0006543810456731995,0.02795221373376731,0.0001852201922975797,0.00024080254963373715,0.00020159833477752018,0.0393234038230823,5.102856516181233e-05,3.3292203158888843e-06,1.509404812289156e-05,0.00020142228051746422,3.139883045954591e-05
9,4.601856714479325e-05,0.0007978297487578489,0.00023993914335127643,5.358623700896719e-07,4.684941021372046e-05,0.012168449098038528,5.4365088535564e-05,2.323557169669965e-06,0.0001691165750425764,1.0,0.006556361607287395,1.6673733144556445e-05,0.00013146498849341836,0.005528468788884935,1.1671835055601445e-05,5.002964387342427e-06,0.0008255957668093372,0.00022232882997606502,0.0009327039303935425,6.081479485692332e-06,0.00015451343564121584,0.001390687589967458,3.012482529969712e-05,2.8123907594898434e-06,6.948160022455647e-06,0.03190916309260352,0.00011749600047558898,2.697062922482239e-06,2.592850191740575e-05,0.15189141031754094,5.570264849989792e-05,6.265584681425047e-08,0.00017421800572755652,0.0022589455049700463,0.0038359898361820127,5.986370357335126e-05,0.006784360973186368,0.004691786092223912,8.529144811514431e-05,2.5925057484443065e-05,0.0008049097255288019,0.0040302956899128635,0.00117772660037413,8.28667677048777e-06,0.0008938585219634811,0.014612423155916628,0.000497320860883197,1.8216397374562342e-05,0.0001885376310885398,0.0004460194228311978,5.850713376088111e-05,1.1592072382921303e-06,6.94364349043598e-06,0.004893860701328431
