,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96
0,1.0,1.0000000000000002e-06,0.0001,0.01,0.002030746088518767,2.0307460885187673e-09,4.815688629868485e-07,4.815688629868485e-05,0.0052130477292298815,5.213047729229882e-09,5.213047729229881e-07,5.2130477292298814e-05,0.0015860834145080844,1.6946465576467363e-10,1.694646557646736e-08,1.694646557646736e-06,0.00028197810036427055,2.819781003642706e-10,8.134907819868507e-08,2.3320253295779187e-07,9.337690765088347e-05,1.496410170742158e-10,4.7646271860091526e-09,5.46476062634209e-07,1.5124963150202566e-05,1.5124963150202568e-11,1.5124963150202567e-09,9.481349877702589e-07,0.00020625296029930942,2.0625296029930945e-10,2.0625296029930944e-08,2.0625296029930942e-06,4.068859097880186e-05,8.515627672098447e-11,6.178706522665567e-10,4.00204455530198e-06,4.939319472475538e-05,4.939319472475539e-11,1.5993938059008597e-08,2.6949896407038523e-08,1.4139194502779252e-05,1.4139194502779255e-11,4.924999470271766e-08,7.964908301921556e-08,6.413151554605046e-05,3.00457583724272e-14,1.528105474081722e-11,1.082419551893281e-09,6.990422169894928e-08,1.206475496252831e-10,5.744165373073826e-10,5.486588305864746e-07,0.0011108699596138723,1.8695651666756684e-71,1.3157447789665194e-70,1.616507094496526e-67,0.06790097812787196,6.790097812787198e-08,1.4984727014863766e-07,0.00010961950082472367,0.016630042384898618,6.051082618475006e-09,1.4771273724901716e-08,2.9792715169546565e-05,0.0004385518602923971,1.4247905818868049e-10,1.0303910742779957e-08,7.96212937920984e-06,0.0004236491737575597,8.914785258215707e-10,1.0182702909892788e-08,1.4083395631172983e-05,0.00029483727683272373,7.931125028224789e-11,9.085441364162302e-09,3.162358604884806e-07,1.4043400798804065e-05,4.882853996669466e-10,6.176053670703417e-09,7.036006902455063e-06,2.5992996683179833e-05,2.456444187980609e-10,9.897048684149603e-09,7.912247484364072e-07,1.4956457949438555e-05,7.359451224780181e-14,1.3093057153228443e-11,3.2261116327243154e-68,2.748178317117972e-65,1.89017219772976e-113,6.938115349614683e-78,2.0883997556682166e-67,2.571231749322676e-66,8.093580350436097e-72,1.3010370832262048e-69,1.9647966090281968e-05,0.00011950748010544282
1,1.0000000000000002e-06,1.0,0.01,0.0001,2.0307460885187673e-09,0.002030746088518767,4.815688629868485e-05,4.815688629868485e-07,5.213047729229882e-09,0.0052130477292298815,5.2130477292298814e-05,5.213047729229881e-07,1.5860834145080846e-09,0.0001694646557646736,1.694646557646736e-06,1.694646557646736e-08,2.819781003642706e-10,0.00028197810036427055,8.134907819868507e-06,2.332025329577919e-09,9.337690765088349e-11,0.0001496410170742158,4.764627186009153e-07,5.46476062634209e-09,1.5124963150202568e-11,1.5124963150202566e-05,1.5124963150202567e-07,9.481349877702589e-09,2.0625296029930945e-10,0.00020625296029930942,2.0625296029930942e-06,2.0625296029930944e-08,4.0688590978801866e-11,8.515627672098445e-05,6.178706522665567e-08,4.00204455530198e-08,4.939319472475539e-11,4.939319472475538e-05,1.5993938059008595e-06,2.6949896407038526e-10,1.4139194502779255e-11,1.4139194502779252e-05,4.924999470271766e-06,7.964908301921556e-10,6.413151554605046e-11,3.00457583724272e-08,1.5281054740817222e-09,1.082419551893281e-11,6.990422169894929e-14,0.0001206475496252831,5.7441653730738266e-08,5.486588305864746e-09,1.1108699596138724e-09,1.8695651666756681e-65,1.3157447789665193e-68,1.616507094496526e-69,6.790097812787198e-08,0.06790097812787196,1.4984727014863766e-05,1.0961950082472367e-06,1.663004238489862e-08,0.006051082618475005,1.4771273724901716e-06,2.979271516954657e-07,4.3855186029239714e-10,0.00014247905818868045,1.0303910742779957e-06,7.962129379209839e-08,4.2364917375755975e-10,0.0008914785258215705,1.0182702909892786e-06,1.4083395631172983e-07,2.948372768327238e-10,7.931125028224788e-05,9.085441364162303e-07,3.162358604884806e-09,1.4043400798804067e-11,0.0004882853996669465,6.176053670703417e-07,7.036006902455064e-08,2.5992996683179838e-11,0.00024564441879806084,9.897048684149603e-07,7.912247484364072e-09,1.495645794943856e-11,7.35945122478018e-08,1.3093057153228442e-09,3.226111632724315e-70,2.7481783171179724e-71,1.89017219772976e-107,6.938115349614683e-76,2.0883997556682168e-69,2.571231749322676e-72,8.093580350436096e-66,1.3010370832262047e-67,1.9647966090281968e-07,1.1950748010544283e-10
2,0.0001,0.01,1.0,0.01,2.030746088518767e-07,2.030746088518767e-05,0.004815688629868485,4.815688629868485e-05,5.213047729229881e-07,5.2130477292298814e-05,0.0052130477292298815,5.2130477292298814e-05,1.5860834145080844e-07,1.694646557646736e-06,0.0001694646557646736,1.694646557646736e-06,2.8197810036427057e-08,2.8197810036427056e-06,0.0008134907819868506,2.3320253295779187e-07,9.337690765088347e-09,1.496410170742158e-06,4.7646271860091524e-05,5.46476062634209e-07,1.5124963150202567e-09,1.5124963150202567e-07,1.5124963150202566e-05,9.481349877702589e-07,2.0625296029930944e-08,2.0625296029930942e-06,0.00020625296029930942,2.0625296029930942e-06,4.068859097880186e-09,8.515627672098445e-07,6.178706522665567e-06,4.00204455530198e-06,4.939319472475538e-09,4.939319472475538e-07,0.00015993938059008595,2.6949896407038523e-08,1.4139194502779253e-09,1.4139194502779254e-07,0.0004924999470271766,7.964908301921556e-08,6.413151554605046e-09,3.0045758372427197e-10,1.528105474081722e-07,1.082419551893281e-09,6.9904221698949285e-12,1.206475496252831e-06,5.744165373073826e-06,5.486588305864746e-07,1.1108699596138724e-07,1.869565166675668e-67,1.3157447789665194e-66,1.616507094496526e-67,6.7900978127871965e-06,0.0006790097812787196,0.0014984727014863766,0.00010961950082472367,1.663004238489862e-06,6.051082618475005e-05,0.00014771273724901716,2.9792715169546565e-05,4.385518602923971e-08,1.4247905818868045e-06,0.00010303910742779957,7.96212937920984e-06,4.236491737575597e-08,8.914785258215706e-06,0.00010182702909892787,1.4083395631172983e-05,2.9483727683272375e-08,7.931125028224787e-07,9.085441364162302e-05,3.162358604884806e-07,1.4043400798804065e-09,4.882853996669466e-06,6.176053670703417e-05,7.036006902455063e-06,2.5992996683179835e-09,2.4564441879806085e-06,9.897048684149603e-05,7.912247484364072e-07,1.4956457949438556e-09,7.35945122478018e-10,1.3093057153228443e-07,3.2261116327243154e-68,2.748178317117972e-69,1.89017219772976e-109,6.938115349614683e-74,2.0883997556682166e-67,2.571231749322676e-70,8.093580350436096e-68,1.3010370832262048e-65,1.9647966090281968e-05,1.1950748010544283e-08
3,0.01,0.0001,0.01,1.0,2.030746088518767e-05,2.030746088518767e-07,4.815688629868485e-05,0.004815688629868485,5.2130477292298814e-05,5.213047729229881e-07,5.2130477292298814e-05,0.0052130477292298815,1.5860834145080845e-05,1.694646557646736e-08,1.694646557646736e-06,0.0001694646557646736,2.8197810036427056e-06,2.8197810036427057e-08,8.134907819868507e-06,2.3320253295779188e-05,9.337690765088347e-07,1.496410170742158e-08,4.764627186009153e-07,5.4647606263420895e-05,1.5124963150202567e-07,1.5124963150202567e-09,1.5124963150202567e-07,9.481349877702588e-05,2.0625296029930942e-06,2.0625296029930944e-08,2.0625296029930942e-06,0.00020625296029930942,4.068859097880186e-07,8.515627672098446e-09,6.178706522665567e-08,0.00040020445553019796,4.939319472475538e-07,4.939319472475538e-09,1.5993938059008595e-06,2.6949896407038523e-06,1.4139194502779254e-07,1.4139194502779253e-09,4.924999470271766e-06,7.964908301921556e-06,6.413151554605046e-07,3.00457583724272e-12,1.5281054740817222e-09,1.082419551893281e-07,6.990422169894929e-10,1.206475496252831e-08,5.7441653730738266e-08,5.4865883058647456e-05,1.1108699596138724e-05,1.8695651666756683e-69,1.3157447789665193e-68,1.616507094496526e-65,0.0006790097812787196,6.7900978127871965e-06,1.4984727014863766e-05,0.010961950082472367,0.00016630042384898619,6.051082618475006e-07,1.4771273724901716e-06,0.0029792715169546565,4.385518602923971e-06,1.4247905818868045e-08,1.0303910742779957e-06,0.0007962129379209839,4.236491737575597e-06,8.914785258215705e-08,1.0182702909892786e-06,0.0014083395631172982,2.9483727683272375e-06,7.931125028224787e-09,9.085441364162303e-07,3.162358604884806e-05,1.4043400798804066e-07,4.882853996669466e-08,6.176053670703417e-07,0.0007036006902455063,2.599299668317983e-07,2.4564441879806084e-08,9.897048684149603e-07,7.912247484364072e-05,1.4956457949438556e-07,7.35945122478018e-12,1.3093057153228442e-09,3.226111632724315e-66,2.7481783171179718e-67,1.89017219772976e-111,6.938115349614683e-76,2.0883997556682167e-65,2.571231749322676e-68,8.093580350436097e-70,1.3010370832262047e-67,0.001964796609028197,1.1950748010544282e-06
4,0.0023970032147110237,2.397003214711024e-09,2.3970032147110237e-07,2.3970032147110236e-05,1.0,1.0000000000000002e-06,1.4963377495579167e-05,0.0014963377495579167,0.01238205972392901,1.2382059723929012e-08,1.238205972392901e-06,0.0001238205972392901,0.004228433021064046,3.510009433223612e-09,3.5100094332236114e-07,3.5100094332236114e-05,0.00019174658836387971,1.9174658836387975e-10,1.0649969683490996e-07,9.16989123038196e-06,4.7469671255862386e-05,1.0063453208318676e-10,3.9768826007237825e-08,4.669190986587125e-07,0.00041697297954047113,4.169729795404712e-10,4.1697297954047114e-08,1.1272395783916504e-06,3.894397366356187e-05,3.894397366356187e-11,3.894397366356187e-09,3.894397366356187e-07,8.692008326879827e-06,2.3242482088209613e-11,9.795986354720733e-09,1.7039731235405728e-06,3.584855785787982e-05,3.584855785787982e-11,8.611979512213417e-09,2.909491373324433e-07,3.264125836199263e-05,3.2641258361992633e-11,3.059519446970797e-08,3.980484517804299e-07,7.632933804403147e-06,8.46270011264279e-15,7.95616362237651e-12,2.8770308678855483e-10,2.2511124342365077e-07,9.369460643525727e-11,1.1590103593585783e-08,5.002528962580791e-07,0.0019772922500728854,4.487820378392366e-71,3.555823959614548e-70,3.864466246605557e-67,0.0011972705001351024,1.1972705001351027e-09,2.298234055437237e-06,7.78932576212947e-05,0.055372411569694635,5.601317452458047e-09,7.455599803516488e-07,5.2707353129980995e-05,7.343912933410674e-05,5.192875247636008e-10,5.531345900569294e-08,1.2779905213510289e-05,0.0031436059382751584,4.3248852379587253e-10,3.567554538096991e-08,6.058367766949755e-06,0.00019816239676098243,4.251279581840328e-11,6.743640290524865e-08,4.516524601823239e-07,0.00015927530547963853,3.4009619759930564e-11,4.792361999918517e-09,1.5536078079142102e-06,1.051663406987262e-05,1.8090231399909914e-10,2.905917040584001e-09,9.960056053945356e-08,1.3023816756427238e-05,6.397063671996322e-14,2.1417187783961476e-11,2.2263909169974386e-68,1.9459167313150684e-65,5.073883046093079e-114,2.628376340257971e-77,5.0065459914440116e-68,9.771095250404411e-66,1.1004446821482684e-71,1.7856363671242461e-69,1.2777354718018452e-05,0.002680696982948898
5,2.397003214711024e-09,0.0023970032147110237,2.3970032147110236e-05,2.3970032147110237e-07,1.0000000000000002e-06,1.0,0.0014963377495579167,1.4963377495579167e-05,1.2382059723929012e-08,0.01238205972392901,0.0001238205972392901,1.238205972392901e-06,4.2284330210640465e-09,0.003510009433223611,3.5100094332236114e-05,3.5100094332236114e-07,1.9174658836387975e-10,0.00019174658836387971,1.0649969683490997e-05,9.16989123038196e-08,4.746967125586239e-11,0.00010063453208318674,3.9768826007237824e-06,4.669190986587125e-09,4.169729795404712e-10,0.00041697297954047113,4.169729795404711e-06,1.1272395783916506e-08,3.894397366356187e-11,3.894397366356187e-05,3.894397366356187e-07,3.894397366356187e-09,8.692008326879829e-12,2.324248208820961e-05,9.795986354720734e-07,1.703973123540573e-08,3.584855785787982e-11,3.584855785787982e-05,8.611979512213418e-07,2.9094913733244337e-09,3.2641258361992633e-11,3.264125836199263e-05,3.059519446970797e-06,3.980484517804299e-09,7.63293380440315e-12,8.462700112642789e-09,7.956163622376511e-10,2.8770308678855484e-12,2.2511124342365082e-13,9.369460643525725e-05,1.1590103593585783e-06,5.0025289625807915e-09,1.9772922500728856e-09,4.487820378392365e-65,3.555823959614548e-68,3.8644662466055567e-69,1.1972705001351027e-09,0.0011972705001351024,0.0002298234055437237,7.789325762129469e-07,5.5372411569694643e-08,0.005601317452458046,7.455599803516488e-05,5.2707353129981e-07,7.343912933410676e-11,0.0005192875247636007,5.531345900569293e-06,1.277990521351029e-07,3.143605938275159e-09,0.0004324885237958725,3.5675545380969908e-06,6.058367766949756e-08,1.9816239676098246e-10,4.251279581840327e-05,6.743640290524864e-06,4.516524601823239e-09,1.5927530547963855e-10,3.4009619759930556e-05,4.792361999918518e-07,1.5536078079142103e-08,1.0516634069872622e-11,0.0001809023139990991,2.9059170405840006e-07,9.960056053945357e-10,1.302381675642724e-11,6.397063671996321e-08,2.1417187783961475e-09,2.2263909169974387e-70,1.9459167313150687e-71,5.073883046093078e-108,2.628376340257971e-75,5.006545991444012e-70,9.771095250404412e-72,1.1004446821482683e-65,1.785636367124246e-67,1.2777354718018452e-07,2.6806969829488983e-09
6,7.998245398382453e-07,7.998245398382453e-05,0.007998245398382453,7.998245398382453e-05,2.1054889543111312e-05,0.0021054889543111314,1.0,0.01,1.5228191399489161e-06,0.0001522819139948916,0.01522819139948916,0.0001522819139948916,7.692658642737435e-07,5.438605874971037e-05,0.005438605874971037,5.438605874971037e-05,9.28576654306024e-08,9.285766543060241e-06,0.0013356018632992533,1.5033602132086934e-05,6.115385116580217e-10,8.873001126812616e-08,0.0002721552445519869,3.7974312362272855e-07,1.8506156635727357e-08,1.8506156635727356e-06,0.00018506156635727356,5.739305154102593e-07,7.413011747278675e-09,7.413011747278675e-07,7.413011747278674e-05,7.413011747278675e-07,7.59009367911597e-09,7.788196144574614e-07,7.115615219310743e-06,4.883915153468625e-07,2.7454860007509e-09,2.7454860007509e-07,7.946801809253358e-05,2.5212725244323514e-07,6.158852162548608e-10,6.158852162548609e-08,8.546417596589899e-05,2.5780298365042356e-09,1.3011726370870376e-10,3.4769104852164894e-10,1.095999014129985e-08,5.215371008295636e-10,7.741137279719355e-12,8.93567854426661e-07,2.928396517770688e-05,4.938100744492761e-07,6.051702009160956e-08,9.696162935816794e-67,3.149440887761691e-67,3.608001338476123e-67,1.59193633754994e-07,1.59193633754994e-05,0.03980724377082792,0.0001458236663602258,1.9491045126558707e-06,0.00012078442423315825,0.022698621750321425,4.9445635981417335e-05,1.8094675167150084e-08,9.210059531183409e-08,0.0001493650401951912,1.0780351695004352e-05,1.2723525005517506e-07,7.514822572044469e-07,0.00030344091971586313,1.2775920616825983e-05,8.540304524211489e-09,1.668194037105486e-07,0.00019268427124829803,2.0833745811282007e-07,1.8493866813702855e-09,3.540054702410382e-07,2.2368509136988093e-05,1.394391956978196e-06,2.4110582249953914e-09,1.4231388512465893e-06,5.1783828416437433e-05,2.7240757398496583e-07,2.3872762216377533e-09,1.2044686246463737e-10,5.037936575203469e-09,1.211819414518043e-67,4.0749976789167603e-69,1.032067931004564e-109,1.633863850901334e-73,2.513013126645195e-67,3.5806376917506375e-70,9.273259650684166e-68,2.124276608512528e-65,1.1325818520631481e-05,6.986774802266062e-07
7,7.998245398382453e-05,7.998245398382453e-07,7.998245398382453e-05,0.007998245398382453,0.0021054889543111314,2.1054889543111312e-05,0.01,1.0,0.0001522819139948916,1.5228191399489161e-06,0.0001522819139948916,0.01522819139948916,7.692658642737435e-05,5.438605874971037e-07,5.438605874971037e-05,0.005438605874971037,9.285766543060241e-06,9.28576654306024e-08,1.3356018632992534e-05,0.0015033602132086933,6.115385116580217e-08,8.873001126812617e-10,2.721552445519869e-06,3.7974312362272854e-05,1.8506156635727356e-06,1.8506156635727357e-08,1.8506156635727356e-06,5.739305154102593e-05,7.413011747278675e-07,7.413011747278675e-09,7.413011747278675e-07,7.413011747278674e-05,7.590093679115969e-07,7.788196144574614e-09,7.115615219310743e-08,4.883915153468625e-05,2.7454860007509e-07,2.7454860007509e-09,7.946801809253358e-07,2.521272524432351e-05,6.158852162548609e-08,6.158852162548608e-10,8.5464175965899e-07,2.5780298365042354e-07,1.3011726370870376e-08,3.4769104852164894e-12,1.095999014129985e-10,5.2153710082956354e-08,7.741137279719354e-10,8.93567854426661e-09,2.928396517770688e-07,4.938100744492761e-05,6.051702009160956e-06,9.696162935816796e-69,3.149440887761691e-69,3.608001338476123e-65,1.59193633754994e-05,1.59193633754994e-07,0.0003980724377082792,0.014582366636022578,0.00019491045126558706,1.2078442423315826e-06,0.00022698621750321426,0.004944563598141733,1.8094675167150084e-06,9.210059531183409e-10,1.4936504019519119e-06,0.0010780351695004351,1.2723525005517504e-05,7.51482257204447e-09,3.0344091971586314e-06,0.0012775920616825982,8.540304524211488e-07,1.6681940371054862e-09,1.9268427124829806e-06,2.0833745811282007e-05,1.8493866813702854e-07,3.5400547024103826e-09,2.2368509136988094e-07,0.0001394391956978196,2.411058224995391e-07,1.4231388512465893e-08,5.178382841643744e-07,2.724075739849658e-05,2.387276221637753e-07,1.2044686246463739e-12,5.037936575203469e-11,1.211819414518043e-65,4.07499767891676e-67,1.0320679310045641e-111,1.6338638509013342e-75,2.513013126645195e-65,3.5806376917506374e-68,9.273259650684166e-70,2.124276608512528e-67,0.001132581852063148,6.986774802266062e-05
8,0.005873534710856126,5.8735347108561276e-09,5.873534710856127e-07,5.873534710856127e-05,0.011819190750561457,1.1819190750561459e-08,1.0330464250003588e-06,0.00010330464250003588,0.9999999999999999,1e-06,9.999999999999999e-05,0.009999999999999998,0.007699466798425595,7.039638397734422e-09,7.039638397734422e-07,7.03963839773442e-05,0.0017489122466499308,1.7489122466499311e-09,9.141007762248157e-08,8.098994405532468e-06,0.00012247468935924012,2.1262809276178912e-10,2.574290423621158e-08,1.3051569195946375e-07,6.3268143683151e-05,6.3268143683151e-11,6.3268143683150995e-09,2.0760689704629097e-07,5.8655645776713625e-05,5.865564577671363e-11,5.865564577671362e-09,5.865564577671363e-07,0.00012281743847480562,3.569272238969069e-10,7.044110750846e-10,2.1522641831144047e-07,1.1037375884958167e-05,1.1037375884958169e-11,3.3951914364990667e-10,1.981349162232817e-07,6.800249406399111e-06,6.800249406399112e-12,9.262314097759088e-10,3.985564159289268e-08,7.91318427335543e-06,2.0974737184726795e-14,2.6491564962645788e-12,6.223218029942824e-10,8.166268955933766e-08,1.0429260563854226e-11,9.843182062738519e-10,1.6139093011922197e-08,0.0009274943985432104,1.162972869860945e-70,6.692277660577897e-70,3.293045365229254e-67,0.006767699567798402,6.767699567798404e-09,5.880211855291372e-06,8.976479469828673e-06,0.04881735195887442,3.8595205316111613e-10,5.750318292728862e-07,3.908128358232224e-05,0.00023863998430668874,1.853145917769212e-10,5.032906550399654e-08,7.880425200419686e-05,0.0007893582237289938,7.611190486135939e-10,6.86276119355016e-09,3.0808199856516586e-06,0.0002077522785241133,2.8715952461778587e-11,1.4553993508584148e-08,1.825698499538041e-06,0.00018474392722449772,3.9515352875189815e-11,5.760867427890313e-09,3.612911253780649e-07,3.055436822663894e-05,7.133936810526326e-12,6.636410376690818e-10,1.3742244073312216e-07,2.6879261036760693e-05,1.1975739349266143e-14,4.926838508613698e-12,3.853155150812135e-67,5.866995545951609e-65,1.4771597644471997e-114,3.7803834022939526e-79,6.2886641245531e-67,1.7653696577672653e-66,3.5348603565950605e-72,2.4722179502889577e-69,1.1347599718214865e-06,0.002152675262892763
9,5.8735347108561276e-09,0.005873534710856126,5.873534710856127e-05,5.873534710856127e-07,1.1819190750561459e-08,0.011819190750561457,0.00010330464250003588,1.0330464250003588e-06,1e-06,0.9999999999999999,0.009999999999999998,9.999999999999999e-05,7.699466798425596e-09,0.007039638397734421,7.03963839773442e-05,7.039638397734422e-07,1.7489122466499311e-09,0.0017489122466499308,9.141007762248158e-06,8.098994405532469e-08,1.2247468935924015e-10,0.00021262809276178908,2.574290423621158e-06,1.3051569195946375e-09,6.3268143683151e-11,6.3268143683151e-05,6.3268143683151e-07,2.0760689704629097e-09,5.865564577671363e-11,5.8655645776713625e-05,5.865564577671363e-07,5.865564577671362e-09,1.2281743847480563e-10,0.00035692722389690687,7.044110750845999e-08,2.1522641831144047e-09,1.1037375884958169e-11,1.1037375884958167e-05,3.395191436499067e-08,1.981349162232817e-09,6.800249406399112e-12,6.800249406399111e-06,9.262314097759087e-08,3.9855641592892685e-10,7.913184273355431e-12,2.097473718472679e-08,2.6491564962645786e-10,6.2232180299428245e-12,8.166268955933766e-14,1.0429260563854225e-05,9.843182062738518e-08,1.6139093011922196e-10,9.274943985432106e-10,1.1629728698609448e-64,6.6922776605778966e-68,3.2930453652292544e-69,6.767699567798404e-09,0.006767699567798402,0.0005880211855291373,8.976479469828674e-08,4.8817351958874426e-08,0.0003859520531611161,5.750318292728862e-05,3.908128358232224e-07,2.386399843066888e-10,0.00018531459177692118,5.032906550399654e-06,7.880425200419687e-07,7.893582237289939e-10,0.0007611190486135937,6.862761193550159e-07,3.080819985651659e-08,2.0775227852411334e-10,2.871595246177858e-05,1.4553993508584148e-06,1.825698499538041e-08,1.8474392722449775e-10,3.9515352875189806e-05,5.760867427890313e-07,3.612911253780649e-09,3.055436822663894e-11,7.133936810526324e-06,6.636410376690818e-08,1.3742244073312217e-09,2.6879261036760697e-11,1.1975739349266142e-08,4.926838508613698e-10,3.8531551508121353e-69,5.86699554595161e-71,1.4771597644471995e-108,3.780383402293953e-77,6.288664124553099e-69,1.7653696577672657e-72,3.53486035659506e-66,2.4722179502889575e-67,1.1347599718214864e-08,2.152675262892763e-09
