,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83
0,1.0,0.001,0.00556452438668609,5.56452438668609e-06,0.00568759021672524,4.135079820528834e-05,0.0034973741417915725,2.0812806417712877e-07,0.00597608746712323,3.7342782762620063e-06,0.00011963554029123322,1.7051336976315458e-06,0.001145281598089445,6.61847397057145e-08,0.0008340242771275694,6.561495124331251e-06,0.0007728070583301863,1.2003618510328341e-08,2.224437938307422e-05,2.6241394282044065e-07,0.00019431807253316228,6.503635982777052e-07,0.0004683656380081474,7.176279027582559e-06,3.825891602061843e-06,3.9619243744668913e-07,0.00015700746464291333,1.2761641413387e-06,0.00014943334406715295,8.125338598852039e-23,2.4973362661497845e-19,6.983016058496895e-09,1.7581496602852202e-06,1.0640094645185406e-08,1.9457307199877553e-05,1.5448659016233686e-08,2.0950039056297446e-05,4.476780941554855e-09,9.350312644419743e-06,1.6013560503568016e-09,1.1410793585082482e-25,5.367882347736774e-25,5.367882347736773e-22,1.3642057891010433e-24,5.834790526839535e-23,1.9347940559767294e-05,0.015337465484172199,9.246038452155565e-06,0.035134858922468856,3.560978614628492e-06,0.013602543382826763,1.2596261878331872e-07,0.00215940388786915,1.8547601222574588e-07,7.503653865052974e-05,7.457547291301078e-07,0.006309402861991368,8.619629461941154e-08,0.00048286906746000235,4.438288091254984e-06,0.0002307736563852621,1.3385984182332034e-06,0.0006624672478967522,9.307502665662637e-07,8.957826949612385e-05,7.005272474799346e-23,4.340277576953772e-19,9.006495510993295e-23,0.0001444788049762858,1.5584354285441922e-07,8.432225092214662e-05,4.555565709584174e-09,3.4473829457886645e-07,2.1030955145781345e-08,7.443980658219045e-06,2.9332724410264e-07,1.3849484405958432e-05,1.7632287815443893e-08,3.2730609494015486e-05,2.3551887383468437e-08,5.928674443657991e-05,4.7000277358629825e-09,1.3559777158928786e-06,3.9955881957899825e-09
1,0.001,1.0,5.56452438668609e-06,0.00556452438668609,5.68759021672524e-06,0.041350798205288336,3.4973741417915725e-06,0.00020812806417712875,5.9760874671232295e-06,0.003734278276262006,1.1963554029123322e-07,0.0017051336976315458,1.1452815980894452e-06,6.61847397057145e-05,8.340242771275695e-07,0.006561495124331251,7.728070583301863e-07,1.200361851032834e-05,2.2244379383074223e-08,0.00026241394282044067,1.9431807253316227e-07,0.0006503635982777052,4.683656380081474e-07,0.007176279027582559,3.825891602061843e-09,0.00039619243744668913,1.5700746464291335e-07,0.0012761641413387,1.4943334406715295e-07,8.125338598852039e-20,2.4973362661497844e-22,6.983016058496894e-06,1.7581496602852203e-09,1.0640094645185406e-05,1.9457307199877553e-08,1.5448659016233686e-05,2.0950039056297447e-08,4.476780941554854e-06,9.350312644419743e-09,1.6013560503568015e-06,1.1410793585082482e-28,5.367882347736773e-22,5.367882347736774e-25,1.3642057891010434e-21,5.834790526839535e-26,0.019347940559767293,1.53374654841722e-05,0.009246038452155565,3.5134858922468854e-05,0.003560978614628492,1.3602543382826764e-05,0.00012596261878331872,2.15940388786915e-06,0.00018547601222574587,7.503653865052974e-08,0.0007457547291301078,6.3094028619913676e-06,8.619629461941154e-05,4.828690674600024e-07,0.004438288091254984,2.307736563852621e-07,0.0013385984182332034,6.624672478967522e-07,0.0009307502665662637,8.957826949612385e-08,7.005272474799345e-20,4.340277576953772e-22,9.006495510993295e-20,1.444788049762858e-07,0.0001558435428544192,8.432225092214662e-08,4.555565709584173e-06,3.4473829457886647e-10,2.1030955145781346e-05,7.443980658219045e-09,0.00029332724410264003,1.3849484405958433e-08,1.7632287815443892e-05,3.2730609494015484e-08,2.3551887383468436e-05,5.928674443657991e-08,4.700027735862983e-06,1.3559777158928786e-09,3.995588195789983e-06
2,0.005797368989687844,5.797368989687844e-06,1.0,0.001,0.00264447452175575,4.270621520052666e-06,0.0005113647198985366,1.3781372488509204e-06,0.019853345591828657,2.3173376656771545e-06,0.0019541827678417924,1.5712225774302702e-07,0.0006187216227637276,9.616421382635649e-07,0.001026355113378906,2.1189693277916147e-06,0.000776704508316217,8.619055911048732e-07,2.8333648922697256e-05,3.6948495442045076e-07,0.00014922480666300475,1.0783184839542379e-05,0.0006803697485815022,7.726623590743542e-06,0.001994413911701706,1.883227157826065e-07,0.000861047910327579,3.9214463699938754e-07,0.0006640500670681279,1.1596786262912696e-22,6.827447124631963e-20,1.4043355785046664e-09,8.928753374141569e-08,1.5260664708932542e-09,1.0074410716977195e-05,6.936887923758376e-09,1.118943691793835e-05,1.7522269781843154e-09,1.4290124166850372e-07,1.874897932702575e-09,6.72243980239122e-26,1.004929661039449e-25,1.004929661039449e-22,9.33413952086318e-25,7.96107861465081e-22,2.562732223273258e-05,0.00499497690146023,1.424131209639321e-05,0.0013400939017801376,5.478985498744332e-06,0.004131036915661292,9.767938778108617e-06,0.0016634032215138359,3.2210294008317437e-06,0.00014619546520212547,9.512177332006616e-08,0.0007663968642258041,2.61965393832175e-06,0.001343941938853884,1.6731467260191857e-06,0.0002554432917152599,5.10810376915071e-07,0.00047504815978737647,1.5301086598934744e-06,4.9131902247784197e-05,1.1613903741857438e-22,1.0567316396979849e-19,7.972927692545463e-24,1.4484067632148414e-05,1.9832052504184227e-08,2.393178313067445e-05,3.6060342153381825e-09,3.797272343088049e-08,1.1966160169717921e-08,2.553976978855004e-06,4.985167711915329e-09,1.9159051034224637e-06,1.6634723691465054e-08,1.3402617655557657e-05,3.403274881224515e-09,6.672191457646322e-06,3.74038476432806e-09,1.3785328405930486e-07,5.312348333745737e-10
3,5.797368989687844e-06,0.005797368989687844,0.001,1.0,2.64447452175575e-06,0.004270621520052666,5.113647198985366e-07,0.0013781372488509203,1.9853345591828657e-05,0.0023173376656771545,1.9541827678417925e-06,0.00015712225774302703,6.187216227637276e-07,0.000961642138263565,1.026355113378906e-06,0.0021189693277916147,7.76704508316217e-07,0.0008619055911048731,2.8333648922697257e-08,0.00036948495442045077,1.4922480666300474e-07,0.01078318483954238,6.803697485815022e-07,0.007726623590743541,1.994413911701706e-06,0.0001883227157826065,8.61047910327579e-07,0.0003921446369993875,6.640500670681279e-07,1.1596786262912696e-19,6.827447124631963e-23,1.4043355785046664e-06,8.92875337414157e-11,1.5260664708932543e-06,1.0074410716977195e-08,6.936887923758376e-06,1.118943691793835e-08,1.7522269781843154e-06,1.4290124166850372e-10,1.874897932702575e-06,6.72243980239122e-29,1.004929661039449e-22,1.004929661039449e-25,9.33413952086318e-22,7.96107861465081e-25,0.02562732223273258,4.994976901460231e-06,0.01424131209639321,1.3400939017801378e-06,0.005478985498744332,4.131036915661292e-06,0.009767938778108616,1.663403221513836e-06,0.0032210294008317435,1.4619546520212547e-07,9.512177332006616e-05,7.663968642258041e-07,0.00261965393832175,1.343941938853884e-06,0.0016731467260191857,2.554432917152599e-07,0.000510810376915071,4.7504815978737647e-07,0.0015301086598934744,4.91319022477842e-08,1.1613903741857437e-19,1.0567316396979849e-22,7.972927692545463e-21,1.4484067632148415e-08,1.9832052504184227e-05,2.393178313067445e-08,3.6060342153381826e-06,3.7972723430880495e-11,1.1966160169717921e-05,2.5539769788550043e-09,4.985167711915329e-06,1.915905103422464e-09,1.6634723691465055e-05,1.3402617655557657e-08,3.403274881224515e-06,6.672191457646322e-09,3.74038476432806e-06,1.3785328405930487e-10,5.312348333745737e-07
4,0.003365191208303871,3.3651912083038712e-06,0.0015018201991863153,1.5018201991863153e-06,1.0,8.835209473562657e-05,0.01308037493709591,3.7397106961835984e-06,0.013266967127631181,7.3895012310602e-07,0.010581132730982303,2.4480324973178577e-06,0.006681473323324446,5.97169029295124e-06,4.4520114130368866e-05,1.9184180328962666e-06,0.0007011932787013153,4.420165977545665e-07,4.0368912557017396e-05,1.3175525730910218e-07,4.9964256379805926e-05,2.326774785401589e-06,0.004911639723379835,3.0660048203228865e-05,0.0003569997775076909,4.393266785951658e-08,5.1923260346827536e-05,7.306369246774475e-08,0.00021503636008781947,2.1549612572338118e-23,1.4170633025883846e-21,7.314664162912192e-10,2.6915889148056606e-07,7.898024968270117e-10,3.4644224988599e-06,1.7815042657419251e-09,7.105575377870543e-07,6.565067241652011e-10,8.800448042576748e-07,7.343699842394507e-10,9.174973461984364e-26,2.5914768943071353e-25,2.5914768943071354e-22,3.1718768229063814e-25,7.490373038579815e-23,8.48315691102369e-06,0.0023084952400677654,5.6526090189340914e-05,0.0035724220865283604,2.1414632539142347e-05,0.008755567633940479,4.981138017852572e-06,0.004718116420510948,6.293537316054168e-06,0.0019169613571704588,1.8244739594577766e-07,0.011587178949403426,2.9975052090678006e-07,0.0037647552089156186,5.551642275312756e-06,0.00018406233707383748,6.757344349996652e-06,0.0009434264092934251,4.860620429408432e-08,2.1649160342795113e-06,1.410036282056601e-23,6.847365746628129e-21,4.147224087856716e-23,4.7964197514130306e-05,3.464671995420071e-08,5.89337231511177e-06,1.1696985661960467e-12,1.7676704869558965e-07,2.1575954822632816e-08,9.509502524639747e-06,2.518994623562833e-08,5.174566265722674e-06,3.685922952690785e-09,1.4038855261872017e-06,6.63820170249759e-10,2.2386755063008837e-07,8.000922445704976e-10,8.633955851724981e-07,4.3530519497294604e-10
5,2.95122382804555e-05,0.029512238280455502,2.9255427085602307e-06,0.0029255427085602306,0.00010657458616855398,0.9999999999999999,1.6717254239485915e-05,0.022933384843310034,2.1639755622695488e-05,0.007473754476617978,3.0012807303878116e-06,0.0028357703992576626,5.1793804824517886e-05,0.0017432271760376714,2.7890385331106918e-06,0.0006263159232962188,8.883006431254975e-07,0.0013475519071146486,5.64746783771465e-08,0.00040080481318166143,6.008661964897929e-08,0.0033897883434922016,4.189100793677901e-06,0.002561782749735058,1.4719964704100812e-06,0.0010257685678032472,2.1823966464955524e-06,0.0003734045016450218,1.2913573226824271e-07,8.648187491671721e-20,2.2165972217338472e-23,1.9833390891618066e-05,1.918135706941112e-09,1.0754852749398139e-05,3.827974109941413e-08,7.288993480753256e-05,4.346311547426142e-08,1.8433522789427408e-06,1.6737873112615425e-09,8.366877666382771e-06,3.0854896886560624e-28,2.937870442358982e-22,2.937870442358982e-25,1.6109703565401294e-22,8.211307969214365e-26,0.0011107690440953846,1.5730161549909558e-07,0.02864828322452421,1.8560980222492607e-05,0.00295680025445366,1.307683258304701e-05,0.0011428985417096696,4.651400599852941e-06,0.0003438418817501928,2.7057931136684287e-06,0.0018937133372451773,1.8594577334689613e-06,0.009612433498400326,1.1764795766583397e-05,0.003631390632381521,1.3054367716201748e-06,0.003922579509758762,3.628875627266431e-06,0.001720469672789329,1.366417361250001e-07,2.040463768094905e-19,1.8617594846645581e-22,2.5306466947211193e-19,1.273351781475176e-07,0.00022772070003434358,2.2097878090214968e-07,2.113195829126691e-05,3.5309028898512735e-09,5.3503088993305434e-05,2.2559656293954814e-07,8.585562480841193e-05,1.768029529366164e-08,2.7647799820596124e-05,2.1185715708829027e-08,2.1503405283009884e-05,2.8495424574655822e-08,4.870189775703952e-06,3.859057383457772e-09,1.3685594170161313e-05
6,0.0035390618065054237,3.5390618065054236e-06,0.0004966768537051603,4.966768537051604e-07,0.022370969116164468,2.3702423222085708e-05,1.0,2.1234342880920332e-05,0.02246159184083723,6.68388017212979e-05,0.003795473563153696,5.489056525086035e-05,0.010929814588290456,8.802054453475171e-06,0.0021924170906810207,1.0092285317831638e-07,0.005332379156739646,1.0570645601613729e-06,0.00013671247607335477,8.752242495694226e-07,0.001503051529871324,3.416851146146176e-06,0.020967127248358305,5.333939998623044e-06,0.00011117609638269529,2.214158368183284e-06,0.0017001030946441511,5.724500965805565e-07,0.002584717038495425,2.270181915378903e-22,2.182130277319734e-19,3.239089703508434e-09,1.5302131120890154e-06,2.534707856895004e-09,7.530227542204546e-05,4.280428522653887e-08,1.1633052177592063e-05,1.3015702154185257e-08,3.7949422220609495e-06,1.4612530447465125e-09,1.6754280635114027e-25,4.971930108783798e-25,4.971930108783798e-22,4.375040886150481e-25,2.4983108021254505e-22,5.227895796584851e-06,0.0009817408246959852,2.267975138038065e-06,0.007465457248107565,3.8911638094870894e-05,0.014352492168802284,8.862114040413873e-06,0.005629796050907277,3.4689119214008946e-06,0.0015084724552772999,4.659472100992923e-06,0.0014686418873213157,9.28614320391045e-06,0.0006701372612157225,1.7263381729673113e-05,0.0003499570923647493,1.1963773221634998e-05,0.0019590312855796432,3.558783081259616e-06,0.0008699784254048999,4.791688519251574e-23,5.958343391323072e-20,5.753102314712836e-23,0.0003855509158624827,5.973401924632728e-08,4.399246915948587e-05,1.52138600921764e-09,1.097780731773266e-06,1.6865321858662155e-07,5.0042992422088376e-05,8.978233593122632e-10,1.0570399365397246e-05,1.5786440051846133e-08,2.184022344065102e-05,4.3727804177138554e-08,8.44945657339853e-05,2.533824812116959e-10,1.0162700553812108e-05,5.933811611197749e-09
7,9.072204458938209e-08,9.072204458938209e-05,5.765961823084017e-07,0.0005765961823084016,2.7551087360239838e-06,0.014006579544363258,9.146921622585909e-06,1.0,2.2952867349950034e-05,0.009316007026226533,4.877093725981014e-06,0.01960381121522176,3.6217926733477847e-06,0.0010475654910267656,3.81938450041552e-07,0.0004485027708178203,1.9053488263779143e-07,0.00018687553090698816,3.540632980144168e-07,2.170873980026636e-05,1.1043828742687963e-06,0.00042911476700397555,4.0027830917883765e-06,0.008810708571064288,3.9898291426336835e-06,0.000643717177031553,1.5238014133003762e-05,0.014387281320978166,3.0280439463519215e-06,2.2487466621556407e-19,1.1645139301561368e-21,1.1217854905810643e-05,3.2105129401871597e-10,1.484954068428495e-06,9.575086763105423e-09,9.688136481271061e-05,1.2164604510403247e-08,2.5523391019014234e-06,7.93472627876697e-09,5.050403985454174e-06,1.419233357286168e-29,2.7182244259405104e-22,2.7182244259405104e-25,2.6354616324930815e-22,1.6878459348928186e-25,0.0013542574049887242,3.854686665397085e-06,0.002457793499914491,6.976231873074071e-06,0.0020910917991108294,2.3936557134500094e-06,0.007388970300375188,2.1053509215398123e-05,0.0008048018910914769,6.836667144914368e-07,0.0011178160031060488,7.3257387171526825e-06,0.017768355079965503,8.173006310992494e-06,0.00207399158617853,2.210661954516686e-06,0.007825796473500173,1.1921152388762488e-06,0.0008176598412306107,2.9602993280775354e-07,4.1371291187421475e-19,3.090291361218153e-22,4.549123526128276e-19,3.406098329934327e-07,0.0003078313610969331,4.3901898392094316e-08,2.0054850153913615e-05,8.374181311636358e-09,0.00020223284712337584,9.568391262579179e-08,9.230647647833486e-05,4.497817628585708e-08,2.7989967256979755e-05,4.848995466533534e-08,6.595256376569143e-05,1.0007967093030788e-07,5.276846165357164e-06,1.5309969451079918e-08,1.779986995359935e-05
8,0.004518356395798293,4.518356395798293e-06,0.0144076897540326,1.44076897540326e-05,0.01695328037916057,2.2924382131461513e-05,0.016782552611563646,3.981239469685973e-05,0.9999999999999999,3.520785365999131e-05,0.05740085336042768,8.0824152231824e-05,0.058119942688450936,1.1988771383446053e-06,0.00041804380634777663,4.4487624890454944e-07,0.00038533036615396275,5.566956290721534e-07,3.851302485996922e-05,1.7114097770109416e-06,0.0002488719017018946,2.0058535806638145e-06,0.0032325751236797376,1.0893946536589174e-06,0.0013651010910697972,1.0483002958528956e-06,0.0026305161157039146,5.834209573642353e-08,0.00015980188755163003,1.6954298863721303e-22,5.765240207048976e-19,3.391744226916922e-09,5.295455175990372e-07,6.0190939012536155e-09,2.634345547341649e-05,1.018377920757701e-08,2.5930721747699105e-06,1.0860836222265996e-09,3.7235133289782574e-07,2.8980044217964394e-10,7.626786257940482e-26,1.3051082631676465e-25,1.3051082631676464e-22,6.074530063211967e-26,1.0994677639322296e-22,1.8573172354604392e-06,0.006195962070943941,9.316430968084243e-06,0.002167324497021079,9.036497342441691e-06,0.008312496815313498,2.3681606633860203e-05,0.012595975430632227,4.519004305893785e-07,0.00017278062757143716,1.6568552626434413e-07,0.012449977027887917,3.3235725893121048e-06,0.002110538103920657,2.2048907734195694e-06,0.002258063290516371,5.6187349819279236e-06,0.00047085772273541647,1.0339271633286601e-06,6.634262990277462e-05,3.099350209982487e-22,5.217151135580625e-20,3.4584117578503236e-23,1.7562822449370583e-05,3.032400428818118e-08,1.6065518250531637e-05,1.852650316406898e-09,2.3836465282326653e-06,4.0351272860234746e-08,1.0715121599924327e-05,2.602143058923902e-08,1.6885254226762016e-05,2.5142771071879204e-09,1.5313740936701164e-06,8.072012183684112e-09,9.034640369816527e-06,3.0971958647254043e-09,2.1229205094519552e-07,1.2846089578020331e-09
9,3.3853233735811353e-06,0.003385323373581135,2.0164149521197784e-06,0.002016414952119778,1.1322104533665633e-06,0.009493231173973828,5.987921308471683e-05,0.01937497293555445,4.221526242672694e-05,1.0,3.3381537719901775e-06,0.0066550201359513155,2.6504963023048353e-05,0.0015493330671946608,6.095526399513804e-07,5.63356666525268e-05,7.874151568730192e-07,0.0008623725153023919,1.5765407434571808e-07,0.0008421712275559998,9.516762564322578e-08,0.00030135981068202765,1.343623596340911e-05,0.0008643985433025054,1.2720247236552082e-06,0.00014509587871736128,3.400275473186807e-06,0.0011468267994477837,6.020612719239228e-07,8.489061598899201e-20,1.64663870267588e-23,2.7739000339095286e-06,1.5159803879642577e-10,1.376873800335557e-05,9.007100268499347e-08,2.817743686045331e-05,1.28706202111793e-08,1.791858101320356e-06,9.124160653936892e-09,3.5095810693555523e-06,3.125988778324536e-28,1.2956144041748949e-23,1.2956144041748948e-26,3.446301140187971e-24,4.3437454656763515e-26,0.018322793396657912,8.939839114180269e-07,0.002924831481479414,2.5913928677221316e-05,0.0011463787222897954,2.859657223125924e-06,0.014864332947975832,2.1001469053958256e-05,0.0009361065086658195,1.3103001289877173e-06,0.0006494612954785,1.3085307496868675e-05,0.002841502439658118,5.9839557891689715e-06,0.0021590435691699085,4.209368208078672e-07,0.01287810053914842,2.424273355858175e-07,0.002516496658117219,1.950281485794706e-07,3.919707381023453e-20,6.251685460575304e-24,5.448957379886674e-20,2.3735911138176538e-07,0.00012219599476262955,3.027598654210903e-08,9.954217409891283e-06,2.8472578069821e-10,2.597874095110604e-05,9.119382939133345e-08,0.0001520751370338381,6.420022160486398e-08,2.5852035382189734e-05,3.43728454734939e-09,3.124496210795065e-05,6.638434269569287e-08,8.45633651676082e-06,3.6821653432266502e-09,1.430845937118068e-05
