Channels number ;6
Perturbation : 1.5
Instance name ;|I| ;|J|;RH1 UB;RH1 time;RH2 UB;RH2 time
optim_instances/Instance_MAP1A_0_1.dat;19;13;30;0.08;30;0.08
optim_instances/Instance_MAP1A_0_2.dat;19;13;40;0.057;40;0.057
optim_instances/Instance_MAP1A_0_3.dat;19;13;30;0.053;30;0.053
optim_instances/Instance_MAP1A_1_1.dat;13;23;20;0.031;20;0.031
optim_instances/Instance_MAP1A_1_2.dat;13;23;40;0.03;40;0.03
optim_instances/Instance_MAP1A_1_3.dat;13;23;20;0.037;20;0.037
optim_instances/Instance_MAP1A_2_1.dat;30;24;40;0.183;40;0.183
optim_instances/Instance_MAP1A_2_2.dat;30;24;70;0.088;70;0.088
optim_instances/Instance_MAP1A_2_3.dat;30;24;40;0.241;40;0.241
optim_instances/Instance_MAP2A_0_1.dat;22;24;50;0.058;50;0.058
optim_instances/Instance_MAP2A_0_2.dat;22;24;500;0.055;500;0.055
optim_instances/Instance_MAP2A_0_3.dat;22;24;30;0.07;30;0.07
optim_instances/Instance_MAP2A_1_1.dat;39;35;90;0.148;90;0.148
optim_instances/Instance_MAP2A_1_2.dat;39;35;790;0.093;790;0.093
optim_instances/Instance_MAP2A_1_3.dat;39;35;60;0.271;60;0.271
optim_instances/Instance_MAP2A_2_1.dat;47;56;80;0.178;80;0.178
optim_instances/Instance_MAP2A_2_2.dat;47;56;270;0.164;270;0.164
optim_instances/Instance_MAP2A_2_3.dat;47;56;60;0.617;60;0.617
optim_instances/Instance_MAP3A_0_1.dat;18;25;40;0.043;40;0.043
optim_instances/Instance_MAP3A_0_2.dat;18;25;270;0.033;270;0.033
optim_instances/Instance_MAP3A_0_3.dat;18;25;30;0.046;30;0.047
optim_instances/Instance_MAP3A_1_1.dat;45;40;60;0.406;60;0.406
optim_instances/Instance_MAP3A_1_2.dat;45;40;120;0.246;120;0.246
optim_instances/Instance_MAP3A_1_3.dat;45;40;60;0.409;60;0.409
optim_instances/Instance_MAP3A_2_1.dat;73;62;120;1.084;110;61.591
optim_instances/Instance_MAP3A_2_2.dat;73;62;1090;1.746;890;4.779
optim_instances/Instance_MAP3A_2_3.dat;73;62;1500;100.317;110;160.663
optim_instances/Instance_MAP4A_0_1.dat;26;38;40;0.052;40;0.052
optim_instances/Instance_MAP4A_0_2.dat;26;38;190;0.085;190;0.085
optim_instances/Instance_MAP4A_0_3.dat;26;38;40;0.104;40;0.104
optim_instances/Instance_MAP4A_1_1.dat;41;36;160;0.103;160;0.103
optim_instances/Instance_MAP4A_1_2.dat;41;36;1090;0.087;1090;0.087
optim_instances/Instance_MAP4A_1_3.dat;41;36;370;0.132;370;0.132
optim_instances/Instance_MAP4A_2_1.dat;56;41;170;0.227;170;0.227
optim_instances/Instance_MAP4A_2_2.dat;56;41;1130;0.152;1130;0.152
optim_instances/Instance_MAP4A_2_3.dat;56;41;90;0.509;90;0.509
optim_instances/Instance_MAP5A_0_1.dat;45;39;130;0.142;130;0.142
optim_instances/Instance_MAP5A_0_2.dat;45;39;620;0.126;620;0.126
optim_instances/Instance_MAP5A_0_3.dat;45;39;570;1.033;570;1.033
optim_instances/Instance_MAP5A_1_1.dat;78;70;150;0.505;150;0.505
optim_instances/Instance_MAP5A_1_2.dat;78;70;210;0.41;210;0.41
optim_instances/Instance_MAP5A_1_3.dat;78;70;120;0.803;120;0.803
optim_instances/Instance_MAP5A_2_1.dat;101;115;210;0.704;210;0.704
optim_instances/Instance_MAP5A_2_2.dat;101;115;440;0.862;440;0.862
optim_instances/Instance_MAP5A_2_3.dat;101;115;180;1.77;180;1.77
optim_instances/Instance_MAP6A_0_1.dat;92;84;160;1.073;160;1.073
optim_instances/Instance_MAP6A_0_2.dat;92;84;1160;0.886;1160;0.886
optim_instances/Instance_MAP6A_0_3.dat;92;84;820;37.035;220;75.307
