Channels number:6
Time limit (s)3600
Instance name ;|I| ;|J|; CPLEX LB; CPLEX UB; CPLEX time
optim_instances/Instance_MAP1A_0_1.dat;19;13;40;40;0.6
optim_instances/Instance_MAP1A_0_2.dat;19;13;160;160;0.112
optim_instances/Instance_MAP1A_0_3.dat;19;13;30;30;1.217
optim_instances/Instance_MAP1A_1_1.dat;13;23;40;40;0.217
optim_instances/Instance_MAP1A_1_2.dat;13;23;80;80;0.109
optim_instances/Instance_MAP1A_1_3.dat;13;23;30;30;0.985
optim_instances/Instance_MAP1A_2_1.dat;30;24;40;40;1.004
optim_instances/Instance_MAP1A_2_2.dat;30;24;220;220;0.248
optim_instances/Instance_MAP1A_2_3.dat;30;24;40;40;3.116
optim_instances/Instance_MAP2A_0_1.dat;22;24;60;60;0.462
optim_instances/Instance_MAP2A_0_2.dat;22;24;610;610;0.105
optim_instances/Instance_MAP2A_0_3.dat;22;24;40;40;1.824
optim_instances/Instance_MAP2A_1_1.dat;39;35;140;140;1.467
optim_instances/Instance_MAP2A_1_2.dat;39;35;890;890;0.332
optim_instances/Instance_MAP2A_1_3.dat;39;35;80;80;4.293
optim_instances/Instance_MAP2A_2_1.dat;47;56;110;110;7.055
optim_instances/Instance_MAP2A_2_2.dat;47;56;430;430;1.478
optim_instances/Instance_MAP2A_2_3.dat;47;56;70;70;75.207
optim_instances/Instance_MAP3A_0_1.dat;18;25;50;50;0.6
optim_instances/Instance_MAP3A_0_2.dat;18;25;280;280;0.153
optim_instances/Instance_MAP3A_0_3.dat;18;25;40;40;1.192
optim_instances/Instance_MAP3A_1_1.dat;45;40;70;70;7.812
optim_instances/Instance_MAP3A_1_2.dat;45;40;130;130;2.224
optim_instances/Instance_MAP3A_1_3.dat;45;40;60;60;24.109
optim_instances/Instance_MAP3A_2_1.dat;73;62;160;160;1964.86
optim_instances/Instance_MAP3A_2_2.dat;73;62;900;900;8.191
optim_instances/Instance_MAP3A_2_3.dat;73;62;130;130;152.833
optim_instances/Instance_MAP4A_0_1.dat;26;38;60;60;1.939
optim_instances/Instance_MAP4A_0_2.dat;26;38;210;210;0.612
optim_instances/Instance_MAP4A_0_3.dat;26;38;40;40;5.789
optim_instances/Instance_MAP4A_1_1.dat;41;36;190;190;0.962
optim_instances/Instance_MAP4A_1_2.dat;41;36;1010;1010;0.313
optim_instances/Instance_MAP4A_1_3.dat;41;36;380;380;2.905
optim_instances/Instance_MAP4A_2_1.dat;56;41;210;210;1.32
optim_instances/Instance_MAP4A_2_2.dat;56;41;1630;1630;0.441
optim_instances/Instance_MAP4A_2_3.dat;56;41;130;130;6.595
optim_instances/Instance_MAP5A_0_1.dat;45;39;130;130;62.463
optim_instances/Instance_MAP5A_0_2.dat;45;39;620;620;2.471
optim_instances/Instance_MAP5A_0_3.dat;45;39;570;570;253.962
optim_instances/Instance_MAP5A_1_1.dat;78;70;123.75;150;3608.8
optim_instances/Instance_MAP5A_1_2.dat;78;70;210;210;14.512
optim_instances/Instance_MAP5A_1_3.dat;78;70;120;120;533.059
optim_instances/Instance_MAP5A_2_1.dat;101;115;210;210;979.374
optim_instances/Instance_MAP5A_2_2.dat;101;115;440;440;28.813
optim_instances/Instance_MAP5A_2_3.dat;101;115;180;180;1538.22
optim_instances/Instance_MAP6A_0_1.dat;92;84;170;170;70.553
optim_instances/Instance_MAP6A_0_2.dat;92;84;1160;1160;15.831
optim_instances/Instance_MAP6A_0_3.dat;92;84;230;230;1428.9
optim_instances/Instance_MAP6A_1_1.dat;112;155;450;450;110.437
optim_instances/Instance_MAP6A_1_2.dat;112;155;2840;2840;22.505
optim_instances/Instance_MAP6A_1_3.dat;112;155;708.75;720;3663.64
optim_instances/Instance_MAP6A_2_1.dat;181;175;345.379;360;3752.92
optim_instances/Instance_MAP6A_2_2.dat;181;175;2320;2330;3641.93
optim_instances/Instance_MAP6A_2_3.dat;181;175;1231.25;17920;4362.18
optim_instances/Instance_MAP1B_0_1.dat;19;13;40;40;1.068
optim_instances/Instance_MAP1B_0_2.dat;19;13;160;160;0.184
optim_instances/Instance_MAP1B_0_3.dat;19;13;30;30;1.022
optim_instances/Instance_MAP1B_1_1.dat;13;23;40;40;0.248
optim_instances/Instance_MAP1B_1_2.dat;13;23;170;170;0.122
optim_instances/Instance_MAP1B_1_3.dat;13;23;30;30;0.861
optim_instances/Instance_MAP1B_2_1.dat;30;24;60;60;0.904
optim_instances/Instance_MAP1B_2_2.dat;30;24;120;120;0.345
optim_instances/Instance_MAP1B_2_3.dat;30;24;40;40;2.838
optim_instances/Instance_MAP2B_0_1.dat;22;24;60;60;0.548
optim_instances/Instance_MAP2B_0_2.dat;22;24;400;400;0.07
optim_instances/Instance_MAP2B_0_3.dat;22;24;40;40;1.889
optim_instances/Instance_MAP2B_1_1.dat;39;35;130;130;1.472
optim_instances/Instance_MAP2B_1_2.dat;39;35;1090;1090;0.347
optim_instances/Instance_MAP2B_1_3.dat;39;35;80;80;13.509
optim_instances/Instance_MAP2B_2_1.dat;47;56;120;120;8.349
optim_instances/Instance_MAP2B_2_2.dat;47;56;710;710;1.403
optim_instances/Instance_MAP2B_2_3.dat;47;56;70;70;51.575
optim_instances/Instance_MAP3B_0_1.dat;18;25;50;50;0.609
optim_instances/Instance_MAP3B_0_2.dat;18;25;310;310;0.109
optim_instances/Instance_MAP3B_0_3.dat;18;25;40;40;1.534
optim_instances/Instance_MAP3B_1_1.dat;45;40;60;60;8.389
optim_instances/Instance_MAP3B_1_2.dat;45;40;240;240;1.86
optim_instances/Instance_MAP3B_1_3.dat;45;40;60;60;19.257
optim_instances/Instance_MAP3B_2_1.dat;73;62;170;170;38.86
optim_instances/Instance_MAP3B_2_2.dat;73;62;1080;1080;6.998
optim_instances/Instance_MAP3B_2_3.dat;73;62;130;130;200.402
optim_instances/Instance_MAP4B_0_1.dat;26;38;70;70;2.482
optim_instances/Instance_MAP4B_0_2.dat;26;38;300;300;0.427
optim_instances/Instance_MAP4B_0_3.dat;26;38;40;40;7.026
optim_instances/Instance_MAP4B_1_1.dat;41;36;180;180;0.823
optim_instances/Instance_MAP4B_1_2.dat;41;36;1480;1480;0.351
optim_instances/Instance_MAP4B_1_3.dat;41;36;400;400;2.885
optim_instances/Instance_MAP4B_2_1.dat;56;41;230;230;1.334
optim_instances/Instance_MAP4B_2_2.dat;56;41;1920;1920;0.364
optim_instances/Instance_MAP4B_2_3.dat;56;41;150;150;3.997
optim_instances/Instance_MAP5B_0_1.dat;45;39;130;130;15.423
optim_instances/Instance_MAP5B_0_2.dat;45;39;850;850;1.844
optim_instances/Instance_MAP5B_0_3.dat;45;39;560;560;84.224
optim_instances/Instance_MAP5B_1_1.dat;78;70;127.5;150;3608.71
optim_instances/Instance_MAP5B_1_2.dat;78;70;230;230;11.008
optim_instances/Instance_MAP5B_1_3.dat;78;70;110;110;332.488
optim_instances/Instance_MAP5B_2_1.dat;101;115;210;210;1493.28
optim_instances/Instance_MAP5B_2_2.dat;101;115;440;440;23.79
optim_instances/Instance_MAP5B_2_3.dat;101;115;280;280;746.098
optim_instances/Instance_MAP6B_0_1.dat;92;84;170;170;81.992
optim_instances/Instance_MAP6B_0_2.dat;92;84;1780;1780;8.74
optim_instances/Instance_MAP6B_0_3.dat;92;84;140;140;382.334
optim_instances/Instance_MAP6B_1_1.dat;112;155;450;450;99.846
optim_instances/Instance_MAP6B_1_2.dat;112;155;2460;2460;22.3
optim_instances/Instance_MAP6B_1_3.dat;112;155;710;710;496.331
optim_instances/Instance_MAP6B_2_1.dat;181;175;371.75;390;3729.65
optim_instances/Instance_MAP6B_2_2.dat;181;175;2680;2680;80.759
optim_instances/Instance_MAP6B_2_3.dat;181;175;1231.25;17920;3893.89
