Channels number ;3
Perturbation : 4
Instance name ;|I| ;|J|;RH1 UB;RH1 time;RH2 UB;RH2 time
optim_instances/Instance_MAP1A_0_1.dat;19;13;40;0.062;40;0.062
optim_instances/Instance_MAP1A_0_2.dat;19;13;160;0.031;160;0.031
optim_instances/Instance_MAP1A_0_3.dat;19;13;30;0.032;30;0.032
optim_instances/Instance_MAP1A_1_1.dat;13;23;40;0.025;40;0.025
optim_instances/Instance_MAP1A_1_2.dat;13;23;80;0.029;80;0.029
optim_instances/Instance_MAP1A_1_3.dat;13;23;30;0.597;30;0.597
optim_instances/Instance_MAP1A_2_1.dat;30;24;40;0.03;40;0.03
optim_instances/Instance_MAP1A_2_2.dat;30;24;220;0.05;220;0.05
optim_instances/Instance_MAP1A_2_3.dat;30;24;630;0.029;40;0.186
optim_instances/Instance_MAP2A_0_1.dat;22;24;60;0.032;60;0.032
optim_instances/Instance_MAP2A_0_2.dat;22;24;700;0.079;700;3.684
optim_instances/Instance_MAP2A_0_3.dat;22;24;40;0.04;40;0.04
optim_instances/Instance_MAP2A_1_1.dat;39;35;140;0.077;140;0.077
optim_instances/Instance_MAP2A_1_2.dat;39;35;980;0.115;890;0.282
optim_instances/Instance_MAP2A_1_3.dat;39;35;80;0.095;80;0.095
optim_instances/Instance_MAP2A_2_1.dat;47;56;110;0.076;110;0.076
optim_instances/Instance_MAP2A_2_2.dat;47;56;520;0.167;430;0.707
optim_instances/Instance_MAP2A_2_3.dat;47;56;70;0.583;70;0.583
optim_instances/Instance_MAP3A_0_1.dat;18;25;50;0.042;50;0.042
optim_instances/Instance_MAP3A_0_2.dat;18;25;280;0.042;280;0.042
optim_instances/Instance_MAP3A_0_3.dat;18;25;40;0.03;40;0.03
optim_instances/Instance_MAP3A_1_1.dat;45;40;70;0.129;70;0.129
optim_instances/Instance_MAP3A_1_2.dat;45;40;130;0.076;130;0.076
optim_instances/Instance_MAP3A_1_3.dat;45;40;360;0.496;60;1.535
optim_instances/Instance_MAP3A_2_1.dat;73;62;160;0.267;160;0.267
optim_instances/Instance_MAP3A_2_2.dat;73;62;1470;0.296;1090;4.119
optim_instances/Instance_MAP3A_2_3.dat;73;62;330;1.328;230;61.674
optim_instances/Instance_MAP4A_0_1.dat;26;38;60;0.041;60;0.041
optim_instances/Instance_MAP4A_0_2.dat;26;38;400;0.126;210;0.294
optim_instances/Instance_MAP4A_0_3.dat;26;38;40;0.063;40;0.063
optim_instances/Instance_MAP4A_1_1.dat;41;36;190;0.084;190;0.084
optim_instances/Instance_MAP4A_1_2.dat;41;36;1010;0.052;1010;0.052
optim_instances/Instance_MAP4A_1_3.dat;41;36;380;0.048;380;0.048
optim_instances/Instance_MAP4A_2_1.dat;56;41;210;0.116;210;0.116
optim_instances/Instance_MAP4A_2_2.dat;56;41;1630;0.069;1630;0.069
optim_instances/Instance_MAP4A_2_3.dat;56;41;230;0.544;130;1.328
optim_instances/Instance_MAP5A_0_1.dat;45;39;130;0.093;130;0.093
optim_instances/Instance_MAP5A_0_2.dat;45;39;1200;0.169;820;4.088
optim_instances/Instance_MAP5A_0_3.dat;45;39;770;0.975;670;6.76
optim_instances/Instance_MAP5A_1_1.dat;78;70;200;0.594;150;60.937
optim_instances/Instance_MAP5A_1_2.dat;78;70;980;0.795;600;6.763
optim_instances/Instance_MAP5A_1_3.dat;78;70;920;2.079;220;47.472
optim_instances/Instance_MAP5A_2_1.dat;101;115;210;0.38;210;0.38
optim_instances/Instance_MAP5A_2_2.dat;101;115;1210;2.001;740;12.792
optim_instances/Instance_MAP5A_2_3.dat;101;115;380;2.863;380;64.92
optim_instances/Instance_MAP6A_0_1.dat;92;84;250;7.344;170;25.819
optim_instances/Instance_MAP6A_0_2.dat;92;84;2310;1.163;1750;11.86
optim_instances/Instance_MAP6A_0_3.dat;92;84;2620;6.507;830;67.813
optim_instances/Instance_MAP6A_1_1.dat;112;155;470;0.542;470;43.13
optim_instances/Instance_MAP6A_1_2.dat;112;155;3430;19.925;3400;54
optim_instances/Instance_MAP6A_1_3.dat;112;155;1720;7.331;1400;70.237
optim_instances/Instance_MAP6A_2_1.dat;181;175;580;102.076;510;3940.66
optim_instances/Instance_MAP6A_2_2.dat;181;175;5110;100.323;5110;263.026
optim_instances/Instance_MAP6A_2_3.dat;181;175;6210;101.092;3030;1124.03
optim_instances/Instance_MAP1B_0_1.dat;19;13;40;0.049;40;0.049
optim_instances/Instance_MAP1B_0_2.dat;19;13;160;0.026;160;0.026
optim_instances/Instance_MAP1B_0_3.dat;19;13;30;0.03;30;0.03
optim_instances/Instance_MAP1B_1_1.dat;13;23;40;0.018;40;0.018
optim_instances/Instance_MAP1B_1_2.dat;13;23;170;0.021;170;0.021
optim_instances/Instance_MAP1B_1_3.dat;13;23;30;0.018;30;0.018
optim_instances/Instance_MAP1B_2_1.dat;30;24;60;0.03;60;0.03
optim_instances/Instance_MAP1B_2_2.dat;30;24;120;0.049;120;0.049
optim_instances/Instance_MAP1B_2_3.dat;30;24;40;0.06;40;0.06
optim_instances/Instance_MAP2B_0_1.dat;22;24;60;0.028;60;0.028
optim_instances/Instance_MAP2B_0_2.dat;22;24;400;0.038;400;0.038
optim_instances/Instance_MAP2B_0_3.dat;22;24;40;0.031;40;0.031
