Channels number ;6
Perturbation : 2
Instance name ;|I| ;|J|;RH1 UB;RH1 time;RH2 UB;RH2 time
optim_instances/Instance_MAP1A_0_1.dat;19;13;40;0.084;40;0.084
optim_instances/Instance_MAP1A_0_2.dat;19;13;160;0.039;160;0.039
optim_instances/Instance_MAP1A_0_3.dat;19;13;30;0.044;30;0.044
optim_instances/Instance_MAP1A_1_1.dat;13;23;40;0.031;40;0.031
optim_instances/Instance_MAP1A_1_2.dat;13;23;80;0.042;80;0.042
optim_instances/Instance_MAP1A_1_3.dat;13;23;30;1.542;30;1.542
optim_instances/Instance_MAP1A_2_1.dat;30;24;40;0.057;40;0.057
optim_instances/Instance_MAP1A_2_2.dat;30;24;220;0.091;220;0.091
optim_instances/Instance_MAP1A_2_3.dat;30;24;630;0.049;40;0.243
optim_instances/Instance_MAP2A_0_1.dat;22;24;60;0.061;60;0.061
optim_instances/Instance_MAP2A_0_2.dat;22;24;610;0.067;610;0.067
optim_instances/Instance_MAP2A_0_3.dat;22;24;40;0.105;40;0.105
optim_instances/Instance_MAP2A_1_1.dat;39;35;140;0.092;140;0.092
optim_instances/Instance_MAP2A_1_2.dat;39;35;890;0.119;890;0.119
optim_instances/Instance_MAP2A_1_3.dat;39;35;80;0.192;80;0.192
optim_instances/Instance_MAP2A_2_1.dat;47;56;110;0.135;110;0.135
optim_instances/Instance_MAP2A_2_2.dat;47;56;430;0.226;430;0.226
optim_instances/Instance_MAP2A_2_3.dat;47;56;70;1.941;70;1.942
optim_instances/Instance_MAP3A_0_1.dat;18;25;50;0.051;50;0.051
optim_instances/Instance_MAP3A_0_2.dat;18;25;280;0.047;280;0.047
optim_instances/Instance_MAP3A_0_3.dat;18;25;40;0.044;40;0.044
optim_instances/Instance_MAP3A_1_1.dat;45;40;70;0.246;70;0.246
optim_instances/Instance_MAP3A_1_2.dat;45;40;130;0.141;130;0.141
optim_instances/Instance_MAP3A_1_3.dat;45;40;60;1.396;60;1.396
optim_instances/Instance_MAP3A_2_1.dat;73;62;160;0.553;160;0.553
optim_instances/Instance_MAP3A_2_2.dat;73;62;900;0.434;900;0.434
optim_instances/Instance_MAP3A_2_3.dat;73;62;130;2.973;130;2.973
optim_instances/Instance_MAP4A_0_1.dat;26;38;60;0.058;60;0.058
optim_instances/Instance_MAP4A_0_2.dat;26;38;210;0.105;210;0.105
optim_instances/Instance_MAP4A_0_3.dat;26;38;40;0.085;40;0.085
optim_instances/Instance_MAP4A_1_1.dat;41;36;190;0.094;190;0.094
optim_instances/Instance_MAP4A_1_2.dat;41;36;1010;0.087;1010;0.087
optim_instances/Instance_MAP4A_1_3.dat;41;36;380;0.074;380;0.074
