Channels number ;6
Perturbation : 3
Instance name ;|I| ;|J|;RH1 UB;RH1 time;RH2 UB;RH2 time
optim_instances/Instance_MAP1A_0_1.dat;19;13;40;0.083;40;0.083
optim_instances/Instance_MAP1A_0_2.dat;19;13;160;0.037;160;0.037
optim_instances/Instance_MAP1A_0_3.dat;19;13;30;0.043;30;0.043
optim_instances/Instance_MAP1A_1_1.dat;13;23;40;0.032;40;0.032
optim_instances/Instance_MAP1A_1_2.dat;13;23;80;0.041;80;0.041
optim_instances/Instance_MAP1A_1_3.dat;13;23;30;0.898;30;0.899
optim_instances/Instance_MAP1A_2_1.dat;30;24;40;0.046;40;0.046
optim_instances/Instance_MAP1A_2_2.dat;30;24;220;0.081;220;0.081
optim_instances/Instance_MAP1A_2_3.dat;30;24;630;0.044;40;0.227
optim_instances/Instance_MAP2A_0_1.dat;22;24;60;0.049;60;0.049
optim_instances/Instance_MAP2A_0_2.dat;22;24;610;0.057;610;0.057
optim_instances/Instance_MAP2A_0_3.dat;22;24;40;0.074;40;0.074
optim_instances/Instance_MAP2A_1_1.dat;39;35;140;0.08;140;0.08
optim_instances/Instance_MAP2A_1_2.dat;39;35;890;0.109;890;0.109
optim_instances/Instance_MAP2A_1_3.dat;39;35;80;0.169;80;0.169
optim_instances/Instance_MAP2A_2_1.dat;47;56;110;0.122;110;0.122
optim_instances/Instance_MAP2A_2_2.dat;47;56;430;0.183;430;0.183
optim_instances/Instance_MAP2A_2_3.dat;47;56;70;0.827;70;0.827
optim_instances/Instance_MAP3A_0_1.dat;18;25;50;0.066;50;0.066
optim_instances/Instance_MAP3A_0_2.dat;18;25;280;0.049;280;0.049
optim_instances/Instance_MAP3A_0_3.dat;18;25;40;0.038;40;0.038
optim_instances/Instance_MAP3A_1_1.dat;45;40;70;0.234;70;0.234
optim_instances/Instance_MAP3A_1_2.dat;45;40;130;0.127;130;0.127
optim_instances/Instance_MAP3A_1_3.dat;45;40;60;0.981;60;0.981
optim_instances/Instance_MAP3A_2_1.dat;73;62;160;0.493;160;0.493
optim_instances/Instance_MAP3A_2_2.dat;73;62;900;0.467;900;0.467
optim_instances/Instance_MAP3A_2_3.dat;73;62;130;2.104;130;2.104
optim_instances/Instance_MAP4A_0_1.dat;26;38;60;0.054;60;0.054
optim_instances/Instance_MAP4A_0_2.dat;26;38;210;0.099;210;0.099
optim_instances/Instance_MAP4A_0_3.dat;26;38;40;0.093;40;0.093
optim_instances/Instance_MAP4A_1_1.dat;41;36;190;0.103;190;0.103
optim_instances/Instance_MAP4A_1_2.dat;41;36;1010;0.093;1010;0.093
optim_instances/Instance_MAP4A_1_3.dat;41;36;380;0.074;380;0.074
optim_instances/Instance_MAP4A_2_1.dat;56;41;210;0.181;210;0.181
optim_instances/Instance_MAP4A_2_2.dat;56;41;1630;0.09;1630;0.09
optim_instances/Instance_MAP4A_2_3.dat;56;41;130;1.004;130;1.004
optim_instances/Instance_MAP5A_0_1.dat;45;39;130;0.149;130;0.149
optim_instances/Instance_MAP5A_0_2.dat;45;39;620;0.147;620;0.147
optim_instances/Instance_MAP5A_0_3.dat;45;39;570;2.206;570;2.206
optim_instances/Instance_MAP5A_1_1.dat;78;70;150;0.652;150;0.652
optim_instances/Instance_MAP5A_1_2.dat;78;70;210;0.449;210;0.449
optim_instances/Instance_MAP5A_1_3.dat;78;70;120;1.438;120;1.438
optim_instances/Instance_MAP5A_2_1.dat;101;115;210;0.629;210;0.629
optim_instances/Instance_MAP5A_2_2.dat;101;115;440;1.636;440;1.636
optim_instances/Instance_MAP5A_2_3.dat;101;115;180;3.449;180;3.449
optim_instances/Instance_MAP6A_0_1.dat;92;84;170;1.717;170;1.717
optim_instances/Instance_MAP6A_0_2.dat;92;84;1160;0.735;1160;0.735
optim_instances/Instance_MAP6A_0_3.dat;92;84;330;5.058;230;66.09
optim_instances/Instance_MAP6A_1_1.dat;112;155;450;0.692;450;0.692
optim_instances/Instance_MAP6A_1_2.dat;112;155;2840;0.706;2840;0.706
optim_instances/Instance_MAP6A_1_3.dat;112;155;720;2.723;720;2.723
optim_instances/Instance_MAP6A_2_1.dat;181;175;360;4.896;360;4.896
optim_instances/Instance_MAP6A_2_2.dat;181;175;2510;100.423;2510;264.887
optim_instances/Instance_MAP6A_2_3.dat;181;175;1240;7.718;1240;7.718
optim_instances/Instance_MAP1B_0_1.dat;19;13;40;0.052;40;0.052
optim_instances/Instance_MAP1B_0_2.dat;19;13;160;0.049;160;0.049
optim_instances/Instance_MAP1B_0_3.dat;19;13;30;0.052;30;0.052
optim_instances/Instance_MAP1B_1_1.dat;13;23;40;0.025;40;0.025
optim_instances/Instance_MAP1B_1_2.dat;13;23;170;0.03;170;0.03
optim_instances/Instance_MAP1B_1_3.dat;13;23;30;0.023;30;0.023
optim_instances/Instance_MAP1B_2_1.dat;30;24;60;0.048;60;0.048
optim_instances/Instance_MAP1B_2_2.dat;30;24;120;0.086;120;0.086
optim_instances/Instance_MAP1B_2_3.dat;30;24;40;0.085;40;0.085
optim_instances/Instance_MAP2B_0_1.dat;22;24;60;0.06;60;0.06
optim_instances/Instance_MAP2B_0_2.dat;22;24;400;0.047;400;0.047
optim_instances/Instance_MAP2B_0_3.dat;22;24;40;0.05;40;0.05
optim_instances/Instance_MAP2B_1_1.dat;39;35;130;0.055;130;0.055
optim_instances/Instance_MAP2B_1_2.dat;39;35;1090;0.079;1090;0.079
optim_instances/Instance_MAP2B_1_3.dat;39;35;80;1.976;80;1.976
optim_instances/Instance_MAP2B_2_1.dat;47;56;120;0.165;120;0.165
optim_instances/Instance_MAP2B_2_2.dat;47;56;710;0.134;710;0.134
optim_instances/Instance_MAP2B_2_3.dat;47;56;70;1.684;70;1.684
