Channels number ;3
Perturbation : 1.5
Instance name ;|I| ;|J|;RH1 UB;RH1 time;RH2 UB;RH2 time
optim_instances/Instance_MAP1A_0_1.dat;19;13;40;0.086;40;0.086
optim_instances/Instance_MAP1A_0_2.dat;19;13;160;0.033;160;0.033
optim_instances/Instance_MAP1A_0_3.dat;19;13;30;0.031;30;0.031
optim_instances/Instance_MAP1A_1_1.dat;13;23;40;0.025;40;0.025
optim_instances/Instance_MAP1A_1_2.dat;13;23;80;0.048;80;0.048
optim_instances/Instance_MAP1A_1_3.dat;13;23;30;6.591;30;6.591
optim_instances/Instance_MAP1A_2_1.dat;30;24;40;0.047;40;0.047
optim_instances/Instance_MAP1A_2_2.dat;30;24;220;0.093;220;0.093
optim_instances/Instance_MAP1A_2_3.dat;30;24;630;0.048;40;0.319
optim_instances/Instance_MAP2A_0_1.dat;22;24;60;0.036;60;0.036
optim_instances/Instance_MAP2A_0_2.dat;22;24;700;0.071;700;3.718
optim_instances/Instance_MAP2A_0_3.dat;22;24;40;0.086;40;0.086
optim_instances/Instance_MAP2A_1_1.dat;39;35;140;0.102;140;0.102
optim_instances/Instance_MAP2A_1_2.dat;39;35;980;0.593;890;0.934
optim_instances/Instance_MAP2A_1_3.dat;39;35;80;0.142;80;0.142
optim_instances/Instance_MAP2A_2_1.dat;47;56;110;0.071;110;0.071
optim_instances/Instance_MAP2A_2_2.dat;47;56;520;0.164;430;0.696
optim_instances/Instance_MAP2A_2_3.dat;47;56;70;1.501;70;1.501
optim_instances/Instance_MAP3A_0_1.dat;18;25;50;0.045;50;0.045
optim_instances/Instance_MAP3A_0_2.dat;18;25;280;0.045;280;0.045
optim_instances/Instance_MAP3A_0_3.dat;18;25;40;0.031;40;0.031
optim_instances/Instance_MAP3A_1_1.dat;45;40;70;0.133;70;0.133
optim_instances/Instance_MAP3A_1_2.dat;45;40;130;0.081;130;0.081
optim_instances/Instance_MAP3A_1_3.dat;45;40;360;0.797;60;1.81
optim_instances/Instance_MAP3A_2_1.dat;73;62;160;0.269;160;0.269
optim_instances/Instance_MAP3A_2_2.dat;73;62;1470;0.307;1090;4.074
optim_instances/Instance_MAP3A_2_3.dat;73;62;330;1.806;130;62.222
optim_instances/Instance_MAP4A_0_1.dat;26;38;60;0.043;60;0.043
optim_instances/Instance_MAP4A_0_2.dat;26;38;400;0.125;210;0.308
optim_instances/Instance_MAP4A_0_3.dat;26;38;40;0.062;40;0.062
optim_instances/Instance_MAP4A_1_1.dat;41;36;190;0.083;190;0.083
optim_instances/Instance_MAP4A_1_2.dat;41;36;1010;0.05;1010;0.05
optim_instances/Instance_MAP4A_1_3.dat;41;36;380;0.047;380;0.047
optim_instances/Instance_MAP4A_2_1.dat;56;41;210;0.116;210;0.116
optim_instances/Instance_MAP4A_2_2.dat;56;41;1630;0.067;1630;0.067
optim_instances/Instance_MAP4A_2_3.dat;56;41;230;0.546;130;1.351
optim_instances/Instance_MAP5A_0_1.dat;45;39;130;0.094;130;0.094
optim_instances/Instance_MAP5A_0_2.dat;45;39;1200;0.169;910;3.883
optim_instances/Instance_MAP5A_0_3.dat;45;39;770;2.858;670;6.832
optim_instances/Instance_MAP5A_1_1.dat;78;70;200;0.585;150;60.893
optim_instances/Instance_MAP5A_1_2.dat;78;70;980;0.773;700;7.69
optim_instances/Instance_MAP5A_1_3.dat;78;70;920;5.796;220;28.283
optim_instances/Instance_MAP5A_2_1.dat;101;115;210;0.397;210;0.397
optim_instances/Instance_MAP5A_2_2.dat;101;115;1210;2.96;740;17.684
optim_instances/Instance_MAP5A_2_3.dat;101;115;380;4.539;380;65.572
optim_instances/Instance_MAP6A_0_1.dat;92;84;250;8.384;200;35.575
optim_instances/Instance_MAP6A_0_2.dat;92;84;2310;1.315;1740;12.838
optim_instances/Instance_MAP6A_0_3.dat;92;84;2620;9.512;1330;71.823
optim_instances/Instance_MAP6A_1_1.dat;112;155;470;0.609;470;62.626
optim_instances/Instance_MAP6A_1_2.dat;112;155;3430;22.44;3400;60.642
optim_instances/Instance_MAP6A_1_3.dat;112;155;1720;9.2;1600;73.556
optim_instances/Instance_MAP6A_2_1.dat;181;175;580;101.897;470;2008.67
optim_instances/Instance_MAP6A_2_2.dat;181;175;5100;100.341;5100;263.315
optim_instances/Instance_MAP6A_2_3.dat;181;175;6210;101.058;2140;1032.48
optim_instances/Instance_MAP1B_0_1.dat;19;13;40;0.051;40;0.051
optim_instances/Instance_MAP1B_0_2.dat;19;13;160;0.03;160;0.03
optim_instances/Instance_MAP1B_0_3.dat;19;13;30;0.031;30;0.031
optim_instances/Instance_MAP1B_1_1.dat;13;23;40;0.018;40;0.018
optim_instances/Instance_MAP1B_1_2.dat;13;23;170;0.022;170;0.022
optim_instances/Instance_MAP1B_1_3.dat;13;23;30;0.017;30;0.017
optim_instances/Instance_MAP1B_2_1.dat;30;24;60;0.03;60;0.03
optim_instances/Instance_MAP1B_2_2.dat;30;24;120;0.049;120;0.049
optim_instances/Instance_MAP1B_2_3.dat;30;24;40;0.066;40;0.066
optim_instances/Instance_MAP2B_0_1.dat;22;24;60;0.027;60;0.027
optim_instances/Instance_MAP2B_0_2.dat;22;24;400;0.04;400;0.04
optim_instances/Instance_MAP2B_0_3.dat;22;24;40;0.044;40;0.044
optim_instances/Instance_MAP2B_1_1.dat;39;35;130;0.056;130;0.057
optim_instances/Instance_MAP2B_1_2.dat;39;35;1090;0.063;1090;0.063
optim_instances/Instance_MAP2B_1_3.dat;39;35;180;1.761;80;2.164
optim_instances/Instance_MAP2B_2_1.dat;47;56;130;0.112;120;2.056
optim_instances/Instance_MAP2B_2_2.dat;47;56;710;0.078;710;0.078
optim_instances/Instance_MAP2B_2_3.dat;47;56;70;2.513;70;2.513
optim_instances/Instance_MAP3B_0_1.dat;18;25;50;0.028;50;0.028
optim_instances/Instance_MAP3B_0_2.dat;18;25;400;0.048;310;0.113
optim_instances/Instance_MAP3B_0_3.dat;18;25;40;0.023;40;0.023
optim_instances/Instance_MAP3B_1_1.dat;45;40;60;0.129;60;0.129
optim_instances/Instance_MAP3B_1_2.dat;45;40;340;0.196;340;4.215
optim_instances/Instance_MAP3B_1_3.dat;45;40;160;0.13;60;1.332
optim_instances/Instance_MAP3B_2_1.dat;73;62;180;0.434;180;60.613
optim_instances/Instance_MAP3B_2_2.dat;73;62;1370;0.308;1180;4.658
optim_instances/Instance_MAP3B_2_3.dat;73;62;630;2.631;330;56.406
optim_instances/Instance_MAP4B_0_1.dat;26;38;70;0.039;70;0.039
optim_instances/Instance_MAP4B_0_2.dat;26;38;390;0.062;390;3.839
optim_instances/Instance_MAP4B_0_3.dat;26;38;40;0.821;40;0.821
optim_instances/Instance_MAP4B_1_1.dat;41;36;180;0.052;180;0.052
optim_instances/Instance_MAP4B_1_2.dat;41;36;1480;0.041;1480;0.041
optim_instances/Instance_MAP4B_1_3.dat;41;36;400;0.063;400;0.063
optim_instances/Instance_MAP4B_2_1.dat;56;41;230;0.076;230;0.076
optim_instances/Instance_MAP4B_2_2.dat;56;41;1920;0.07;1920;0.07
optim_instances/Instance_MAP4B_2_3.dat;56;41;150;0.16;150;0.16
optim_instances/Instance_MAP5B_0_1.dat;45;39;130;1.79;130;1.79
optim_instances/Instance_MAP5B_0_2.dat;45;39;1430;0.223;1240;4.623
optim_instances/Instance_MAP5B_0_3.dat;45;39;760;2.211;660;14.603
optim_instances/Instance_MAP5B_1_1.dat;78;70;160;0.443;150;60.763
optim_instances/Instance_MAP5B_1_2.dat;78;70;720;1.648;520;7.514
optim_instances/Instance_MAP5B_1_3.dat;78;70;700;1.471;210;61.937
optim_instances/Instance_MAP5B_2_1.dat;101;115;220;1.33;220;61.988
optim_instances/Instance_MAP5B_2_2.dat;101;115;1410;1.488;840;18.505
optim_instances/Instance_MAP5B_2_3.dat;101;115;1080;4.416;480;65.281
optim_instances/Instance_MAP6B_0_1.dat;92;84;240;2.543;190;63.816
optim_instances/Instance_MAP6B_0_2.dat;92;84;2840;3.746;2360;9.993
optim_instances/Instance_MAP6B_0_3.dat;92;84;1340;3.387;440;54.644
optim_instances/Instance_MAP6B_1_1.dat;112;155;480;0.734;450;47.314
optim_instances/Instance_MAP6B_1_2.dat;112;155;2850;1.756;2750;21.89
optim_instances/Instance_MAP6B_1_3.dat;112;155;2570;2.424;1780;167.085
optim_instances/Instance_MAP6B_2_1.dat;181;175;490;58.563;490;167.367
optim_instances/Instance_MAP6B_2_2.dat;181;175;5100;100.313;5100;262.902
optim_instances/Instance_MAP6B_2_3.dat;181;175;6530;101.036;5910;266.759
