Channels number ;3
Perturbation : 2
Instance name ;|I| ;|J|;RH1 UB;RH1 time;RH2 UB;RH2 time
optim_instances/Instance_MAP1A_0_1.dat;19;13;40;0.552;40;0.552
optim_instances/Instance_MAP1A_0_2.dat;19;13;160;0.034;160;0.034
optim_instances/Instance_MAP1A_0_3.dat;19;13;30;0.036;30;0.036
optim_instances/Instance_MAP1A_1_1.dat;13;23;40;0.024;40;0.024
optim_instances/Instance_MAP1A_1_2.dat;13;23;80;0.027;80;0.028
optim_instances/Instance_MAP1A_1_3.dat;13;23;30;0.445;30;0.445
optim_instances/Instance_MAP1A_2_1.dat;30;24;40;0.028;40;0.028
optim_instances/Instance_MAP1A_2_2.dat;30;24;220;0.046;220;0.046
optim_instances/Instance_MAP1A_2_3.dat;30;24;630;0.029;40;0.179
optim_instances/Instance_MAP2A_0_1.dat;22;24;60;0.034;60;0.034
optim_instances/Instance_MAP2A_0_2.dat;22;24;700;0.067;700;3.674
optim_instances/Instance_MAP2A_0_3.dat;22;24;40;0.051;40;0.051
optim_instances/Instance_MAP2A_1_1.dat;39;35;140;0.051;140;0.051
optim_instances/Instance_MAP2A_1_2.dat;39;35;980;0.108;890;0.282
optim_instances/Instance_MAP2A_1_3.dat;39;35;80;0.105;80;0.105
optim_instances/Instance_MAP2A_2_1.dat;47;56;110;0.089;110;0.089
optim_instances/Instance_MAP2A_2_2.dat;47;56;520;0.182;430;0.746
optim_instances/Instance_MAP2A_2_3.dat;47;56;70;0.42;70;0.42
optim_instances/Instance_MAP3A_0_1.dat;18;25;50;0.027;50;0.027
optim_instances/Instance_MAP3A_0_2.dat;18;25;280;0.034;280;0.034
optim_instances/Instance_MAP3A_0_3.dat;18;25;40;0.026;40;0.026
optim_instances/Instance_MAP3A_1_1.dat;45;40;70;0.119;70;0.119
optim_instances/Instance_MAP3A_1_2.dat;45;40;130;0.075;130;0.075
optim_instances/Instance_MAP3A_1_3.dat;45;40;360;0.604;60;1.712
optim_instances/Instance_MAP3A_2_1.dat;73;62;160;0.282;160;0.282
optim_instances/Instance_MAP3A_2_2.dat;73;62;1470;0.315;1090;4.301
