Channels number ;6
Perturbation : 1.2
Instance name ;|I| ;|J|;RH1 UB;RH1 time;RH2 UB;RH2 time
optim_instances/Instance_MAP1A_0_1.dat;19;13;40;0.083;40;0.083
optim_instances/Instance_MAP1A_0_2.dat;19;13;160;0.036;160;0.036
optim_instances/Instance_MAP1A_0_3.dat;19;13;30;0.042;30;0.042
optim_instances/Instance_MAP1A_1_1.dat;13;23;40;0.039;40;0.039
optim_instances/Instance_MAP1A_1_2.dat;13;23;80;0.053;80;0.053
optim_instances/Instance_MAP1A_1_3.dat;13;23;30;0.367;30;0.367
optim_instances/Instance_MAP1A_2_1.dat;30;24;40;0.045;40;0.045
optim_instances/Instance_MAP1A_2_2.dat;30;24;220;0.077;220;0.077
optim_instances/Instance_MAP1A_2_3.dat;30;24;630;0.044;40;0.202
optim_instances/Instance_MAP2A_0_1.dat;22;24;60;0.049;60;0.049
optim_instances/Instance_MAP2A_0_2.dat;22;24;610;0.059;610;0.059
optim_instances/Instance_MAP2A_0_3.dat;22;24;40;0.098;40;0.098
optim_instances/Instance_MAP2A_1_1.dat;39;35;140;0.082;140;0.082
optim_instances/Instance_MAP2A_1_2.dat;39;35;890;0.325;890;0.325
optim_instances/Instance_MAP2A_1_3.dat;39;35;80;0.217;80;0.217
optim_instances/Instance_MAP2A_2_1.dat;47;56;110;0.134;110;0.134
optim_instances/Instance_MAP2A_2_2.dat;47;56;430;0.186;430;0.186
optim_instances/Instance_MAP2A_2_3.dat;47;56;70;0.773;70;0.773
optim_instances/Instance_MAP3A_0_1.dat;18;25;50;0.044;50;0.044
optim_instances/Instance_MAP3A_0_2.dat;18;25;280;0.042;280;0.042
optim_instances/Instance_MAP3A_0_3.dat;18;25;40;0.037;40;0.037
optim_instances/Instance_MAP3A_1_1.dat;45;40;70;0.799;70;0.799
optim_instances/Instance_MAP3A_1_2.dat;45;40;130;0.153;130;0.153
optim_instances/Instance_MAP3A_1_3.dat;45;40;60;0.869;60;0.869
optim_instances/Instance_MAP3A_2_1.dat;73;62;160;0.49;160;0.49
optim_instances/Instance_MAP3A_2_2.dat;73;62;900;0.39;900;0.39
optim_instances/Instance_MAP3A_2_3.dat;73;62;130;1.458;130;1.458
optim_instances/Instance_MAP4A_0_1.dat;26;38;60;0.053;60;0.053
optim_instances/Instance_MAP4A_0_2.dat;26;38;210;0.092;210;0.092
optim_instances/Instance_MAP4A_0_3.dat;26;38;40;0.083;40;0.083
