Channels number ;6
Perturbation : 4
Instance name ;|I| ;|J|;RH1 UB;RH1 time;RH2 UB;RH2 time
optim_instances/Instance_MAP1A_0_1.dat;19;13;40;0.084;40;0.084
optim_instances/Instance_MAP1A_0_2.dat;19;13;160;0.039;160;0.039
optim_instances/Instance_MAP1A_0_3.dat;19;13;30;0.046;30;0.046
optim_instances/Instance_MAP1A_1_1.dat;13;23;40;0.048;40;0.048
optim_instances/Instance_MAP1A_1_2.dat;13;23;80;0.057;80;0.057
optim_instances/Instance_MAP1A_1_3.dat;13;23;30;2.023;30;2.023
optim_instances/Instance_MAP1A_2_1.dat;30;24;40;0.054;40;0.054
optim_instances/Instance_MAP1A_2_2.dat;30;24;220;0.092;220;0.092
optim_instances/Instance_MAP1A_2_3.dat;30;24;630;0.05;40;0.241
optim_instances/Instance_MAP2A_0_1.dat;22;24;60;0.052;60;0.052
optim_instances/Instance_MAP2A_0_2.dat;22;24;610;0.06;610;0.06
optim_instances/Instance_MAP2A_0_3.dat;22;24;40;0.08;40;0.08
optim_instances/Instance_MAP2A_1_1.dat;39;35;140;0.083;140;0.083
optim_instances/Instance_MAP2A_1_2.dat;39;35;890;0.115;890;0.116
optim_instances/Instance_MAP2A_1_3.dat;39;35;80;0.189;80;0.189
optim_instances/Instance_MAP2A_2_1.dat;47;56;110;0.13;110;0.13
optim_instances/Instance_MAP2A_2_2.dat;47;56;430;0.205;430;0.205
optim_instances/Instance_MAP2A_2_3.dat;47;56;70;2.165;70;2.165
optim_instances/Instance_MAP3A_0_1.dat;18;25;50;0.05;50;0.05
optim_instances/Instance_MAP3A_0_2.dat;18;25;280;0.046;280;0.046
optim_instances/Instance_MAP3A_0_3.dat;18;25;40;0.041;40;0.041
optim_instances/Instance_MAP3A_1_1.dat;45;40;70;0.236;70;0.236
optim_instances/Instance_MAP3A_1_2.dat;45;40;130;0.137;130;0.137
optim_instances/Instance_MAP3A_1_3.dat;45;40;60;1.853;60;1.853
optim_instances/Instance_MAP3A_2_1.dat;73;62;160;0.54;160;0.54
optim_instances/Instance_MAP3A_2_2.dat;73;62;900;0.454;900;0.454
optim_instances/Instance_MAP3A_2_3.dat;73;62;130;4.534;130;4.534
optim_instances/Instance_MAP4A_0_1.dat;26;38;60;0.063;60;0.063
optim_instances/Instance_MAP4A_0_2.dat;26;38;210;0.11;210;0.11
optim_instances/Instance_MAP4A_0_3.dat;26;38;40;0.102;40;0.102
optim_instances/Instance_MAP4A_1_1.dat;41;36;190;0.116;190;0.116
optim_instances/Instance_MAP4A_1_2.dat;41;36;1010;0.101;1010;0.101
optim_instances/Instance_MAP4A_1_3.dat;41;36;380;0.081;380;0.081
